lineage_id,row_type,version_order,item_type,item_label,source_id,locator,vn_ids,attributed_to,form_or_value,distortion_type,difference_vs_reference,verdict,original_in_corpus,prior_conflict_ids,cited_work_ids,status,scope,scale,confidence,notes
LIN-19,SUMMARY,0,model,Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по Березникам,VKM-SRC-003,,,"«Указания по охране сооружений … Старобинского месторождения» (Солигорск–Минск, 2001) — НЕ в корпусе",,ANALOGUE_TRANSFER,,"Формулы (4.11)–(4.16) диссертации Бабаянца (функции S, F, параметры δ0, ψ, a0) взяты из норматива Старобинского м-ния (лавная отработка, Беларусь). Для ВКМ/СКРУ-1 (камерная система) это ANALOGUE без обоснования переносимости; есть также внутренняя несогласованность осей в (4.13). Использовать только как кандидат оператора с пометкой ANALOGUE.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-19,VERSION,1,model,Эмпирическая модель мульды над одиночной лавой из белорусского норматива в диссертации по Березникам,VKM-SRC-003,"pdf p.86-88, ф.(4.11)-(4.16), рис.4.5",EV-VN-S003-0326;EV-VN-S003-0329;EV-VN-S003-0336;EV-VN-S003-0337;EV-VN-S003-0345;EV-VN-S003-0346,[32] Старобинский норматив 2001,"U_z(ξ,η)=Z_max·S(ξ)·S(η); U_x=a0·Z_max·F(ξ)·S(η); полудлины мульды через δ0, ψ",ANALOGUE_TRANSFER,лавная (Беларусь) модель применена к Березникам,,N,,,ANALOGUE,NON_VKM,NOT_APPLICABLE,HIGH,"quote_check: EXACT,EXACT_ADJACENT_PAGE,FUZZY_69,NOT_FOUND"
LIN-20,SUMMARY,0,hidden_dependency,Практикум Соловьева–Секунцова 2013: скрытая опора на «Методическое руководство… ОАО «Сильвинит»» 2011 и на Барях и др. 2008,VKM-SRC-014,,,«Методическое руководство… ОАО «Сильвинит»» 2011 — НЕ в корпусе (EXT-SRC-031 DISCOVERY_ONLY); Барях 2008 — VKM-SRC-025,,HIDDEN_DEPENDENCY,,"По предисловию главы 1–7 практикума основаны на руководстве 2011, но ни одна формула/таблица не снабжена ссылкой; Барях 2008 [4] в тексте не цитируется ни разу. Значит, параметры систем разработки и формулы устойчивости в VKM-SRC-014 — вторичные без прослеживаемого происхождения (TEACHING), а не независимое подтверждение норм.",PARTIAL,CF-021,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-20,VERSION,1,hidden_dependency,Практикум Соловьева–Секунцова 2013: скрытая опора на «Методическое руководство… ОАО «Сильвинит»» 2011 и на Барях и др. 2008,VKM-SRC-014,"pdf p.7 (предисловие); p.262-264 [4],[30]",EV-VN-S014-1265;EV-VN-S014-1239,[30] руководство 2011; [4] Барях 2008,ссылки только в списке литературы,HIDDEN_DEPENDENCY,нет внутритекстовых ссылок,,PARTIAL,CF-021,CW-0004;CW-0010,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-21,SUMMARY,0,attribution,Барях и др. 2008: опыты Б.В. Титова по контактным условиям приписаны [53] = «Методическое руководство» 1992,VKM-SRC-025,,,"Титов Б.В. (дисс. 1984, [74?] в списке VKM-SRC-025) — не в корпусе; «Методическое руководство» 1992 = VKM-SRC-037",,ATTRIBUTION_UNVERIFIED,,"В тексте «большое число модельных экспериментов… проведено Б.В. Титовым [53]», а [53] — Методическое руководство УФ ВНИИГ 1992 (VKM-SRC-037). Либо руководство воспроизводит результаты Титова, либо номер ссылки ошибочен; рис.3.11 и ф.(3.7) следует проверять по VKM-SRC-037 и автореферату Титова (1984).",PARTIAL,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-21,VERSION,1,attribution,Барях и др. 2008: опыты Б.В. Титова по контактным условиям приписаны [53] = «Методическое руководство» 1992,VKM-SRC-025,"pdf p.80-81, ф.(3.7), рис.3.11",EV-VN-S025-0417;EV-VN-S025-0418;EV-VN-S025-0419,[53] = Методическое руководство 1992,Θ=σ_i/σ_сж; относительное изменение прочности при разных контактных условиях,ATTRIBUTION_UNVERIFIED,автор результата (Титов) и цитируемый документ (руководство) не совпадают,,PARTIAL,,,FACT,VKM_REGIONAL,LAB,MEDIUM,"quote_check: EXACT,FUZZY_64,NOT_FOUND"
LIN-22,SUMMARY,0,edition,Кудряшов «Верхнекамское месторождение солей»: 1-е изд. 2001 vs 2-е изд. 2013,VKM-SRC-012;VKM-SRC-015;VKM-SRC-016;VKM-SRC-023;VKM-SRC-025;VKM-SRC-027;VKM-SRC-040,,,в корпусе только 2-е изд. 2013 (VKM-SRC-011),,BIBLIOGRAPHIC_ERROR;EDITION_DRIFT,,"025, 027 цитируют 1-е изд. (2001), 012, 015, 016, 023 — 2-е (2013), 040 — оба для одного абзаца. Для чисел, взятых из 2001 г., локальная сверка возможна только с переработанным изданием; различия изданий не документированы. Выходные данные 2013 в 023 искажены («Пермь, 2013» вместо «М.: Эпсилон Плюс»).",PARTIAL,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-22,VERSION,1,edition,Кудряшов «Верхнекамское месторождение солей»: 1-е изд. 2001 vs 2-е изд. 2013,VKM-SRC-025;VKM-SRC-027;VKM-SRC-040,списки,EV-VN-S025-1092;EV-VN-S027-0070;EV-VN-S040-0407,2001 (ГИ УрО РАН / Соликамская типография),1-е изд.,EDITION_DRIFT,,,PARTIAL,,CW-0008,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-22,VERSION,2,edition,Кудряшов «Верхнекамское месторождение солей»: 1-е изд. 2001 vs 2-е изд. 2013,VKM-SRC-012;VKM-SRC-015;VKM-SRC-016;VKM-SRC-023;VKM-SRC-040,списки,EV-VN-S012-0655;EV-VN-S015-0098;EV-VN-S016-0096;EV-VN-S023-0007;EV-VN-S040-0408,"2013 (2-е изд., М.: Эпсилон Плюс)","2-е изд.; у 023 — «Пермь, 2013»; объём: 368 с. (015, 040), 371 с. (012), 378 с. (016)",EDITION_DRIFT;BIBLIOGRAPHIC_ERROR,объём издания 2001: 427 с. (025) vs 429 с. (040),,PARTIAL,,CW-0006,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-23,SUMMARY,0,edition,«Указания по защите рудников от затопления…»: редакции 2004 / 2008 / 2014 (введ. 2017) / 2022,VKM-SRC-011;VKM-SRC-012;VKM-SRC-019;VKM-SRC-021;VKM-SRC-025;VKM-SRC-026;VKM-SRC-027;VKM-SRC-031;VKM-SRC-032;VKM-SRC-033;VKM-SRC-034;VKM-SRC-038;VKM-SRC-040,,,"ни одна редакция не в корпусе (EXT-SRC-032, EXT-SRC-043 — DISCOVERY_ONLY)",,EDITION_DRIFT,,"Источники опираются на разные редакции: 038, 040, 025 — 2004; 011, 027, 033 — 2008; 012, 019, 026, 031, 032 — 2014; 012, 021, 034 — 2022; 014 — без года (усечённое заглавие). Заглавие 2004 г. у 025 отличается («…охране объектов на земной поверхности…»). Формулы и пороги из разных редакций различаются (LIN-01, LIN-06), поэтому каждое правило в WorldSpec должно нести редакцию.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-23,VERSION,1,edition,«Указания по защите рудников от затопления…»: редакции 2004 / 2008 / 2014 (введ. 2017) / 2022,VKM-SRC-038;VKM-SRC-040;VKM-SRC-025,списки,EV-VN-S038-0042;EV-VN-S040-0420;EV-VN-S025-1129,ред. 2004 (СПб),2004,EDITION_DRIFT,у 025 иное заглавие,,N,,CW-0085;CW-1683,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,"quote_check: EXACT,FUZZY_84,NOT_FOUND"
LIN-23,VERSION,2,edition,«Указания по защите рудников от затопления…»: редакции 2004 / 2008 / 2014 (введ. 2017) / 2022,VKM-SRC-011;VKM-SRC-027;VKM-SRC-033,списки,EV-VN-S011-2395;EV-VN-S027-0066;EV-VN-S033-0032,ред. 2008 (СПб),2008,EDITION_DRIFT,,,N,,CW-0021,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-23,VERSION,3,edition,«Указания по защите рудников от затопления…»: редакции 2004 / 2008 / 2014 (введ. 2017) / 2022,VKM-SRC-012;VKM-SRC-019;VKM-SRC-026;VKM-SRC-031;VKM-SRC-032,списки,EV-VN-S012-0692;EV-VN-S019-0039;EV-VN-S026-0167;EV-VN-S031-0031;EV-VN-S032-0030,ред. 2014 (введ. 2017),2014,EDITION_DRIFT,,,N,,CW-0007,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-23,VERSION,4,edition,«Указания по защите рудников от затопления…»: редакции 2004 / 2008 / 2014 (введ. 2017) / 2022,VKM-SRC-012;VKM-SRC-021;VKM-SRC-034,списки,EV-VN-S012-0691;EV-VN-S021-0052;EV-VN-S034-0049,«Указания (мероприятия)» 2022,2022,EDITION_DRIFT,,,N,,CW-0024,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-24,SUMMARY,0,formula,Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ,VKM-SRC-003;VKM-SRC-004;VKM-SRC-009,,,"стандартная геометрия InSAR (d_LOS = d_v·cosθ при чисто вертикальном движении); в корпусе — VKM-SRC-003/004 (деление), VKM-SRC-009 (умножение)",,UNSUPPORTED_CLAIM;VALUE_CHANGE,,"ИФЗ/ГИ УрО РАН (003, 004) получают «субвертикальные» смещения ДЕЛЕНИЕМ LOS на cos θ (при допущении малых горизонтальных смещений); белорусская статья по Старобину (009) печатает УМНОЖЕНИЕ на косинус угла съёмки — при чисто вертикальном движении это занижает оседания (для θ≈35° примерно в cos²θ≈0,67 раза относительно деления; оценка порядка, не пересчёт данных) и частично объясняет расхождения InSAR–GPS, которые авторы 009 приписывают только разнице интервалов 13 vs 35 сут. Для оператора наблюдения WorldSpec: проекция LOS — явный параметр модели наблюдения; горизонтальные компоненты на бортах мульды не пренебрежимы.",Y,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-24,VERSION,1,formula,Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ,VKM-SRC-003,"pdf p.21, 35, 78, 85",EV-VN-S003-0073;EV-VN-S003-0121;EV-VN-S003-0283;EV-VN-S003-0318,собственный метод; [59],"U_Z = U_LOS / cos θ (θ≈35,4° для TerraSAR-X); «субвертикальные» смещения",REFERENCE,,,Y,,,MODEL_CHOICE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,"quote_check: EXACT,FUZZY_78,FUZZY_84,FUZZY_93"
LIN-24,VERSION,2,formula,Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ,VKM-SRC-004,pdf p.7,EV-VN-S004-0038,собственный метод,вертикальные = LOS / cos θ при малых горизонтальных смещениях,NONE,,,Y,,,ENGINEERING_ASSUMPTION,GENERAL_METHOD,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-24,VERSION,3,formula,Пересчёт смещений LOS → вертикаль: деление vs умножение на cos θ,VKM-SRC-009,"pdf p.4 (§8), p.8, p.10",EV-VN-S009-0023;EV-VN-S009-0024;EV-VN-S009-0039;EV-VN-S009-0042,без ссылок (статья без списка литературы),"«значения смещений вдоль луча … умножаются на косинус угла съёмки»; диапазон за 13 сут −8,7…+3,2 см (в других местах −9…+4, до −9/+5 см); заявлена точность «до нескольких миллиметров»",VALUE_CHANGE;UNSUPPORTED_CLAIM,противоположная операция проекции; заявленная мм-точность не подтверждается собственным сравнением с GPS (см-разности),,Y,,,ANALOGUE,NON_VKM,NOT_APPLICABLE,HIGH,"quote_check: EXACT,NOT_FOUND"
LIN-25,SUMMARY,0,parameter_table,"Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300/1900/1150 тс/м²): Указания 1985 → руководство 1990/92 → Указания 2022",VKM-SRC-012;VKM-SRC-037,,,"«Указания…» 1985 (Л.: ВНИИГ, 232 с.) [20] у VKM-SRC-037 — НЕ в корпусе; ближайшая версия в корпусе — VKM-SRC-037 табл. 1.5 (1990/92)",,EDITION_ECHO;GROUPING_CHANGE;UNIT_CONVERSION;UNIT_MISPRINT,,"Одна и та же нормативная таблица «стандартной» прочности проходит через три документа: Указания 1985 [20] (по ссылке VKM-SRC-037, с. 13 печ.) → руководство УФ ВНИИГ 1990/92 (табл. 1.5 и повторно табл. 8.25, в табл. 8.25 напечатано «Па», рукописно исправлено на МПа) → «Указания (мероприятия)» ПАО «Уралкалий» 2022 [69] (по Лебедевой, табл. 1.2, в тс/м²). Совпадение чисел в редакциях — эхо одной таблицы, а не независимое подтверждение. Это усреднённые нормативные значения прочности ОБРАЗЦОВ, приведённые к стандартным условиям и рекомендуемые при отсутствии достоверных данных по конкретному участку шахтного поля: масштаб LAB (нормативное), не MASSIF. Перевод тс/м² → МПа в источниках — 1 тс/м² = 0,01 МПа (2150 ↔ 21,5); строгий коэффициент 0,00980665 даёт 21,08/22,56/18,63/11,28 МПа — выбор коэффициента пересчёта является MODEL_CHOICE и должен быть записан явно. Числа совпадают, но группировка изменилась: в 1990/92 пласт КрI входит в группу 23,0 МПа (КрIII–КрI), в 2022 — в группу 1900 тс/м² (В, АБ, КрI); в 2022 к каменной соли явно отнесены междупластья.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-25,VERSION,1,parameter_table,"Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300/1900/1150 тс/м²): Указания 1985 → руководство 1990/92 → Указания 2022",VKM-SRC-037,"pdf p.13 (печ. 26), ссылка [20]; список p.230 [20]",EV-VN-S037-0149;EV-VN-S037-1228,"[20] «Указания…» 1985, Л.: ВНИИГ, 232 с.","усреднённые σсж (кратковременная), σ∞ (длительная) и ρ, рекомендуемые для расчётов, приведены в табл. 1.5 со ссылкой на [20]",REFERENCE,первоисточник таблицы назван самим руководством; текст 1985 г. в корпусе отсутствует,,N,,CW-1881,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,"quote_check: FUZZY_65,NOT_FOUND"
LIN-25,VERSION,2,parameter_table,"Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300/1900/1150 тс/м²): Указания 1985 → руководство 1990/92 → Указания 2022",VKM-SRC-037,"pdf p.15 (печ. 28), табл. 1.5",EV-VN-S037-0169;EV-VN-S037-0170;EV-VN-S037-0171;EV-VN-S037-0172;EV-VN-S037-0173,[20] Указания 1985,"t→0: σсж / ρ — КС 21,5 МПа/32°; сильвинит КрIII–КрI 23,0/35°; сильвинит АБ и В 19,0/27°; карналлит 11,5/34°; t→∞: σ∞/ρ∞ — 3,5/21°; 7,0/20°; 5,5/15°; 1,0/11°",EDITION_ECHO,"воспроизведение таблицы 1985 г.; значения применимы «при отсутствии достоверных данных для конкретного участка»; визуально сверено (рендер p.15, 110 dpi, 26.09.2026)",,N,,,FACT,VKM_REGIONAL,LAB,HIGH,quote_check: NOT_FOUND
LIN-25,VERSION,3,parameter_table,"Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300/1900/1150 тс/м²): Указания 1985 → руководство 1990/92 → Указания 2022",VKM-SRC-037,"pdf p.167 (печ. 334), табл. 8.25",EV-VN-S037-0893;EV-VN-S037-0894;EV-VN-S037-0895;EV-VN-S037-0896;EV-VN-S037-0897,без ссылки (повтор табл. 1.5 той же книги),"средние σсж / ρ для расчёта целиков: 21,5/32; 23,0/35; 19,0/27; 11,5/34 (в шапке напечатано Па, рукописно исправлено на МПа)",NONE_VERBATIM;UNIT_MISPRINT,"те же числа, что табл. 1.5; единица напечатана с ошибкой",,N,,,FACT,VKM_REGIONAL,LAB,HIGH,quote_check: NOT_FOUND
LIN-25,VERSION,4,parameter_table,"Стандартная (усреднённая) прочность соляных пород ВКМ 21,5/23,0/19,0/11,5 МПа (= 2150/2300/1900/1150 тс/м²): Указания 1985 → руководство 1990/92 → Указания 2022",VKM-SRC-012,"pdf p.26, табл. 1.2 [69]; список [69]",EV-VN-S012-0066;EV-VN-S012-0691,"[69] «Указания (мероприятия) по защите рудников ПАО «Уралкалий»…», 2022, 117 с. (не в корпусе)","стандартная прочность, тс/м²: КС пластов В, А'Б, КрII, КрIII и междупластий В-Г … КрII-КрIII 2150; сильвинит КрII и КрIII 2300; сильвинит В, АБ и КрI 1900; карналлит В и Б 1150",EDITION_ECHO;UNIT_CONVERSION;GROUPING_CHANGE,"те же числа ×100 в тс/м² (1 тс/м² ≈ 0,01 МПа по практике источников; строго 0,00980665); КрI перенесён из группы 23,0 МПа (1992) в группу 1900 тс/м²",,N,,CW-0024,FACT,VKM_REGIONAL,LAB,HIGH,"quote_check: EXACT,FUZZY_85"
LIN-26,SUMMARY,0,attribution,Слои ВКР Филатовой по СКРУ-1 «kз.Т» и «комплексный коэффициент опасности нарушения ВЗТ kо»: атрибуция [32] (2011) vs [35] (2021),VKM-SRC-023,,,"[32] Барях, Асанов, Токсаров, Аникин 2011 (ГИАБ №9, с.19–24) и [35] Барях, Тенисон 2021 (Горный журнал №4, с.57–63) — обе НЕ в корпусе; [35] прочитана внешним поиском (EXTWEB-SKRU1_SPECIFIC-002), карта kо в находках не отмечена",,ATTRIBUTION_CONFLICT,,"Слои kз.Т и kо в ВКР (VKM-SRC-023) — переоцифровка чужих расчётных карт, т.е. производные индексы по чужой методике (DERIVATION), а не наблюдения и не факты о СКРУ-1. Для одного и того же слоя kо ВКР называет два разных первоисточника: рис. 24б — [32] (методическая статья 2011 г.), рис. 40а и табл. 4.1 (признак F1, оцифровка из [35]) — [35] (2021). Первоисточник карты и её относимость к шахтному полю СКРУ-1 не установлены; внешнее чтение полного текста [35] карты kо не отметило (отсутствие находки ≠ отсутствие карты). До получения [32] и [35] — confidence LOW; не считать слоями СКРУ-1 уровня SKRU1_DIRECT.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-26,VERSION,1,attribution,Слои ВКР Филатовой по СКРУ-1 «kз.Т» и «комплексный коэффициент опасности нарушения ВЗТ kо»: атрибуция [32] (2011) vs [35] (2021),VKM-SRC-023,"pdf p.48, рис. 24а,б; список p.113 [32]",EV-VN-S023-0304;EV-VN-S023-0305;EV-VN-S023-0307;EV-VN-S023-0311;EV-VN-S023-0514,"[32] Барях, Асанов, Токсаров, Аникин 2011","слои ГИС: нормированный коэффициент срока службы к степени закладки kз.Т (0,9…0,1) и kо (0,65…0,3), оба со ссылкой [32]",ATTRIBUTION_CONFLICT,kо здесь приписан [32],,N,,CW-0080,DERIVATION,SKRU1,NOT_APPLICABLE,LOW,"quote_check: EXACT,NOT_FOUND"
LIN-26,VERSION,2,attribution,Слои ВКР Филатовой по СКРУ-1 «kз.Т» и «комплексный коэффициент опасности нарушения ВЗТ kо»: атрибуция [32] (2011) vs [35] (2021),VKM-SRC-023,"pdf p.78–79, рис. 40а; список p.113 [35]",EV-VN-S023-0407;EV-VN-S023-0424;EV-VN-S023-0517,"[35] Барях, Тенисон 2021","прокси-признак проницаемости и водоупорности — комплексный коэффициент опасности нарушения сплошности ВЗТ, по указанию ВКР разработанный в [35] (рис. 40а)",ATTRIBUTION_CONFLICT,тот же kо приписан [35],,N,,CW-0079,DERIVATION,SKRU1,NOT_APPLICABLE,LOW,"quote_check: EXACT,EXACT_ADJACENT_PAGE"
LIN-26,VERSION,3,attribution,Слои ВКР Филатовой по СКРУ-1 «kз.Т» и «комплексный коэффициент опасности нарушения ВЗТ kо»: атрибуция [32] (2011) vs [35] (2021),VKM-SRC-023,"pdf p.81, табл. 4.1 (F1)",EV-VN-S023-0422,[35],признак F1 (коэффициент риска прорыва): источник данных по ВКР — оцифровка карты из [35],ATTRIBUTION_CONFLICT,подтверждает атрибуцию к [35] внутри гл. 4,,N,,,DERIVATION,SKRU1,NOT_APPLICABLE,LOW,quote_check: EXACT
LIN-27,SUMMARY,0,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-014;VKM-SRC-037,,,"«Методика расчёта времени устойчивого состояния выработок…» (УФ ВНИИГ, 1980-е) — НЕ в корпусе; в VKM-SRC-037 — только обобщение",,ATTRIBUTION_MISMATCH;EDITION_DRIFT;HIDDEN_DEPENDENCY;UNRESOLVABLE_REFERENCE,,"Раздел 6.10 записан в каталогах как оригинал руководства 1990/92, но источник сам называет методику обобщением методик из работ [3, 29] и ссылается на отдельную «Методику…». В списке литературы (22 позиции) [3] — книга Вяткина и др. 1983 о твердеющей закладке (тематическое несоответствие), [29] отсутствует (висячая ссылка, в тексте используется ещё для типов устойчивости кровли и расчёта анкерной крепи сопряжений). Раздел, по-видимому, перенесён из отдельной методики со своим списком литературы. Формулы (6.19)–(6.48), коэффициенты табл. 6.11–6.23 и уровни напряжений рудников, включая СКПРУ-1 (табл. 6.18), — CITED/GENERALISED из «Методики…», первоисточник не установлен; калибровочная база (обследование 350 сечений выработок на рудниках «Уралкалий» и «Сильвинит») в книге не раскрыта. Другая редакция той же методики — в практикуме VKM-SRC-014 §7.1–7.2 (по руководству ОАО «Сильвинит» 2011, без ссылок): основная формула Тр иной формы и с иными коэффициентами; это редакции одной методики, а не независимые подтверждения. Для WorldSpec: origin = CITED_IN_SOURCE, cited_primary = «Методика…» (UNKNOWN); не считать самостоятельной нормой 1990/92.",N,,,DERIVATION,PROJECT,NOT_APPLICABLE,MEDIUM,"lineage summary (stream CITATIONS); verdict is this stream's analysis, not a source statement"
LIN-27,VERSION,1,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-037,"pdf p.107 (печ. 212), §6.10.1",EV-VN-S037-0653;EV-VN-S037-0721;EV-VN-S037-1232;EV-VN-S037-1252,"[3, 29] (печатные номера)","методика — обобщение методик расчёта времени устойчивого состояния выработок из работ [3, 29]; основа — математическое моделирование («Методика…»)",HIDDEN_DEPENDENCY;ATTRIBUTION_MISMATCH;UNRESOLVABLE_REFERENCE,"[3] = Вяткин 1983 (закладка), [29] в списке отсутствует",,N,,CW-1868,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,quote_check: EXACT
LIN-27,VERSION,2,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-037,"pdf p.107–113, ф. (6.19)–(6.30), табл. 6.11–6.17",EV-VN-S037-0654;EV-VN-S037-0655;EV-VN-S037-0664;EV-VN-S037-0665;EV-VN-S037-0666;EV-VN-S037-0672;EV-VN-S037-0677;EV-VN-S037-0688;EV-VN-S037-0689;EV-VN-S037-0692;EV-VN-S037-0693,«Методика…» (без ссылки в формулах),"Tр = a1(hн/Lр)^a2·exp(a3·γH/σсж + a4·m/hв) и производные формулы/коэффициенты (пригрузка, многоходовые и анкерованные выработки, высота зоны обрушения)",HIDDEN_DEPENDENCY,эмпирические коэффициенты модели «Методики…»; калибровочная база не раскрыта,,N,,,FACT,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,quote_check: NOT_FOUND
LIN-27,VERSION,3,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-037,"pdf p.109, апробация методики",EV-VN-S037-0673;EV-VN-S037-0674;EV-VN-S037-0675;EV-VN-S037-0676;EV-VN-S037-0725,«Методика…»,обследовано 350 сечений выработок на рудниках ПО «Уралкалий» и «Сильвинит»; статистика отклонения расчётного Tр от фактического,HIDDEN_DEPENDENCY,"наблюдения апробации пересказаны без первичных данных, дат и рудников",,N,,,FACT,VKM_REGIONAL,FIELD,MEDIUM,"quote_check: EXACT,NOT_FOUND"
LIN-27,VERSION,4,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-037,"pdf p.110, табл. 6.18 (в т.ч. СКПРУ-1)",EV-VN-S037-0679;EV-VN-S037-0680;EV-VN-S037-0681;EV-VN-S037-0682;EV-VN-S037-0683;EV-VN-S037-0684;EV-VN-S037-0685;EV-VN-S037-0720,«Методика…»,"уровни действующих напряжений γHпр/σсж для очистных камер и подготовительных выработок по рудникам и пластам (БКПРУ-1/2/4, СКПРУ-1/2/3)",HIDDEN_DEPENDENCY,"расчётные отношения автора методики, не измерения; для СКПРУ-1 — единственная таблица уровней напряжений в книге",,N,,,DERIVATION,VKM_REGIONAL,FIELD,MEDIUM,quote_check: NOT_FOUND
LIN-27,VERSION,5,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-037,"pdf p.114–119, ф. (6.31)–(6.48), табл. 6.20–6.23: типы устойчивости кровли, анкерная крепь, сопряжения; ссылки [29] на p.116, 117, 119",EV-VN-S037-0697;EV-VN-S037-0699;EV-VN-S037-0700;EV-VN-S037-0702;EV-VN-S037-0708;EV-VN-S037-0712;EV-VN-S037-0722,[29] (висячая ссылка),типы устойчивости кровли по геологическому строению и содержанию н.о.; параметры анкерной крепи; расчёт сопряжений,UNRESOLVABLE_REFERENCE,[29] отсутствует в списке из 22 позиций,,N,,CW-1952,FACT,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,quote_check: NOT_FOUND
LIN-27,VERSION,6,hidden_dependency,"§6.10 VKM-SRC-037 (время устойчивого состояния выработок, анкерная крепь): обобщение отдельной «Методики…», ссылки [3, 29] неразрешимы",VKM-SRC-037,"pdf p.230 (печ. 459), список [3]",EV-VN-S037-1211;EV-VN-S037-1231,"[3] Вяткин, Горбачев, Рубцов 1983","[3] = «Твердеющая закладка на рудниках» (М.: Недра, 1983)",ATTRIBUTION_MISMATCH,тематически не соответствует методике устойчивости выработок,,N,,CW-1868,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,quote_check: NOT_FOUND
