path,kind,size_bytes,n_files,classification,reason_ru,reusable_parts,depends_on,referenced_by
configs/gate_c1.yaml,config,13249,1,MOVE_TO_LEGACY,Gate C1 (GRU/TCN),,artifacts/governance/final_candidate_suite_v4;artifacts/governance/final_holdout_v3_status;artifacts/model_selection/t1_b0_b1_v1;artifacts/model_selection/t1_b2_v1;artifacts/model_selection/t1_b3_v1;artifacts/model_selection/t1_b4_train_only_v1;artifacts/model_selection/t1_b5_evidence_v1;artifacts/model_selection/t1_b6_expanded_v1;…(+6),artifacts/research/r2_adversarial_audit/source_inventory.csv
configs/input_manifest.csv,config,1055,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; 5 записей inputs/bootstrap/** (retired) — stale manifest,,,AGENTS.md;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/verification/gate_a0_report.json;data/reconstruction_research_v1/manifest.json;docs/CANONICAL_RESEARCH_STATE_RU.md;docs/governance/DATA_GOVERNANCE_AND_CONTRACTS.md;docs/governance/PATH_POLICY.md;…(+3)
configs/musikhin_line1_digitization_v1.json,config,12859,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/musikhin_line1_2011_2016_v1;configs/gate_a1.yaml;configs/reconstruction_parent_manifest.csv;configs/reconstruction_research_v1.json;configs/supplementary_source_manifest.csv;data/reconstruction_config;data/reconstruction_research_v1;…(+1),artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md;scripts/reconstruct_musikhin_line1.py
configs/musikhin_profiles_v1.json,config,5254,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,artifacts/reconstruction/musikhin_line1_2011_2016_v1;artifacts/reconstruction/musikhin_profiles_2011_2016_v1;data/published_figure_digitization_v1;inputs/sources,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md;scripts/reconstruct_musikhin_profiles.py
configs/reconstruction_parent_manifest.csv,config,1146,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; 7 путей SKRU1_ACTUAL… (retired) — stale manifest,,,artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;data/reconstruction_research_v1/manifest.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;src/skru1/reconstruction_data.py
configs/reconstruction_research_v1.json,config,2553,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,SKRU1_ACTUAL_DATA_TABLES_v1;data/reconstruction_research_v1,artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;data/reconstruction_research_v1/README.md;data/reconstruction_research_v1/manifest.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;src/skru1/reconstruction_data.py
configs/scenario_adapter_v2_1.json,config,812,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/splits/scenario_representation_v2_1/representation_manifest.json;scripts/build_scenario_representation_v2_1.py;scripts/finalize_scenario_representation_v2_1.py;tests/test_scenario_representation_v2_1.py
configs/scenario_constraints_v1.json,config,3030,1,MOVE_TO_LEGACY,конфиг constraints v1 (не хешируется),,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/filatova_figure13b_geometry_v1;artifacts/reconstruction/musikhin_profiles_2011_2016_v1;artifacts/reconstruction/scenario_constraints_v1,artifacts/reconstruction/scenario_constraints_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/build_scenario_constraints.py
configs/scenario_constraints_v2.json,config,49143,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,artifacts/reconstruction/musikhin_line1_2011_2016_v1;artifacts/reconstruction/musikhin_profiles_2011_2016_v1;artifacts/reconstruction/scenario_constraints_v1;artifacts/reconstruction/scenario_constraints_v2;configs/source_manifest.csv;configs/supplementary_source_manifest.csv;inputs/sources,artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv;scripts/build_scenario_constraints_v2.py
configs/scenario_sequences_v2_1.json,config,1442,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/splits/scenario_representation_v2_1/representation_manifest.json;scripts/build_scenario_representation_v2_1.py;scripts/smoke_scenario_v2_1_interfaces.py
configs/scenario_simulation_v2.json,config,7754,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;data/reconstruction_research_v1;data/scenario_simulation_v2,artifacts/data_quality/scenario_representation_v2/independent_validation.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/scenario_simulation_v2/manifest.json;docs/governance/SCENARIO_EXPERIMENT_V2_PROTOCOL.md;scripts/generate_scenario_v2.py;tests/test_data_foundation_v2.py;tests/test_scenario_v2_1_erratum.py
configs/scenario_simulation_v2_1.json,config,8413,1,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;data/reconstruction_research_v1;data/scenario_simulation_v2;data/scenario_simulation_v2_1,artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/independent_origin_validation.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;data/scenario_simulation_v2_1/manifest.json;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv;docs/research/r2_adversarial_audit/16_FINDINGS.csv;…(+2)
configs/source_manifest.csv,config,13369,1,REBUILD,SRC01–SRC11 с путями inputs/sources/primary/* (в main отсутствуют); SHA совпадают с PRIVATE SOURCE_REGISTER (VKM-SRC-xxx); verifier резолвит через дубликаты 08_data_archives/main_repo_snapshots,метаданные authority_class/site_scope/source_available_at → mapping SRCxx→VKM-SRC-xxx; каноническим реестром сделать PRIVATE 00_registry/SOURCE_REGISTER.csv,,artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/verification/gate_a0_report.json;configs/scenario_constraints_v2.json;data/reconstruction_research_v1/manifest.json;docs/governance/DATA_GOVERNANCE_AND_CONTRACTS.md;docs/governance/PATH_POLICY.md;…(+4)
configs/supplementary_source_manifest.csv,config,1364,1,REBUILD,SUP01 = geokniga-02obrabotka.pdf = VKM-SRC-002 (SHA 4d20f03c…); та же проблема путей,mapping SUP01→VKM-SRC-002,,artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;configs/scenario_constraints_v2.json;data/reconstruction_research_v1/manifest.json;docs/governance/DATA_GOVERNANCE_AND_CONTRACTS.md;…(+5)
data/.gitattributes,data_config,273,1,REMOVE_FROM_NEW_MAIN,LFS/-text правила для scenario_simulation_v2_1,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
data/published_figure_digitization_v1,observation_evidence,283939,7,REBUILD,"ручная оцифровка стр.15 VKM-SRC-002 (слайды Мусихина): 4 линии (1,5,17,6) × {leveling, radar} × {2011–2016, 2015–2016}, 258 позиций/252 численных, интервальные смещения мм (negative-down), ось X категориальная (подписи км), без георефенса, не временной ряд; источник discovery-only (R2: доноры Соликамск СКРУ-1/СКРУ-2, рудник не доказан)","CSV + 4 нативных растра + extraction_manifest → observation evidence (ObservationDataset: modality leveling/InSAR, interval support 2011–2016/2015–2016, scope VKM_Solikamsk) с новым ID; убрать поля eligible_as_t1_time_series/mapped_synthetic_point_id; хранить в PRIVATE как derived evidence или в PUBLIC data/observations с SHA",inputs/sources,artifacts/reconstruction/musikhin_profiles_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_profiles_v1.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md;docs/research/r2_adversarial_audit/02_SOURCE_RECONSTRUCTION_ADVERSARIAL_AUDIT_RU.md;docs/research/r2_adversarial_audit/04_SOURCE_REGISTER.csv;…(+3)
data/reconstruction_research_v1,frozen_release,2954705,13,FROZEN_REFERENCE,"v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; это ремонт синтетических таблиц retired v3.2 (observation_origin=synthetic_monitoring_simulation), а не наблюдения","field_catalog.csv как образец описания поля (source_available_at ≠ source_reference_year, availability rule, assumption_id)",SKRU1_ACTUAL_DATA_TABLES_v1;configs/input_manifest.csv;configs/reconstruction_parent_manifest.csv;configs/reconstruction_research_v1.json;configs/source_manifest.csv;configs/supplementary_source_manifest.csv,.gitattributes;artifacts/data_quality/scenario_representation_v2/independent_validation.json;artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/independent_origin_validation.json;artifacts/reconstruction/musikhin_line1_2011_2016_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;configs/reconstruction_research_v1.json;…(+10)
data/scenario_simulation_v2,frozen_release,82174146,20,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; predecessor для дифференциальной проверки erratum; 82 МБ (8 LFS .gz),,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;configs/scenario_simulation_v2.json;data/reconstruction_research_v1,.gitattributes;README.md;artifacts/data_quality/scenario_representation_v2/test_execution_receipt.json;artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/independent_origin_validation.json;artifacts/data_quality/scenario_representation_v2_1/test_execution_receipt.json;artifacts/data_quality/scenario_simulation_v2_1/two_run_receipt.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;…(+32)
data/scenario_simulation_v2_1,frozen_release,82176171,20,FROZEN_REFERENCE,"SKRU1_SCENARIO_SIMULATION_V2_1, manifest a268cd78…; synthetic factorial stress benchmark; 82 МБ (8 LFS .gz, 7 из них идентичны v2 по oid)",,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;configs/scenario_simulation_v2_1.json;data/reconstruction_research_v1;data/scenario_simulation_v2,README.md;artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/test_execution_receipt.json;artifacts/data_quality/scenario_simulation_v2_1/two_run_receipt.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/audit_receipt.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;…(+22)
artifacts/.gitattributes,artifact_config,293,1,REMOVE_FROM_NEW_MAIN,правила для data_quality/splits v2/v2.1,,,artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/drift_summary.csv,artifact,36601,1,MOVE_TO_LEGACY,выход Gate A1 (retired v3.2),,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/duplicate_and_grain_checks.csv,artifact,3050,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/feature_missingness_by_split.csv,artifact,17086,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/gate_a1_findings.csv,artifact,2686,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/gate_a1_report.json,artifact,35569,1,MOVE_TO_LEGACY,выход Gate A1,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/data_quality/drift_summary;artifacts/data_quality/duplicate_and_grain_checks;artifacts/data_quality/feature_missingness_by_split;artifacts/data_quality/gate_a1_findings;artifacts/data_quality/join_coverage;artifacts/data_quality/membership_inconsistency_mapping;artifacts/data_quality/split_summary;…(+5),artifacts/model_selection/t1_b0_b1_v1/development_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/GATE_A1_DATA_QUALITY_RU.md;scripts/build_gate_a1_notebook.py;scripts/run_gate_a1.py
artifacts/data_quality/join_coverage.csv,artifact,939,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/membership_inconsistency_mapping.csv,artifact,2705,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/GATE_A1_DATA_QUALITY_RU.md;scripts/run_gate_a1.py
artifacts/data_quality/root_archive_duplicate_audit.json,artifact,1089,1,MOVE_TO_LEGACY,аудит дублей retired архивов,,SKRU1_ACTUAL_DATA_TABLES_v1,artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/RECONSTRUCTION_ATLAS_V1_RU.md
artifacts/data_quality/split_summary.csv,artifact,3696,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/validation_design_summary.csv,artifact,4394,1,MOVE_TO_LEGACY,выход Gate A1,,,artifacts/data_quality/gate_a1_report.json;artifacts/research/r2_adversarial_audit/source_inventory.csv
artifacts/data_quality/scenario_representation_v2,artifact_dir,208982,6,MOVE_TO_LEGACY,BLOCKED-evidence v2 representation (привела к erratum V2-REP-001),,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;configs/scenario_adapter_v2.json;configs/scenario_sequences_v2.json;configs/scenario_simulation_v2.json;data/reconstruction_research_v1;data/scenario_simulation_v1;data/scenario_simulation_v2,artifacts/data_quality/scenario_representation_v2_1/artifact_inventory.csv;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md;docs/reports/SCENARIO_V2_1_SEQUENCE_ACCEPTANCE_RU.md;scripts/finalize_scenario_representation_v2_1.py;scripts/finalize_scenario_v2_1_erratum.py;…(+1)
artifacts/data_quality/scenario_representation_v2_1,artifact_dir,47488,7,MOVE_TO_LEGACY,acceptance receipts representation v2.1 (не в closure),,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/scenario_constraints_v2;artifacts/splits/scenario_representation_v2_1;configs/scenario_simulation_v2_1.json;data/reconstruction_research_v1;data/scenario_simulation_v1;data/scenario_simulation_v2;data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_V2_1_ADAPTER_ACCEPTANCE_RU.md;docs/reports/SCENARIO_V2_1_SEQUENCE_ACCEPTANCE_RU.md;scripts/finalize_scenario_representation_v2_1.py
artifacts/data_quality/scenario_simulation_v2_1,artifact_dir,19451,4,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d (correction_receipt.json проверяется через representation manifest),,data/scenario_simulation_v2_1,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;docs/reports/SCENARIO_SIMULATION_V2_1_ERRATUM_RU.md;scripts/build_scenario_representation_v2_1.py;scripts/finalize_scenario_representation_v2_1.py;scripts/finalize_scenario_v2_1_erratum.py;scripts/verify_canonical_repository.py
artifacts/environment,artifact_dir,5235,2,MOVE_TO_LEGACY,"снимок Windows-окружения (pip_freeze, PowerShell stderr с C:\WINDOWS…)",,,artifacts/research/r2_adversarial_audit/source_inventory.csv;scripts/capture_environment.py
artifacts/governance,artifact_dir,32814,3,MOVE_TO_LEGACY,final_candidate_suite_v3/v4 и статус final_holdout_v2 старого T1,,artifacts/model_selection/t1_b6_expanded_v1;artifacts/splits/t1_train_benchmark_v1;configs/final_holdout_v2.yaml;configs/final_holdout_v3.yaml;configs/gate_b4.yaml;configs/gate_b5.yaml;configs/gate_b6.yaml;configs/gate_b6_amendment_no_tabpfn.yaml,artifacts/model_selection/t1_b2_v1/artifact_inventory.csv;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/gate_b2.yaml;configs/gate_c1.yaml;docs/model_cards/B7_TWO_REGIME_IMM.md;src/skru1/gate_b3.py
artifacts/inventory,artifact_dir,40094,4,MOVE_TO_LEGACY,инвентари Gate A0 распаковки retired v3.2/EDA,,,artifacts/research/r2_adversarial_audit/source_inventory.csv;artifacts/verification/gate_a0_report.json
artifacts/model_selection/frozen_candidate.json,artifact,2181,1,MOVE_TO_LEGACY,замороженный кандидат B0/B1 (t1_v1/test раскрыт),,artifacts/model_selection/t1_b0_b1_v1;configs/gate_b0_b1.yaml,artifacts/data_quality/gate_a1_report.json;artifacts/model_selection/t1_b0_b1_v1/artifact_inventory.csv;artifacts/model_selection/t1_b0_b1_v1/test_access_ledger.json;artifacts/model_selection/t1_b2_v1/protected_test_snapshot.json;artifacts/model_selection/t1_b3_v1/protected_predecessor_snapshot.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/gate_a1.yaml;…(+5)
artifacts/model_selection/t1_b0_b1_v1,artifact_dir,833572,16,MOVE_TO_LEGACY,Gate B0/B1 результаты + frozen_candidate.joblib (LFS),,artifacts/data_quality/gate_a1_report;artifacts/model_selection/frozen_candidate;artifacts/splits/t1_v1,artifacts/model_selection/frozen_candidate.json;artifacts/model_selection/t1_b2_v1/protected_test_snapshot.json;artifacts/model_selection/t1_b3_v1/protected_predecessor_snapshot.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/gate_b0_b1.yaml;configs/gate_b2.yaml;configs/gate_b3.yaml;…(+3)
artifacts/model_selection/t1_b2_v1,artifact_dir,1292823,17,MOVE_TO_LEGACY,Gate B2 результаты,,artifacts/model_selection/frozen_candidate;artifacts/model_selection/t1_b0_b1_v1;configs/final_holdout_v2.yaml;configs/gate_b2.yaml,artifacts/model_selection/t1_b3_v1/development_candidate.json;artifacts/model_selection/t1_b3_v1/gate_b3_report.json;artifacts/model_selection/t1_b3_v1/protected_predecessor_snapshot.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/gate_b2.yaml;configs/gate_b3.yaml;configs/gate_c1.yaml;…(+5)
artifacts/model_selection/t1_b3_v1,artifact_dir,2085353,20,FROZEN_REFERENCE,"Gate B3 historical baseline @ ce8e57e (байт-в-байт как в ce8e57e); B7 MAE 6.545 мм/год, coverage95 0.962 — только historical",,artifacts/model_selection/frozen_candidate;artifacts/model_selection/t1_b0_b1_v1;artifacts/model_selection/t1_b2_v1;configs/final_holdout_v2.yaml;configs/gate_b3.yaml,artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/gate_b3.yaml;configs/gate_c1.yaml;docs/reports/GATE_B3_IMM_RU.md;scripts/build_gate_b3_notebook.py;src/skru1/gate_b3_audit.py
artifacts/reconstruction/filatova_figure13b_geometry_v1,artifact_dir,5522286,13,MOVE_TO_LEGACY,538 замкнутых областей в пиксельных координатах рис.13б ВКР Филатовой (VKM-SRC-023); без метрической привязки; производство зависит от retired v3.2,plan_units_pixel.csv/unreadable_regions.csv как черновик геометрии горных работ — только после повторной оцифровки с provenance и георефенсом,SKRU1_ACTUAL_DATA_TABLES_v1;configs/filatova_figure13b_geometry_v1.json;inputs/sources,artifacts/reconstruction/scenario_constraints_v1/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/filatova_figure13b_geometry_v1.json;configs/scenario_constraints_v1.json;docs/reports/RECONSTRUCTION_ATLAS_V1_RU.md;docs/research/r2_adversarial_audit/03_CURRENT_DATA_CLAIMS_MATRIX.csv;docs/research/r2_adversarial_audit/17_SOURCE_TO_ARTIFACT_PROVENANCE.csv
artifacts/reconstruction/musikhin_line1_2011_2016_v1,artifact_dir,1083751,16,FROZEN_REFERENCE,"v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; детальная переоцифровка линии 1 leveling 2011–2016: 14 позиций, 11 численно, repeat RMSE 0.63 мм (повторяемость чтения, не точность нивелирования)",points.csv + repeat_readings.csv → QA-слой observation evidence VKM-SRC-002,SKRU1_ACTUAL_DATA_TABLES_v1;configs/gate_a1.yaml;configs/musikhin_line1_digitization_v1.json;configs/reconstruction_parent_manifest.csv;configs/reconstruction_research_v1.json;configs/supplementary_source_manifest.csv;data/reconstruction_config;data/reconstruction_research_v1;…(+1),artifacts/reconstruction/musikhin_profiles_2011_2016_v1/manifest.json;artifacts/reconstruction/scenario_constraints_v2/canonical_digitization.csv;artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_line1_digitization_v1.json;configs/musikhin_profiles_v1.json;configs/scenario_constraints_v2.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;…(+4)
artifacts/reconstruction/musikhin_profiles_2011_2016_v1,observation_evidence,3946452,31,REBUILD,"v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d; атлас 4 профилей (points.csv по линиям, overlays, limitations) — вторичный продукт той же оцифровки","profile_*/points.csv (signed_displacement_mm, digitization_envelope_half_width_mm, reading_status) → observation evidence; PNG-overlays как visual QA",artifacts/reconstruction/musikhin_line1_2011_2016_v1;configs/musikhin_profiles_v1.json;data/published_figure_digitization_v1;inputs/sources,artifacts/reconstruction/scenario_constraints_v1/manifest.json;artifacts/reconstruction/scenario_constraints_v2/canonical_digitization.csv;artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/musikhin_profiles_v1.json;configs/scenario_constraints_v1.json;configs/scenario_constraints_v2.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;…(+4)
artifacts/reconstruction/scenario_constraints_v1,artifact_dir,18487,4,FROZEN_REFERENCE,v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d (scenario_constraints.csv — вход constraints v2),,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/reconstruction/filatova_figure13b_geometry_v1;artifacts/reconstruction/musikhin_profiles_2011_2016_v1;configs/scenario_constraints_v1.json,artifacts/reconstruction/scenario_constraints_v2/manifest.json;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/scenario_constraints_v1.json;configs/scenario_constraints_v2.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923.json;docs/reports/MUSIKHIN_LINE1_ACCEPTANCE_20260923_RU.md;docs/reports/RECONSTRUCTION_ATLAS_V1_RU.md
artifacts/reconstruction/scenario_constraints_v2,frozen_release,198592,6,FROZEN_REFERENCE,"SKRU1 constraints v2, manifest 96b88b61…; v2.1 hash-closure (pinned manifests a268cd78/96b88b61/0e5501cb); SHA проверяется из git-объектов legacy=d54025d",modality_comparison.csv: radar−leveling расхождения по линиям (RMS 6–42 мм) — полезно для observation operator InSAR vs нивелирование,artifacts/reconstruction/musikhin_line1_2011_2016_v1;artifacts/reconstruction/musikhin_profiles_2011_2016_v1;artifacts/reconstruction/scenario_constraints_v1;configs/scenario_constraints_v2.json;configs/source_manifest.csv;configs/supplementary_source_manifest.csv;inputs/sources,.gitattributes;artifacts/data_quality/scenario_representation_v2/independent_validation.json;artifacts/data_quality/scenario_representation_v2_1/acceptance_receipt.json;artifacts/data_quality/scenario_representation_v2_1/independent_origin_validation.json;artifacts/repository_cleanup/canonical_cleanup_receipt.json;artifacts/research/r2_adversarial_audit/reviewed_file_hashes.csv;artifacts/research/r2_adversarial_audit/source_inventory.csv;configs/scenario_constraints_v2.json;…(+18)
artifacts/repository_cleanup/canonical_cleanup_receipt.json,receipt,45998,1,FROZEN_REFERENCE,receipt cleanup 24–25.09 (f9e811b); superseded,,SKRU1_ACTUAL_DATA_TABLES_v1;artifacts/data_quality/scenario_representation_v2_1;artifacts/data_quality/scenario_simulation_v2_1;artifacts/governance/final_candidate_suite_v3;artifacts/governance/final_candidate_suite_v4;artifacts/governance/final_holdout_v2_status;artifacts/model_selection/frozen_candidate;artifacts/model_selection/t1_b0_b1_v1;…(+19),
artifacts/repository_cleanup/legacy_data_retirement_receipt.json,receipt,1918,1,KEEP_CURRENT,"receipt решения LEGACY_RETIRED (действует); поля not_required_for_physical_world_v1/OGS устарели по формулировке, но решение в силе",,SKRU1_ACTUAL_DATA_TABLES_v1;inputs/bootstrap,artifacts/repository_cleanup/resources_externalization_receipt.json
