vn_id,source_id,locator,data_class_as_extracted,dc_id,mapping,status,scope,confidence,availability_as_extracted,latency_as_extracted,notes
EV-VN-S020-0311,VKM-SRC-020,p127 [§3.6 п.4],маркшейдерская съемка горных выработок (фактический контур камер и выработок),DC14,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,в пределах рудника — через ≤2 суток + камеральная обработка; для внешнего пользователя — только по запросу к руднику/Уралкалию,задержка между выемкой и отображением на плане порядка 2 суток; месячный замер фиксирует объемы на 1-е число,
EV-VN-S020-0313,VKM-SRC-020,"p127 [§3.6 п.5, с.127-128]","месячный маркшейдерский замер (объемы выемки, длины пройденных выработок/камер)",DC14,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,ежемесячно (в пределах рудника); данные замера окончательные и изменениям не подлежат,месячная дискретность учета выемки; основа начисления зарплаты,Для 3D+time мира: хронология выемки на уровне камер доступна минимум с месячным шагом (1-е число) из маркшейдерских замеров.
EV-VN-S020-0389,VKM-SRC-020,p211 [§6.1],shift production/incident reports of mining district,DC15,explicit (cited in DC row),FACT,VKM_REGIONAL,MEDIUM,internal mine documentation only; not published,shift-level (hours) internally,
EV-VN-S020-0393,VKM-SRC-020,p214 [§6.3.2],"shift handover journal (roof/wall condition, gas measurement, equipment faults)",DC15,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,internal only; qualitative roof state notes,shift-level,"Shift-level visual roof/wall checks and gas measurements exist as a data class, but are qualitative and internal."
EV-VN-S020-0394,VKM-SRC-020,p216 [§6.4; Табл. 6.1],наряд (shift/daily work order with executed volumes per combine),DC15,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,only via dispatcher journals/mine production records; naryady themselves retained only 1 month,"Primary наряды destroyed/archived after one month (""хранятся ... в течение одного месяца"") — fine-grained daily excavation history may be unrecoverable except from survey (маркшейдерские) records",Important for reconstructing mining chronology: daily-resolution work records are short-lived; survey documentation is the persistent record.
EV-VN-S020-0398,VKM-SRC-020,p218 [Табл. 6.1],наряд / shift work documentation incl. маркшейдерские и геологические указания,DC15,manual override (reviewed),FACT,VKM_REGIONAL,LOW,internal,"Table 6.1 (scanned, rotated text heavily garbled in text layer) shows that маркшейдерские и геологические указания feed each shift's work order — survey/geology information is operationally consumed at shift level",Text layer of Табл. 6.1 is garbled (rotated headers); not rendered — low project value; only qualitative content kept.
EV-VN-S020-0403,VKM-SRC-020,"p219 [§6.5; Табл. 6.2, 6.3]","calendar plan of ore output per face (monthly; per combine, shift, date) and annual 'Распределение комбайнов по участку' (seam, panel, combine, quarterly tonnage, annual advance in п/м)",DC13,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,internal planning documents; plan ≠ actual excavation,Plans exist before the excavation; actual executed volumes recorded in наряды/диспетчер journals,"Planned (not actual) excavation schedule — potential leakage-free a-priori mining forcing in a forecasting setting, but plan≠fact."
EV-VN-S020-0435,VKM-SRC-020,p251 [§7.2.2 п.8],маркшейдерские направления (точки) для проходки выработок,DC14,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,via mine survey plans after survey (не в этом источнике),"Survey points precede excavation; the executed position is later surveyed (см. гл. 3 этого источника, другие чанки)",
EV-VN-S020-0456,VKM-SRC-020,p266 [§9],"План ликвидации аварий (ПЛА) с вентиляционным планом, аксонометрической схемой вентиляции, планом поверхности (стволы, выходы, водоёмы), схемой электроснабжения",DC25,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,internal mine documentation; would record active/closed districts with ≤1 day latency and half-year snapshots,semi-annual full revision; ≤ 24 h amendment for district opening/closure,Potential archival source for dating opening/closure of mining districts (панели/участки).
EV-VN-S020-0459,VKM-SRC-020,p268 [§9],"акты к ПЛА (реверс вентиляции, противопожарные средства, насосные станции и водонепроницаемые перемычки, запасные выходы, время выхода в самоспасателях)",DC25,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,internal; semi-annual status of flood-protection structures,semi-annual,
EV-VN-S020-0487,VKM-SRC-020,p273 [колофон; §8],training manual (technology/equipment/safety state of VKM potash mines),DC30,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,"public-ish training manual (tirazh 500), available from 1998",Latest dated event in this chunk: 18.08.1996 (BKPRU-4 conveyor); ~2 yr lag to publication,
EV-VN-S021-0014,VKM-SRC-021,p2 [введение],ВЗТ geological structure,DC05,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,"progressive: exploration boreholes first, geophysics updates as mining advances",geological info is repeatedly refined over >90 years,
EV-VN-S021-0016,VKM-SRC-021,p2 [введение],ВЗТ hazard zoning maps (потенциально опасные участки),DC28,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,internal Uralkali/GI UrO RAN documents,~5-yr update cycle; forecasts to end of mine life and end of subsidence process,
EV-VN-S021-0045,VKM-SRC-021,p4 [Рис. 1а легенда],zoning assessment of mine field (hazard categories),DC17,explicit (cited in DC row),FACT,UNSTATED,HIGH,internal zoning maps (Uralkali/GI UrO RAN); example published 2024,~2 yr from assessment epoch to publication,
EV-VN-S023-0004,VKM-SRC-023,"p3 [rendered p.3; Задание, п.3 'Исходные данные']",mine survey of workings / GIS vector layers of extraction blocks and zones (MapInfo TAB) + Excel mining-technical parameters,DC14,explicit (cited in DC row),FACT,SKRU1,HIGH,only as enterprise data provided to the student; the raw TAB/Excel are not reproduced in the thesis,No dates of creation/update of the TAB layers are given on this page,"Seam codes are printed in partly Latin letters in the text layer ('KC, Kp1, Kp2, Kp3, АБ, B'); visually 'КС, Кр1, Кр2, Кр3, АБ, В'. 'КС' is not explained here (possibly Кр-сильвинит? or карналлитовый пласт) — UNKNOWN meaning."
EV-VN-S023-0017,VKM-SRC-023,"p4 [rendered p.4; Задание, п.6]",InSAR subsidence products for SKRU-1,DC21,explicit (cited in DC row),FACT,SKRU1,MEDIUM,"student used ready-made (already processed) InSAR data, i.e., not raw SAR scenes",InSAR processing chain not performed by the author,
EV-VN-S023-0020,VKM-SRC-023,"p5 [rendered p.5; Задание, п.11 (консультант Маневич А.И.)]",long-term instrumental monitoring of surface subsidence at SKRU-1,DC17,keyword rule on data_class,FACT,SKRU1,MEDIUM,thesis claims access to 'long-term instrumental monitoring' data; type (levelling vs InSAR) to be established in §3.2,,
EV-VN-S023-0049,VKM-SRC-023,p17 [rendered p.17; Рис. 1],"InSAR scene / annual LOS velocity map (TerraSAR-X, Berezniki)",DC21,explicit (cited in DC row),FACT,OTHER_VKM_SITE,MEDIUM,via publication ≈1-2 years after acquisition year,published annual maps; not operational delivery,
EV-VN-S023-0066,VKM-SRC-023,p22 [rendered p.22; §1.3 (rendered p.22-23)],"InSAR scenes (TerraSAR-X, Sentinel-1) for VKM",DC20,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,seasonal (snow-free) acquisitions; cumulative 187-day product available only after the season ends,InSAR at VKM is seasonal (May-October); winter gaps due to snow decorrelation implied by the S1 window,
EV-VN-S023-0078,VKM-SRC-023,p26 [rendered p.26; §2.1 + §1.3],InSAR scenes / surface geodetic campaigns (seasonality),DC20,keyword rule on data_class,INTERPOLATION,VKM_REGIONAL,MEDIUM,winter (Nov-Apr) observation gaps expected for C/X-band InSAR,inference combining climate statement and InSAR acquisition window; not stated as such by the author,
EV-VN-S023-0196,VKM-SRC-023,p37 [rendered p.37; Рис. 10-11],"mining-system design drawings (panel layout, sections, shaft sections)",DC12,keyword rule on data_class,FACT,SKRU2,MEDIUM,"design drawings describe planned typical geometry, available before mining; as-built geometry comes only from mine-survey plans (not these figures)",design ≠ as-built; typical panel ≠ actual panel,
EV-VN-S023-0205,VKM-SRC-023,"p40 [Рис.12 (image14.png), rendered p.40]","backfill record (actual backfill polygons per seam: VS, АБ, Вк, Кр2)",DC16,explicit (cited in DC row),FACT,SKRU1,HIGH,enterprise-internal MapInfo layers; snapshot 01.10.2022,single cut-off date; later backfill not included,"Backfill layers are dated snapshot 01.10.2022; subsidence file named 2022 — the database is a static 2022 state, no time series."
EV-VN-S023-0206,VKM-SRC-023,"p40 [Рис.12 (image14.png), rendered p.40]","mine-survey GIS of workings (extraction polygons per seam: otrpol_ab, otrpol_kr2, otrpol_ks, otrpol_vk, otrpol_vs; zone_pol; geological anomalies AZOLIN_KR2 lines, AZOPOL_KR2 polygons) + Excel 'Параметры_шахтного_поля_СКРУ1_на_...' + subsidence 'ОСЕДАНИЯ_2022_СКРУ1'",DC14,explicit (cited in DC row),FACT,SKRU1,HIGH,enterprise-internal; local CS without public transformation keys,file name of Excel truncated ('..._на_...') — probably 'на <date>'; date not visible,"Seam layer codes: ab=АБ, kr2=КрII, ks=? (possibly КС/carnallite seam?), vk=Вк (В carnallite?), vs=ВС? (В sylvinite?) — decoding not given in source (UNKNOWN)."
EV-VN-S023-0300,VKM-SRC-023,"p47 [§3.1.4, rendered p.47]","enterprise GIS workstation layers (АРМ «Уралкалий», data classifier) + digitized published maps",DC14,manual override (reviewed),FACT,SKRU1,HIGH,published maps: public (as figures); enterprise layers: internal,digitizing published raster maps adds georeferencing error,
EV-VN-S023-0302,VKM-SRC-023,"p48 [§3.1.4 + Рис.24в, rendered p.48]",seismic monitoring product (max density of released seismic energy Es forecast map),DC06,explicit (cited in DC row),FACT,SKRU1,HIGH,public in article figure,map 'на 2023 г.',"ИСПРАВЛЕНИЯ 26.09.2026 (review_fixes): класс данных — прогнозная карта Es_max «на 2023 год» из [33] (Злобина–Шулаков 2023; EXTWEB-SKRU1_SPECIFIC-001) — модельный продукт (DERIVATION), не наблюдение; статус FACT этой записи относится к сведениям о жизненном цикле продукта; см. MON-0365, CMP-026, DC06"
EV-VN-S023-0330,VKM-SRC-023,"p53 [Табл.1.1 rows 23-26 (citations), rendered pp.52-53]","published hazard/geophysical fields (kо, kз.Т 2011; Es 2023; fault DB 2024)",DC06,keyword rule on data_class,FACT,SKRU1,MEDIUM,public journal figures,kо/kз.Т from 2011 method paper applied to 2022 subsidence — temporal mismatch,
EV-VN-S023-0377,VKM-SRC-023,"p68 [§3.3.3, rendered p.68]",ANN hazard-class prediction (model output),DC28,explicit (cited in DC row),FACT,SKRU1,HIGH,thesis,static cross-sectional classification: features (mining/backfill history) vs cumulative subsidence at one epoch; no temporal forecast — 'прогноз' here means spatial out-of-domain classification,
EV-VN-S023-0416,VKM-SRC-023,p79 [rendered p.79; §4.1.2; Рис. 41б; Табл. 4.1 F6 '4_KSO'],mine-zone mining start date (exel_Date_otab_start) in enterprise Excel/MapInfo attribute table,DC14,explicit (cited in DC row),FACT,SKRU1,HIGH,"available as a per-zone attribute in the enterprise dataset given to the student; only start date used, end date/duration not used",Mining 'rate' is represented only by a normalized start date — no time series of extraction.,Key for 3D+time world: per-zone start dates exist in the source dataset; the thesis does not print them in this chunk.
EV-VN-S023-0420,VKM-SRC-023,"p82 [rendered p.82; Табл. 4.1 F8, F9]",surface relief (DEM / contour lines),DC08,explicit (cited in DC row),FACT,SKRU1,HIGH,Uralkali relief layer handed to student in the enterprise data classifier; SRTM public,Height datum/CRS of 'Высоты линии СКРУ-1__polyline' not stated; mixing enterprise contours and SRTM on one grid requires a CRS/datum check.,Relief of a subsiding mine field: contours may already contain mining-induced subsidence depending on their survey epoch.
EV-VN-S023-0474,VKM-SRC-023,p105 [rendered p.105; §4.3; Рис. 58 (media/image65.jpeg)],"proposed adaptive monitoring cycle (InSAR PS/SBAS, GNSS, levelling, mining data/block boundaries)",DC21,keyword rule on data_class,MODEL_CHOICE,SKRU1,HIGH,after QC/calibration; decision thresholds норма/предупреждение/опасно; accumulated time series used to regularly retrain the NN and update forecast maps,No latencies quantified; the forecasting model is to be retrained on accumulating monitoring data (adaptive loop).,Design proposal; useful as a template for the observation/assimilation layer of a 3D+time world.
EV-VN-S023-0480,VKM-SRC-023,"p109 [rendered p.109; Заключение, para 2]","thesis GIS database of SKRU-1 (enterprise vector/raster, instrumental observation results, attributes) + 'долговременные данные мониторинга'",DC29,manual override (reviewed),FACT,SKRU1,MEDIUM,derived database built by student from data handed over by the enterprise; raw data not in thesis,No acquisition dates for the monitoring data are given in this chunk.,
EV-VN-S024-0003,VKM-SRC-024,"p2 [Задание, п.3; p.3 дата выдачи задания]",student thesis (VKR) based on practice reports,DC30,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,only as an unpublished thesis; values are derived from practice reports and are secondary,Task issued 01.06.2025; task sheet dated 12.01.2026; thesis Moscow 2026,
EV-VN-S024-0059,VKM-SRC-024,p25 [§5.1.2-5.1.3],surface geodetic/mine-surveying control network (coordinates and heights of control points),DC31,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,internal to mine surveying department; not public,"Height datum of the base station (ПДГБС, 2012-2013) was precisely tied to BSV-77 only in 2018 — i.e. several years of network operation before a class III height tie",
EV-VN-S024-0071,VKM-SRC-024,p28 [§5.2.1 (pp.28-29)],gyro-azimuth orientation of underground network,DC31,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,internal mine survey records,field journals -> specialized gyro-azimuth journal -> office processing; points then certified for construction and setting-out,
EV-VN-S024-0074,VKM-SRC-024,p29 [§5.2.2],underground survey control network (МПОС) — coordinates of points,DC31,keyword rule on data_class,ANALOGUE,OTHER_POTASH_SITE,HIGH,network geometry exists only where workings exist; grows with mining,network extent lags development of workings,
EV-VN-S024-0085,VKM-SRC-024,p32 [§5.2.4 (pp.32-33)],underground control/survey network measurements,DC31,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,internal: schemes of linear-angular measurements; accuracy reports; point accuracy sheets; catalogue of coordinates and heights; as-built mine plan with network,,
EV-VN-S024-0090,VKM-SRC-024,p35 [§5.3.2],mine survey of workings (as-built geometry of development and stope workings),DC14,explicit (cited in DC row),ANALOGUE,OTHER_POTASH_SITE,HIGH,as-built workings geometry available with ~monthly latency and spatial lag <= 60 м behind face,monthly periodicity; spatial lag up to 60 м (and 50-100 м lag for traverse points),
EV-VN-S024-0094,VKM-SRC-024,p37 [§5.3.2],"survey of workings (angles, distances, offsets) -> as-built plans",DC14,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,via as-built mine plans; field journals are legal primary documents,,
EV-VN-S024-0097,VKM-SRC-024,p40 [§5.4.2],"acceptance measurements of completed workings (actual length, width, height; volumes)",DC14,explicit (cited in DC row),ANALOGUE,OTHER_POTASH_SITE,HIGH,"actual (not design) geometry of workings, monthly","monthly or decadal; volumes computed only from direct measurements, not design data",Relevant principle for WorldSpec: as-built geometry differs from design and is recorded monthly.
EV-VN-S024-0104,VKM-SRC-024,p43 [§5.5.3-5.5.4 (pp.43-44)],normative losses/dilution per block; annual mine development plan,DC13,explicit (cited in DC row),ANALOGUE,OTHER_POTASH_SITE,HIGH,"planned block geometry and losses known ~1 year ahead (plan, not as-built)",plan precedes execution by up to 1 year; operational accounting per block compares norms with actual production data from survey and production-technical services,
EV-VN-S024-0111,VKM-SRC-024,p48 [§5.8],"mining graphic documentation (profiles albums, drawings 1:500/1:2000, shaft sections 1:200/1:500, plans and sections of mining allotment 1:10000, topographic sheets 1:5000/1:10000, utilities plans 1:500/1:1000, control network schemes, primary production book)",DC14,explicit (cited in DC row),ANALOGUE,OTHER_POTASH_SITE,HIGH,monthly (electronic) or quarterly (paper) snapshots of mine geometry,"electronic monthly, paper quarterly; third-party contractors must follow GOK formats; inventory book",
EV-VN-S024-0115,VKM-SRC-024,"p49 [§6.1.1, ref [12]]",observation station measurements (surface or underground),DC22,keyword rule on data_class,FACT,GENERAL_METHOD,HIGH,depends on approved project of observation station,normative framework: station project must be agreed with state mining supervision before observations,
EV-VN-S024-0136,VKM-SRC-024,"p12 [refs [7], [10] and bibliography pp.87-88]","design documentation of the mine (technical project, geological structure of mine field)",DC12,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,"internal design documents, not public; thesis relays extracts","mining geometry in the thesis is design (2015-2019 project documents), not as-built",
EV-VN-S024-0146,VKM-SRC-024,p55 [§6.2.1],underground observation station (ПНС) cyclic measurements,DC22,explicit (cited in DC row),FACT,GENERAL_METHOD,HIGH,internal mine survey department data,"Station elements are installed as workings are driven, so initial (zero) readings are taken after some deformation has already occurred near the face — not stated in text, implication",
EV-VN-S024-0160,VKM-SRC-024,p61 [§6.2.3],deformation-mark convergence series,DC22,explicit (cited in DC row),FACT,GENERAL_METHOD,HIGH,,Zero-reading epoch differs by section (time-since-excavation varies along working) — relevant for interpreting convergence time series.,
EV-VN-S024-0171,VKM-SRC-024,p65 [§6.2.4 pp.65-66],underground station cycles (contour marks and deep benchmarks),DC22,explicit (cited in DC row),FACT,GENERAL_METHOD,HIGH,internal,sampling interval up to 3 months limits temporal resolution of convergence series,
EV-VN-S024-0187,VKM-SRC-024,p72 [§6.3.1 pp.72-73],underground observation station cycle processing,DC22,explicit (cited in DC row),FACT,GENERAL_METHOD,HIGH,after processing of each cycle (internal),,
EV-VN-S024-0201,VKM-SRC-024,p77 [§6.3.2 p.77],annual/cycle technical report of surveying deformation monitoring,DC22,explicit (cited in DC row),FACT,GENERAL_METHOD,HIGH,"may be requested by supervisory and design organisations (for protection norms, recommendations near hazardous zones), research",availability outside enterprise only on request,
EV-VN-S024-0203,VKM-SRC-024,p78 [§6.3.3 p.78],design documentation of future workings (for ПНС layout),DC12,manual override (reviewed),FACT,OTHER_POTASH_SITE,HIGH,final benchmark counts to be determined later,station design depends on availability of approved working documentation,
EV-VN-S024-0217,VKM-SRC-024,p81 [§6.4 pp.80-82],underground observation station cycles (ГСЗГШ),DC22,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,internal mine data; published in student thesis ~4 months after cycle 13,Only cumulative values at cycle 13 are published; per-cycle time series not in chunk,
EV-VN-S024-0231,VKM-SRC-024,p82 [p.82],ГСЗГШ computed deformation parameters,DC22,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,,,
EV-VN-S024-0248,VKM-SRC-024,p87 [pp.87-88],thesis bibliography / normative documents,DC11,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,,"Design documents of Gremyachinsk (2015–2020) are proprietary project documentation (ТОМС-проект, Еврохим-проект, Галургия)",
EV-VN-S024-0322,VKM-SRC-024,p101 [Прил.1 §1.6 pp.101-103],lab physical-mechanical tests of core (geotechnical borehole),DC03,keyword rule on data_class,FACT,OTHER_POTASH_SITE,HIGH,design stage,Further detailed study of immediate roof planned for later exploration stages,
EV-VN-S024-0324,VKM-SRC-024,p104 [Прил.1 §1.7 p.104],"hydrogeological exploration data (pumping tests, hydro-logging, ГДК-ОПК, swabbing, regime observations)",DC10,manual override (reviewed),FACT,OTHER_POTASH_SITE,HIGH,pre-mining design stage,,
EV-VN-S024-0348,VKM-SRC-024,p109 [Прил.1 §1.8 (pp.108-109)],state reserve estimate / exploration geological data (ГКЗ approval),DC01,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,"after ГКЗ approval; reserves B+C1 1254674 тыс.т (KCl 39,52%), C2 359094 тыс.т (KCl 40,71%)",≈1 year between end of stage-2 drilling (2009) and approval (Nov 2010); design documentation for the whole license area started only after approval,Pattern for lifecycle of exploration data: drill → generalize → state approval → design documentation.
EV-VN-S024-0360,VKM-SRC-024,p113 [Прил.1 §2.1],annual mining plan (план развития горных работ) and its supplements,DC13,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,"plan volumes are forecasts, not actual extraction; actual extraction becomes known only from survey (monthly, see c1)","plan revised in response to mining-geological conditions, market demand, equipment downtime",Architecture: planned vs executed mining must be separate information classes.
EV-VN-S024-0418,VKM-SRC-024,p120 [Рис. Пр.10 [13]; §2.2.6 [10]],mine calendar plan (planned panel sequence and periods),DC13,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,"available at design stage, decades before mining; must be replaced by as-mined survey data when available",Plans from different years disagree (2068 vs 2085) — plan vintage matters,Architecture: 'planned mining schedule' is a forecast input distinct from 'as-mined' chronology.
EV-VN-S024-0442,VKM-SRC-024,p135 [Прил.1 §3.2 (pp.135-136)],underground survey / observation-point measurements,DC22,explicit (cited in DC row),FACT,GENERAL_METHOD,HIGH,measurement windows constrained by production operations,safety rules restrict where points can be placed and when surveys can be run → spatial/temporal gaps in underground observations,Architecture: observation schedule is conditioned by production operations.
EV-VN-S024-0451,VKM-SRC-024,p150 [Прил.1 §4.2],"mine survey measurements (total station, levelling, GNSS, laser scanning)",DC14,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,"digital files in proprietary formats (LGO projects, Credo DAT, DWG, MapInfo TAB) held by the mine surveying department",,Relevant for data-format expectations (MapInfo is also used at VKM).
EV-VN-S024-0454,VKM-SRC-024,p152 [Прил.1 §4.5 Персонал; Табл. Пр.5–Пр.7 (pp.152-153)],"mine surveying products (working geometry monitoring, maps, face direction control)",DC14,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,internal to mine surveying department,"staff (Табл. Пр.5): главный маркшейдер-начальник отдела 1, главный маркшейдер рудника 1, участковый маркшейдер 7, горнорабочий на маркшейдерских работах 3 (12 persons); annual cost of surveying 29 926 200 руб. (Табл. Пр.7 [13])","Staffing constrains observation frequency/coverage. Salary/tax tables Пр.5, Пр.6 and cost summary Пр.7 are economic, read but not further recorded."
EV-VN-S024-0463,VKM-SRC-024,p154 [Прил.1 §6 (Табл. Пр.8–Пр.11) with §6.4 main text],underground observation station (ПНС) deformation results,DC22,explicit (cited in DC row),FACT,OTHER_POTASH_SITE,HIGH,only cumulative end-state values published; per-cycle series and epochs not published,"two renderings of the same dataset (charts in main text, tables in appendix) disagree for 14.1; tables truncated",
EV-VN-S025-0015,VKM-SRC-025,p6 [Введение],"lab test (salt-rock mechanical properties, VKM)",DC03,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,property summaries public from 2008; raw test data in ГИ УрО РАН reports funded by Уралкалий/Сильвинит (not public),years-to-decades between testing and consolidated publication,"RFBR grants: 04-05-9603-р2004урал_а; 07-05-096019; 06-05-64204_а; 07-01-91100АФГИРа; 07-05-97610-р_офи (OCR, grant numbers not visually re-checked digit by digit)."
EV-VN-S025-0150,VKM-SRC-025,p21 [§1.3],exploration borehole log / geological observations of undermined massif,DC01,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,low spatial density of direct geological observations -> limited representativeness of lab tests; direct study of ВЗТ deformation mostly impossible,,Key structural limitation for 3D world: borehole network is sparse by design (each borehole is a flooding risk).
EV-VN-S025-0177,VKM-SRC-025,p30 [§2.3],lab test compilations (salt rocks),DC03,keyword rule on data_class,FACT,GENERAL_METHOD,MEDIUM,published monographs/handbooks,property literature is decades old; mixes deposits and methods,
EV-VN-S025-0202,VKM-SRC-025,p33 [§2.4],core from underground (mine) boreholes for mechanical tests,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,MEDIUM,only to mine/institute; timing relative to mining of the tested block: before stoping (operational exploration),,
EV-VN-S025-0213,VKM-SRC-025,p20 [§1.3],"accident records (inflow rates, brine chemistry), surface subsidence, sinkhole dimensions",DC10,explicit (cited in DC row),FACT,OTHER_VKM_SITE,MEDIUM,summary published ~1-2 years after event,exact breach location unknowable (goaf inaccessible),
EV-VN-S025-0215,VKM-SRC-025,p34 [§2.4],underground exploration borehole core + lithological column (эксплуатационная разведка),DC02,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,available before extraction of the panel/block concerned; grid 400x400 m,exploration precedes mining; lab strength results follow sampling,"Generic procedure for VKM mines per normative [51] (cited p.33); grid 400x400 m is a design/normative spacing, not a SKRU-1 inventory."
EV-VN-S025-0217,VKM-SRC-025,p34 [§2.4],underground borehole lithological column (log),DC02,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,"contains layer thicknesses, ELEVATIONS of layer boundaries, sampling intervals, borehole COORDINATES, core recovery -> potentially usable for 3D seam geometry if the archive can be accessed",,Key for 3D WorldSpec: underground boreholes on 400x400 m grid with coordinates and elevations exist by procedure; the actual logs are not in this book.
EV-VN-S025-0232,VKM-SRC-025,p39 [§2.5],lab density and moisture of salt-rock samples,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,density/moisture per sample exist by procedure; values not given here,,
EV-VN-S025-0289,VKM-SRC-025,p56 [§2.10],lab mechanical tests of salt rocks from underground exploration borehole core,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,aggregated means/SD/min/max by lithology; individual borehole-level values and locations not published here,,"250 underground exploration boreholes, >5000 samples, same conditions/equipment/methods -> homogeneous dataset. Borehole IDs/locations not given (no individual borehole records possible)."
EV-VN-S025-0324,VKM-SRC-025,"p63 [§2.10 p.63, Рис. 2.19]",database 'Физико-механические свойства соляных пород ВКМКС' (lab test results),DC03,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,by user query from client workstations (search/sort); sampling locations selected graphically on a map; seam/layer/rock type by query,per-sample test protocol generated,"System blocks: measurement & recording; numeric processing and standard indices; test protocols; statistics and report forms; storage; sample selection; correlation dependences; graphics. Per-sample protocol: sampling location data, composition and size of specimens, photos of specimens & thin secti"
EV-VN-S025-0331,VKM-SRC-025,"p64 [p.63-64, Рис. 2.19]",per-sample lab test protocol (протокол испытаний соляных пород),DC03,explicit (cited in DC row),FACT,VKM_REGIONAL,HIGH,"contains deposit, borehole no., zone, seam/layer, rock, borehole type, X/Y/Z, depth, geological column (depth, abs. base elevation, thickness, lithology), photo, loading diagram, strength passport, individual and mean values",,
EV-VN-S025-0332,VKM-SRC-025,p65 [p.65],GIS-integrated geomechanical information (lab DB + geology + mining + surface movement),DC09,manual override (reviewed),FACT,VKM_REGIONAL,HIGH,"data layers named: seam bedding conditions (thickness, depth, composition), refined data on anomalous-structure zones of the salt stratum, geological sections by exploration boreholes, plans of mining and BACKFILL development, SURFACE MOVEMENT graphs (графики сдвижения земной поверхности), urban development plans",,"Confirms existence (by 2008) of georeferenced data classes needed for the 3D+time world: mining & backfill development plans and surface-movement graphs, alongside lab data."
EV-VN-S025-0484,VKM-SRC-025,p88 [§3.5; footnote],lab triaxial test of salt rock,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,via publication 2008; raw curves not available,sampling mine and date unknown,
EV-VN-S025-0520,VKM-SRC-025,p98 [§4.1 lab gamma densitometry],lab gamma-transmission densitometry of salt specimens,DC03,keyword rule on data_class,FACT,VKM_REGIONAL,HIGH,only published regression and figures,no raw data,
EV-VN-S025-0547,VKM-SRC-025,p102 [§4.1 pp.96-104],"lab non-destructive specimen state measurements (gamma transmission, ultrasonic Vp, kerosene-saturation voidness)",DC03,manual override (reviewed),FACT,VKM_REGIONAL,MEDIUM,only as published regressions; raw data not available,,
EV-VN-S025-0584,VKM-SRC-025,p105 [§4.2 p.105],underground monolith sampling for lab mechanics (structure study),DC03,keyword rule on data_class,FACT,SKRU3,MEDIUM,published aggregated means only,"sampling from mined-out/developed blocks — requires underground access, i.e. after development of panel",
EV-VN-S025-0680,VKM-SRC-025,p122 [§4.5 p.122],lab brine-soak mechanical tests (event-driven research),DC03,keyword rule on data_class,DERIVATION,BKPRU1,MEDIUM,published summary table only,research triggered by accident; results available ~1-2 years after event,
EV-VN-S025-0684,VKM-SRC-025,p125 [§4.6 pp.125-126],"exploration borehole database (detailed + operational exploration): core description, chemical assay of core, lab physical-mechanical tests (UCS), seam roof elevation and thickness",DC03,keyword rule on data_class,FACT,SOLIKAMSK_GROUP,HIGH,raw borehole data held by ОАО «Сильвинит» / geological service; only aggregates published,operational exploration boreholes drilled ahead of the mining front (400x400 m grid per §2.4),"область: SKRU1_SKRU2 → SOLIKAMSK_GROUP (D-17; выборка разведочных скважин рудников «Сильвинит» (СКРУ-1, СКРУ-2, СКРУ-3))"
