model_id,name_ru,physical_meaning_ru,math_class,equation_plain,equation_latex,variables,assumptions,scale,site_applicability,source_ids,locator,origin,cited_primary,known_variants,conflicting_forms,legibility,intended_role,future_execution,status,confidence,vn_ids,record_kinds,n_records,extraction_methods,group,notes
MM-STAT-003,Каппа Коэна (точность классификации за вычетом случайного совпадения),κ = (Po − Pe)/(1 − Pe).,STATISTICAL,Каппа = (Po – Pe) / (1 – Pe),\kappa = \frac{P_o - P_e}{1 - P_e},Po:observed agreement ('наблюдаемая величина')[-]; Pe:chance agreement ('случайные совпадения')[-],,NOT_APPLICABLE,GENERAL_METHOD,VKM-SRC-006,"VKM-SRC-006 p.36 (печ. 36) [§3.2, с. 36]",CITED_IN_SOURCE,Cohen (не указан в источнике),,,CLEAR,"CONTEXT_ONLY (возможна метрика для классификации зон, не в текущей фазе)",CONTEXT_ONLY,FACT,HIGH,EV-VN-S006-0085,formula,1,OCR_VISUALLY_CONFIRMED,Statistics: classification,
MM-STAT-004,Марковская цепь первого порядка (переходы состояний ландшафта),Конечное множество состояний; вероятность перехода зависит только от текущего состояния; прогноз = площади × матрица переходов.,STOCHASTIC,finite state set; P(transition i->j) depends only on current state i; forecast = current areas × transition-probability matrix (Табл. 3.4–3.6),"P(S_{t+1}=j\mid S_t=i, S_{t-1},...)=P(S_{t+1}=j\mid S_t=i)=p_{ij}",p_ij:probability of transition from class i to class j over one survey interval (10 years in example)[-],Стационарные вероятности переходов; интервал 5–10 лет.,NOT_APPLICABLE,NON_VKM (дефляция песков),VKM-SRC-006,"VKM-SRC-006 p.38 (печ. 38) [§3.3, с. 38-39]",CITED_IN_SOURCE,Виноградов 1998,,,CLEAR (формализация словесного утверждения),CONTEXT_ONLY (потенциальный аналог режимных переходов; прогноз запрещён в текущей фазе),CONTEXT_ONLY,FACT,HIGH,EV-VN-S006-0091,formula,1,TEXT_LAYER,Statistics: stochastic,"LaTeX — стандартная формализация, в источнике формулы нет."
MM-STAT-005,СКО среднего из n независимых определений: σ_ср = σ/√n,Точность среднего растёт как √n; применяется к числу сцен InSAR и к повторным геодезическим измерениям.,STATISTICAL,"σ_ср = σ/√n  (VKM-SRC-001 ф.(9): 0,9 см = σ/√17, σ = 3,7 см)","0{,}9\ \text{см} = \frac{\sigma}{\sqrt{17}}","σ:отклонение (единичного определения) от среднеарифметического, 3,7 см[см]; 17:количество исходных сцен[шт]",Независимые равноточные определения.,NOT_APPLICABLE,GENERAL_METHOD,VKM-SRC-001,VKM-SRC-001 p.17 [формула (9)],TEXTBOOK_STANDARD,теория ошибок измерений (учебная норма),применения в оценках точности нивелирования — см. группу Geodesy accuracy,,CLEAR,"Модель ошибки наблюдений (InSAR, нивелирование)",OBSERVATION_OPERATOR,FACT,HIGH,EV-VN-S001-0060,formula,1,VISUAL_READ,Statistics: accuracy,"В VKM-SRC-001 — применение с данными автора (X, C, L диапазоны)."
MM-STAT-006,Коэффициент согласованности геологических полей (В.Ф. Мягков): корреляция Пирсона значений в сопряжённых точках,"r = +1 — согласное строение полей, r = −1 — зеркальное (дискордантное), r = 0 — несоответствие.",STATISTICAL,"consistency of two geological fields = Pearson correlation coefficient r between parameter values read at the same (conjugate) horizontal coordinates; r=+1 concordant, r=-1 discordant (mirror), r=0 no correspondence","r = \mathrm{corr}(f_1(x,y), f_2(x,y))",r:correlation coefficient between two geological fields at conjugate coordinates[-],Сглаженные региональные поля; словесное определение.,NOT_APPLICABLE,VKM_REGIONAL,VKM-SRC-011,VKM-SRC-011 p.56 (печ. 110-111) [стр. 110],CITED_IN_SOURCE,Мягков В.Ф. [198] в VKM-SRC-011,MM-STAT-007,,CLEAR (словесно; LaTeX — формализация),Анализ согласованности поверхностей горизонтов (проверка геометрии 3D-модели),CONTEXT_ONLY,FACT,HIGH,EV-VN-S011-1069,formula,1,TEXT_LAYER,Statistics: geological fields,
MM-STAT-007,Морфометрические критерии формы тела (Мягков): связи мощности и отметок кровли/подошвы для линзы и пластообразного тела,"Линза, заполняющая отрицательную структуру: h_п ≠ f(h_к), m ≠ f(h_к), m = f(h_п); пластообразное негоризонтальное тело: h_п = f(h_к), m ≠ f(h_к), m ≠ f(h_п).",STATISTICAL,"lens filling a negative structure: hп ≠ f(hк), m ≠ f(hк), m = f(hп); non-horizontal bed-like body: hп = f(hк), m ≠ f(hк), m ≠ f(hп)","h_p \neq f(h_k),\ m \neq f(h_k),\ m = f(h_p)\ \text{(lens)};\quad h_p = f(h_k),\ m \neq f(h_k),\ m \neq f(h_p)\ \text{(bed)}",m:thickness of the body[м]; hк:absolute elevation of top (кровля)[м]; hп:absolute elevation of base (подошва)[м],"Проверяется коэффициентами корреляции только по скважинам, вскрывшим обе границы.",NOT_APPLICABLE,VKM_REGIONAL,VKM-SRC-011,VKM-SRC-011 p.66 (печ. 130-131) [стр. 131],CITED_IN_SOURCE,Мягков [196] в VKM-SRC-011,MM-STAT-006,,CLEAR,Выбор способа построения поверхностей (кровля/подошва/мощность) в 3D-геологии,CONTEXT_ONLY,FACT,HIGH,EV-VN-S011-1396,formula,1,TEXT_LAYER,Statistics: geological fields,
MM-STAT-008,Проверка значимости первой точки нормированной автокорреляционной функции (шаг 80 м) по t-критерию,"Латеральная изменчивость свойства случайна, если ρx(1) незначимо отличается от нуля (t_расч < t_табл).",STATISTICAL,"test H0: ρx(1) = 0 via t_calc vs t_table (Kazhdan et al., 1979)","\rho_x(1),\; t_{calc} < t_{table}","ρx(1):first point (lag 1 = 80 m) of normalized autocorrelation function of the sample sequence[-]; t_calc, t_table:calculated and tabulated Student statistics[-]",Явные формулы ρ и t не напечатаны.,NOT_APPLICABLE,BKPRU4 (слой 10; тяжёлые металлы),VKM-SRC-011,VKM-SRC-011 p.82 (печ. 162-163) [с.162-163 (статистика латеральной изменчивости)],CITED_IN_SOURCE,Каждан и др. 1979,,,PARTIAL,Методический пример проверки пространственной случайности полей свойств (для будущей геостатистики — локальная фаза),CONTEXT_ONLY,FACT,MEDIUM,EV-VN-S011-1567,formula,1,OCR_VISUALLY_CONFIRMED,Statistics: geological fields,
MM-STAT-009,"Дискретный математический анализ (ДМА): меры активности полей, близость к разломам (среднее Колмогорова), регулярная сетка, мера геодинамической безопасности S_F = 1 − μ_F и пороги 0,25/0,75",Нечёткое районирование геодинамической неустойчивости по аномалиям полей на регулярной 2D-сетке.,STATISTICAL,"μL(w) = L(w)/(L(w) + L̄) (2.1); ϼ(п,P) = 0 при п ∈ P, иначе M_q = (Σϼ(п,P_k)^q/N)^(1/q), q < 0 (2.2); μϼ = ϼ/(ϼ + ϼ̄) (2.3); F = {f₁…f_m} (2.4); W — регулярная сетка (2.5); S_F = 1 − μ_F (2.6); S_F ≤ 0,25 / ≥ 0,75 — устойчивость/неустойчивость, (0,25; 0,75) — неопределённость",,"[""relief measures L1, L2, |∇Re|"", ""fault density ϼ(w)"", ""proximity to faults ϼ(п,P)"", ""other geological-geophysical fields F""]",Интегральная мера — среднее арифметическое мер активности; без калибровки.,NOT_APPLICABLE,GENERAL_METHOD (метод); применено автором ВКР к данным СКРУ-1 (рис. 35–36) — иллюстрация,VKM-SRC-023,"VKM-SRC-023 p.55 (печ. 55) [§3.2.2, rendered pp.55-57]; VKM-SRC-023 p.55 (печ. 55) [§3.2.2 формула (2.1) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.55 (печ. 55) [§3.2.2 формула (2.2) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.55 (печ. 55) [§3.2.2 формула (2.3) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.56 (печ. 56) [§3.2.2 формула (2.4) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.56 (печ. 56) [§3.2.2 формула (2.5) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.57 (печ. 57) [§3.2.2 формула (2.6) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.57 (печ. 57) [§3.2.2 (all.md), rendered p.57]",CITED_IN_SOURCE,"[37], [38] в VKM-SRC-023 (школа Гвишиани–Агаяна)",MM-GEOL-002 (зона влияния разломов),"направление порогов (какой из ≤0,25/≥0,75 — устойчивость) в тексте не определено",PARTIAL,CONTEXT_ONLY (страта геодинамической опасности; не физика),CONTEXT_ONLY,MODEL_CHOICE,MEDIUM,EV-VN-S023-0331;EV-VN-S023-0332;EV-VN-S023-0333;EV-VN-S023-0334;EV-VN-S023-0335;EV-VN-S023-0336;EV-VN-S023-0337;EV-VN-S023-0342,engineering_rule;formula;subsidence_method,8,DOCX_TEXT,Statistics: zoning,"VKM-SRC-023 — студенческая ВКР (вторичное свидетельство, не первичная полевая истина). "
MM-STAT-010,"Парная корреляция Пирсона, нижний порог значимости r₀ = t/√(t² + n − 2) и ширина интервалов силы связи (1 − r₀)/3",Отбор признаков по корреляции.,STATISTICAL,r = Σ(x_i − x̄)(y_i − ȳ)/√(Σ(x_i − x̄)²·Σ(y_i − ȳ)²) (3.1); r₀ = t/√(t² + n − 2) (3.2); r_int = (1 − r₀)/3 (3.3),r=\frac{\sum (x_i-\bar x)(y_i-\bar y)}{\sqrt{\sum (x_i-\bar x)^2\sum (y_i-\bar y)^2}},"x_i, y_i:values of two indicators[-]",n = 1613.,NOT_APPLICABLE,GENERAL_METHOD,VKM-SRC-023,VKM-SRC-023 p.61 (печ. 61) [§3.2.3 формула (3.1) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.61 (печ. 61) [§3.2.3 формула (3.2) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.61 (печ. 61) [§3.2.3 формула (3.3) (all.md; blank in rendered PDF)],TEXTBOOK_STANDARD,математическая статистика,MM-STAT-006,,PARTIAL,CONTEXT_ONLY,CONTEXT_ONLY,MODEL_CHOICE,HIGH,EV-VN-S023-0347;EV-VN-S023-0348;EV-VN-S023-0349,formula,3,DOCX_TEXT,Statistics: correlation,"VKM-SRC-023 — студенческая ВКР (вторичное свидетельство, не первичная полевая истина). "
MM-STAT-011,"Метрики бинарной классификации: Accuracy, Precision, Recall, Specificity, FPR, F_β, F1",Качество классификации опасности.,STATISTICAL,"Accuracy = (TP + FN)/(TP + FP + FN + TN) (3.4, как напечатано); Precision = TP/(TP + FP); Recall = TP/(TP + FN); Specificity = TN/(FP + TN); FPR = FP/(FP + TN); F_β = (1 + β²)PR/(β²P + R); F1 = 2PR/(P + R) (3.5–3.10)",Accuracy=\frac{TP+FN}{TP+FP+FN+TN},"TP,TN,FP,FN:confusion-matrix counts[count]",,NOT_APPLICABLE,GENERAL_METHOD,VKM-SRC-023,VKM-SRC-023 p.66 (печ. 66) [§3.3.2 формула (3.4) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.67 (печ. 67) [§3.3.2 формула (3.5) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.67 (печ. 67) [§3.3.2 формула (3.6) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.67 (печ. 67) [§3.3.2 формула (3.7) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.67 (печ. 67) [§3.3.2 формула (3.8) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.67 (печ. 67) [§3.3.2 формула (3.9) (all.md; blank in rendered PDF)]; VKM-SRC-023 p.67 (печ. 67) [§3.3.2 формула (3.10) (all.md; blank in rendered PDF)],TEXTBOOK_STANDARD,стандартные метрики,MM-STAT-003 (каппа),Accuracy напечатана с TP + FN в числителе (стандарт: TP + TN) — ошибка источника,PARTIAL,CONTEXT_ONLY (метрики классификации — для будущих фаз),CONTEXT_ONLY,MODEL_CHOICE,HIGH,EV-VN-S023-0363;EV-VN-S023-0364;EV-VN-S023-0365;EV-VN-S023-0366;EV-VN-S023-0367;EV-VN-S023-0368;EV-VN-S023-0369,formula,7,DOCX_TEXT,Statistics: classification metrics,"VKM-SRC-023 — студенческая ВКР (вторичное свидетельство, не первичная полевая истина). "
MM-STAT-012,"Точечные метрики регрессии ВКР (MAE, MAPE, WAPE, SMAPE с ε, MSE, RMSE, R², скорректированный R²)",Определения метрик базовой линии ВКР — нужны для корректного сравнения в будущем (не для текущей фазы).,STATISTICAL,"MAE = mean|y-ŷ|; MAPE = sklearn MAPE*100; WAPE = sum|y-ŷ|/sum|y|*100; SMAPE = mean(2|ŷ-y|/(|ŷ|+|y|+1e-10))*100; RMSE = sqrt(MSE); R² = r2_score; adj R² = 1-((1-R²)(n-1))/(n-k-1), n = number of test cells, k = number of features",WAPE=\frac{\sum|y-\hat y|}{\sum|y|}\cdot100;\ SMAPE=\frac{100}{n}\sum\frac{2|\hat y-y|}{|\hat y|+|y|+10^{-10}};\ R^2_{adj}=1-\frac{(1-R^2)(n-1)}{n-k-1},y:observed subsidence at test cell[mm]; ŷ:predicted subsidence[mm]; n:number of test samples[-]; k:number of features[-],Точечные метрики; интервальных нет; MAPE на околонулевых оседаниях неустойчива.,NOT_APPLICABLE,"GENERAL_METHOD (метод); применение в ВКР к данным СКРУ-1 — иллюстрация, не валидированная модель SKRU-1",VKM-SRC-023,VKM-SRC-023 p.92 (печ. 92) [rendered p.92; §4.2 п.6 Метрики качества (code)],ORIGINAL_SOURCE,scikit-learn [40],,,CLEAR,CONTEXT_ONLY (бенчмарк запрещён в текущей фазе),CONTEXT_ONLY,MODEL_CHOICE,HIGH,EV-VN-S023-0438,formula,1,DOCX_TEXT,Statistics: regression metrics,"VKM-SRC-023 — студенческая ВКР (вторичное свидетельство, не первичная полевая истина). "
MM-STAT-013,"Статистика лабораторных испытаний: среднее, СКО (n−1), коэффициент вариации, доверительный интервал Δx = σ·t(α,n)/√n (α = 0,95); n ≥ 6 образцов при надёжности 0,8 и погрешности ≤ 20 %",Стандартная обработка результатов испытаний (показатели табл. 2.2).,STATISTICAL,"x_mean = (1/n)*sum x_i; sigma = sqrt(sum (x_mean - x_i)^2 / (n-1)); K_v = sigma/x_mean*100 %; Δx = sigma*t(alpha,n)/sqrt(n), alpha = 0.95","\bar x=\frac1n\sum x_i;\ \sigma=\sqrt{\frac{\sum(\bar x-x_i)^2}{n-1}};\ K_в=\frac{\sigma}{\bar x}100\%;\ \Delta x=\frac{\sigma t(\alpha,n)}{\sqrt n}","x_i:individual measured values[]; n:number of tests[]; t(α,n):Student coefficient[]; α:reliability 0.95[]",Нормальное распределение (неявно).,LAB,GENERAL_METHOD,VKM-SRC-025,VKM-SRC-025 p.55 (печ. 55) [§2.9 p.55]; VKM-SRC-025 p.39 (печ. 39) [§2.5],CITED_IN_SOURCE,ГОСТ [17] в VKM-SRC-025,MM-STAT-005 (σ/√n),символ ДИ напечатан «Λx» (опечатка),CLEAR,Модель неопределённости лабораторных параметров (uncertainty.MEASUREMENT),ANALYTICAL,FACT,HIGH,EV-VN-S025-0287;EV-VN-S025-0230,engineering_rule;formula,2,OCR;OCR_VISUALLY_CONFIRMED,Statistics: accuracy,VKM-SRC-025: лабораторный масштаб (LAB); перенос на массив требует явной записи transfer. 
MM-STR-001,Критерий прочности Кулона–Мора: τ = c + σ_n·tg φ; в главных напряжениях σ₁ = (1+sinφ)/(1−sinφ)·σ₃ + 2c·cosφ/(1−sinφ),"Линейная огибающая предельных кругов Мора; σ_сж = 2c·cosφ/(1−sinφ), n = (1+sinφ)/(1−sinφ).",ALGEBRAIC,τ = c + σ_n·tg φ (3.2); σ₁ = (1+sin φ)/(1−sin φ)·σ₃ + c·2cos φ/(1−sin φ) (3.3); n = (1+sin φ)/(1−sin φ); σ_сж = c·2cos φ/(1−sin φ),\tau=c+\sigma_n\tan\varphi,τ:shear stress[not stated]; c:cohesion[not stated]; σn:normal stress[not stated]; φ:internal friction angle[°],Паспорта прочности по трёхосным испытаниям.,LAB (паспорта) / DESIGN,GENERAL_METHOD,VKM-SRC-012;VKM-SRC-025,"VKM-SRC-012 p.81 (печ. 81) [формула (3.2)]; VKM-SRC-012 p.81 (печ. 81) [формула (3.3)]; VKM-SRC-025 p.22 (печ. 22) [формула (2.1), §2.1]",TEXTBOOK_STANDARD,классический критерий (ссылки нет),MM-STR-002 (показатель нарушенности с длительной прочностью),,CLEAR,Критерий прочности/пластичности для OGS (Mohr–Coulomb) и пост-проверок,COMPUTED_2D_SECTION;CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S012-0454;EV-VN-S012-0455;EV-VN-S025-0154,formula,3,TEXT_LAYER;VISUAL_READ,Strength criteria,
MM-STR-002,"Показатель нарушенности K_t = σ₁/[σ₁], [σ₁] = σ_сж·0,3 + σ₃(1+sinφ)/(1−sinφ) (Кулон–Мор с длительной прочностью)","Зоны условного разрушения: K_t ≥ 1 — начало сдвиговых трещин; σ_сж берётся с коэффициентом перехода к длительной прочности 0,3.",ALGEBRAIC,"K_t = σ₁/[σ₁] (4.1); [σ₁] = σ_сж + σ₃·(1 + sin φ)/(1 − sin φ) (4.2), где σ_сж — с коэффициентом длительной прочности 0,3",K_t=\sigma_1/[\sigma_1],Kt:показатель нарушенности[-]; σ1:first (major) principal stress[МПа]; [σ1]:limiting first principal stress from (4.2)[МПа],Выбран вместо Друкера–Прагера для консервативности; φ — из корреляций с V_p.,CALIBRATED_EFFECTIVE_MODEL,SKRU1_SKRU2 (модель Лебедевой),VKM-SRC-012,VKM-SRC-012 p.95 (печ. 95) [формула (4.1)]; VKM-SRC-012 p.96 (печ. 96) [формула (4.2)],CITED_IN_SOURCE,Булычев [11] в VKM-SRC-012 (зоны условного разрушения),MM-STR-001,"знак σ₃ (сжатие +/−) в записи не оговорён; коэффициент 0,3 — выбор автора (ENGINEERING_ASSUMPTION)",CLEAR,Пост-обработка напряжений: индикатор нарушенности ВЗТ/целиков,CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S012-0508;EV-VN-S012-0509,formula,2,TEXT_LAYER,Strength criteria,
MM-STR-003,Агрегатные (средневзвешенные по мощности слоёв) прочность и модуль деформации в пределах расчётной зоны,"σ̄ = Σσ_i·m_i/Σm_i (в зоне возможного разрушения высотой h_з или по междупластью, прочность параллельно напластованию); Ē_д = ΣE_iд·l_i/Σl_i.",ALGEBRAIC,"σ̄_сж = Σσ_сж,i·m_i/Σm_i (примеры §7.1, зона h_з = 0,7L_р); σ̄_сж,мп = Σσ_сж,i·l_i/Σl_i (7.31); Ē_д = ΣE_iд·l_i/Σl_i (7.35)",,s:number of layers of different strength[-]; l_i:thickness of layer i[m]; sigma_szh_i:UCS of layer i parallel to bedding[MPa],Арифметическое (Фойгтово) осреднение по мощности; для междупластья — прочность параллельно напластованию (анизотропия).,DESIGN (гомогенизация слоистой толщи),VKM_REGIONAL,VKM-SRC-014;VKM-SRC-037,"VKM-SRC-014 p.181 (печ. 181) [§7.1, Примеры 1–2]; VKM-SRC-014 p.195 (печ. 195) [§7.3, (7.31)]; VKM-SRC-014 p.196 (печ. 196) [§7.3, (7.35)-(7.36)]; VKM-SRC-037 p.167 (печ. 332-333) [формулы (8.126), (8.127)]",CITED_IN_SOURCE,учебная методика,гомогенизация слоистой толщи — derived_calculations (E_eq) прошлого релиза,осреднение по Фойгту для прочности — выбор методики (не единственный вариант),CLEAR,Правило агрегирования слоистых свойств (MODEL_CHOICE для укрупнения слоёв в WorldSpec),ANALYTICAL,FACT,HIGH,EV-VN-S014-1029;EV-VN-S014-1075;EV-VN-S014-1081;EV-VN-S037-0892,formula,4,OCR_VISUALLY_CONFIRMED,Aggregation rules,VKM-SRC-014 прямо указывает: методики практикума учебные; для реальных расчётов — действующие регламенты предприятий (EV-VN-S014-0012). 
MM-STR-004,"Кулон–Мор в главных напряжениях с эквивалентными параметрами линеаризации паспорта Протодьяконова и процедура проверки целостности ВЗТ ([σ_р] = 1,778 МПа)",Допустимое σ_пр по модельному σ₃; при σ_пр < 0 (растяжение) — ограничение [σ_р]; где модельное σ₁ превышает σ_пр вдоль профилей проверки — трещины.,ALGEBRAIC,"σ₁ = (2C_i·cosφ_i + σ₃(1 + sinφ_i))/(1 − sinφ_i) (1); проверка: σ₁(модель) > σ_пр(σ₃) → зона разрушения; при σ_пр < 0: |σ_пр| ≤ [σ_р] = 1,778 МПа",\sigma_1 = \frac{2C_i\cos\varphi_i + \sigma_3(1+\sin\varphi_i)}{1-\sin\varphi_i},"C_i:эквивалентное сцепление для рассматриваемого объемного НС[МПа]; φ_i:эквивалентный угол внутреннего трения[град]; σ1, σ3:максимальное и минимальное главные напряжения[МПа]",Линеаризация паспорта Протодьяконова в рассматриваемом НДС; профили проверки на 30 м (1 м ниже УГВ) и 365 м.,CALIBRATED_EFFECTIVE_MODEL,BKPRU4 (OTHER_VKM_SITE); метод — VKM_REGIONAL,VKM-SRC-016,"VKM-SRC-016 p.5 (печ. 37) [формула (1)]; VKM-SRC-016 p.8 (печ. 40) [§Методика определения целостности ВЗТ, пп.1-2]",CITED_IN_SOURCE,[28] в VKM-SRC-016 (паспорт Протодьяконова),"MM-STR-001 (Кулон–Мор, учебная форма)",,CLEAR (визуально; текстовый слой искажён),CONSTRAINT_CHECK сплошности ВЗТ (эталонная задача БКПРУ-4),CONSTRAINT_CHECK,ANALOGUE,HIGH,EV-VN-S016-0031;EV-VN-S016-0067,engineering_rule;formula,2,TEXT_LAYER;VISUAL_READ,Strength criteria,
MM-STR-005,Расчётная прочность пород с учётом слоистости и нерастворимого остатка: R_c = σ_сж·K_сл; σ_сж = σ·K_н.о,Переход от лабораторной (кубиковой) прочности к расчётной прочности массива у контура выработки через коэффициенты слоистости (h_сл/R₀) и н.о.,ALGEBRAIC,"R_c = σ_сж·K_сл (6.2), K_сл = f(h_сл/R₀) по рис. 6.3 (≈0,8–1,0); σ_сж = σ·K_н.о (6.20), K_н.о — табл. 6.13",R_c = \sigma_{сж} K_{сл},"R_c:расчетная прочность пород на сжатие[МПа]; σ_сж:временное сопротивление пород одноосному сжатию[МН/м2]; K_сл:коэффициент слоистости (рис.6.3, функция h_сл/R_0; по графику ~0,8—1,0 при h_сл/R_0 0,02—0,14)[-]; h_сл:средняя толщина слоев[м]; R_0:половина характерного поперечного размера выработки[м]",Графики/таблицы не оцифрованы.,LAB→DESIGN (переход),VKM_REGIONAL,VKM-SRC-037,"VKM-SRC-037 p.89 (печ. 176) [§6.2, формула (6.2) (с.176)]; VKM-SRC-037 p.107 (печ. 213) [§6.10.1, формулы (6.20), (6.21)]",ORIGINAL_SOURCE,"VKM-SRC-037 §6.2, §6.10","MM-SCALE-001 (K_стр Бенявского), MM-STR-003 (агрегирование)",,CLEAR,Правило переноса прочности LAB→массив у контура (явная запись transfer),ANALYTICAL,FACT,HIGH,EV-VN-S037-0554;EV-VN-S037-0656,formula,2,OCR_VISUALLY_CONFIRMED,Scale transfer,VKM-SRC-037 (1990/1992) — нормативно-методическое руководство; более поздние Указания (2014/2017/2022) могут отличаться. 
MM-STR-006,"Граница начальной зоны неупругих деформаций (НЗНД): (T − σ·sinφ)/((1 − sinφ)γH) ≥ T_∞/(γH), T_∞ ≈ R_c/4; уровень нагрузок K_σ = γH_р/R_c; категории по размеру НЗНД и K_σ",Кулон–Мор в инвариантах (среднее и максимальное касательное напряжение) с пределом длительной прочности на сдвиг; зона оценивается по трёхмерному упругому решению.,ALGEBRAIC,"(1/((1 − sin φ)·γH))·(T − σ·sin φ) = T_∞/(γH) (изолиния); ≥ — область НЗНД; φ = 30°; T_∞ ≈ R_c/4; K_σ = γH_р/R_c, R_c = 4T_∞; категории: l < 0,5 м — II; 0,5–1,0 — III; 1–2 — IV; > 2 — V (табл. 6.2); по K_σ и типу сопряжения — табл. 6.3",\frac{1}{(1-\sin\varphi)\gamma H}\left(T-\sigma\sin\varphi\right)=\frac{T_\infty}{\gamma H},"σ:среднее напряжение[МПа]; T:максимальное касательное напряжение[МПа]; φ:угол внутреннего трения (принят 30°)[град]; γ:объёмный вес пород (в примере 0,022 МПа/м)[МПа/м]; H:глубина[м]; T∞:предел длительной прочности на сдвиг ≈ Rс/4[МПа]",Упругое 3D решение как суррогат неупругой зоны; φ = 30°.,DESIGN,VKM_REGIONAL (сопряжения стволов),VKM-SRC-037,"VKM-SRC-037 p.91 (печ. 181) [с. 181–182, формула изолинии границы НЗНД (без номера)]; VKM-SRC-037 p.99 (печ. 197) [§6.7, с. 197 (условие НЗНД)]; VKM-SRC-037 p.93 (печ. 185) [с. 185, табл. 6.3]; VKM-SRC-037 p.94 (печ. 186) [Табл. 6.2]; VKM-SRC-037 p.94 (печ. 186) [Табл. 6.3]",ORIGINAL_SOURCE,"VKM-SRC-037 §6.3, §6.7",MM-STR-001 (Кулон–Мор); MM-GEOMECH-003 (ГИУ),"пример §6.7 с H = 550 м и §6.3 с H = 500 м дают одну изолинию 0,6 — вероятная неточность источника (не пересчитывалось)",CLEAR,CONSTRAINT_CHECK / пост-обработка 3D упругого НДС у выработок (длительная прочность на сдвиг ≈ R_c/4 — ENGINEERING_ASSUMPTION норматива),CONSTRAINT_CHECK,FACT,HIGH,EV-VN-S037-0579;EV-VN-S037-0620;EV-VN-S037-0583;EV-VN-S037-0584;EV-VN-S037-0585,engineering_rule;formula,5,OCR_VISUALLY_CONFIRMED,Strength criteria,VKM-SRC-037 (1990/1992) — нормативно-методическое руководство; более поздние Указания (2014/2017/2022) могут отличаться. 
MM-STR-007,"Кусочно-линейная аппроксимация полной диаграммы одноосного сжатия: σ = a + b·ε (упругий участок E, запредельный спад −M, остаточная прочность σ*)",Трёхучастковая модель с разупрочнением: до пика — модуль E; после пика — модуль спада M; далее — остаточная прочность.,ALGEBRAIC,"sigma = a + b*eps; a = {0 ; sigma_c*(1+M/E) ; sigma_*}, b = {E for 0<=eps<=eps_c ; -M for eps_c<=eps<=eps_* ; 0 for eps_*<=eps}","\sigma=a+b\varepsilon,\; a=\begin{cases}0\\ \sigma_c(1+M/E)\\ \sigma_*\end{cases},\; b=\begin{cases}E, & 0\le\varepsilon\le\varepsilon_c\\ -M, & \varepsilon_c\le\varepsilon\le\varepsilon_*\\ 0, & \varepsilon_*\le\varepsilon\end{cases}",σ:axial stress[МПа]; ε:relative longitudinal strain[-]; E:modulus of deformation (pre-peak slope)[МПа/ГПа]; M:модуль спада (post-peak drop modulus)[МПа/ГПа]; σc (σсж):uniaxial compressive strength[МПа]; σ*:residual strength[МПа]; εc:strain at peak (transition to post-peak)[-]; ε*:strain at onset of residual strength[-],"Одноосное сжатие, соляные породы; параметры E, M, σ_c, σ*, ε_c, ε* по испытаниям в жёстком режиме.",LAB,VKM_REGIONAL,VKM-SRC-025,"VKM-SRC-025 p.44 (печ. 44) [формулы (2.4)-(2.5), §2.7]",ORIGINAL_SOURCE,VKM-SRC-025 (2.4)–(2.5) (без ссылки; возможно стандартная аппроксимация),"MM-LAB-005 (определения E, D, M); MM-CONTACT-001 (аналог для контактов)",,CLEAR (транскрипция по рендеру 220 dpi; OCR искажён),Кандидатный закон разупрочнения для моделей целиков (LAB→массив — только с явным переходом),COMPUTED_LOCAL;RESEARCH_REQUIRED,FACT,HIGH,EV-VN-S025-0253,formula,1,OCR_VISUALLY_CONFIRMED,Constitutive: softening,VKM-SRC-025: лабораторный масштаб (LAB); перенос на массив требует явной записи transfer. 
