edge_id,from_node,to_node,edge_type,mechanism,evidence,strength,feedback,process_ids,status,scope,scale,confidence,source_ids,locator,vn_ids,quote_check,notes
CE-134,OR_BENDING,surface_displacement,physical,изгиб формирует форму и ширину мульды,EV-VN-S005-0038;EV-VN-S012-0244,STRONG,no,PC-33;PC-67,FACT,SKRU1_SKRU2_PILLAR,CALIBRATED_EFFECTIVE_MODEL,HIGH,VKM-SRC-005;VKM-SRC-012,VKM-SRC-005 p.4 (p4); VKM-SRC-012 p.52 (§2.3 p.52),EV-VN-S005-0038;EV-VN-S012-0244,EXACT,
CE-135,OR_BENDING,OR_VZT_DAMAGE,physical,растяжение над опорами и в пролёте → трещины в ВЗТ,EV-VN-S016-0072;EV-VN-S035-0011,MODERATE,no,PC-34,DERIVATION,BKPRU4,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-016;VKM-SRC-035,VKM-SRC-016 p.9 (§Результаты); VKM-SRC-035 p.2 (текст p.2-3),EV-VN-S016-0072;EV-VN-S035-0011,FUZZY_82,
CE-136,DD_OVERBURDEN_FIELD,OR_VZT_DAMAGE,physical,рост η_max → зоны трещин сдвига от кромки,EV-VN-S035-0011;EV-VN-S035-0013,MODERATE,no,PC-34,DERIVATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-035,VKM-SRC-035 p.2 (текст p.2-3); VKM-SRC-035 p.3 (текст p.3; рис. 2б),EV-VN-S035-0011;EV-VN-S035-0013,NOT_FOUND,
CE-137,OR_VZT_DAMAGE,OR_BENDING,physical,повреждённость снижает жёсткость ВЗТ → больший прогиб,EV-VN-S012-0560,WEAK,yes,PC-34,MODEL_CHOICE,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,LOW,VKM-SRC-012,VKM-SRC-012 p.103 (§4.2 p.103),EV-VN-S012-0560,EXACT,
CE-138,GEO_FAULTS,OR_FAULT_LOCAL,physical,разломная зона в надсолевой толще,EV-VN-S011-2655;EV-VN-S011-2099,MODERATE,no,PC-35,FACT,SKRU1,FIELD,MEDIUM,VKM-SRC-011,"VKM-SRC-011 p.130 (стр. 259-261; Рис. 4.6, 4.7); VKM-SRC-011 p.131 (стр. 261)",EV-VN-S011-2655;EV-VN-S011-2099,EXACT,
CE-139,DD_OVERBURDEN_FIELD,OR_FAULT_LOCAL,physical,деформации подработанной толщи концентрируются в зоне разлома,EV-VN-S011-2655;EV-VN-S011-0570,MODERATE,no,PC-35,FACT,SKRU1,FIELD,MEDIUM,VKM-SRC-011,"VKM-SRC-011 p.130 (стр. 259-261; Рис. 4.6, 4.7); VKM-SRC-011 p.32 (текст с.62)",EV-VN-S011-2655;EV-VN-S011-0570,EXACT,
CE-140,OR_FAULT_LOCAL,surface_displacement,physical,"локально повышенные скорости/величины оседания (СКРУ-1, разлом №98)",EV-VN-S011-2090;EV-VN-S011-2097,MODERATE,no,PC-35,FACT,SKRU1,FIELD,MEDIUM,VKM-SRC-011,VKM-SRC-011 p.130 (стр. 259); VKM-SRC-011 p.131 (Рис. 4.7б),EV-VN-S011-2090;EV-VN-S011-2097,EXACT,
CE-141,AE_NEIGHBOUR,OR_INTERMINE,physical,отработка СКРУ-2 с другой стороны целика,EV-VN-S012-0237;EV-VN-S012-0252,MODERATE,no,PC-36,FACT,SKRU2,NOT_APPLICABLE,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.50 (§2.3); VKM-SRC-012 p.53 (§2.3),EV-VN-S012-0237;EV-VN-S012-0252,EXACT,
CE-142,MD_PROTECT_PILLARS,OR_INTERMINE,engineering,ширина межрудничного целика определяет наложение зон влияния,EV-VN-S012-0025;EV-VN-S012-0024,MODERATE,no,PC-36,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.14 (§1.1); VKM-SRC-012 p.14 (§1.1),EV-VN-S012-0025;EV-VN-S012-0024,EXACT,
CE-143,DD_OVERBURDEN_FIELD,OR_INTERMINE,physical,поле смещений СКРУ-1 со своей стороны целика,EV-VN-S012-0244,MODERATE,no,PC-36,FACT,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.52 (§2.3 p.52),EV-VN-S012-0244,EXACT,
CE-144,OR_INTERMINE,surface_displacement,physical,суперпозиция мульд над целиком (в центре на 50–70 % больше),EV-VN-S012-0237;EV-VN-S012-0564,MODERATE,no,PC-36,FACT,SKRU2,FIELD,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.50 (§2.3); VKM-SRC-012 p.104 (§4.2 p.104),EV-VN-S012-0237;EV-VN-S012-0564,EXACT,
CE-145,AE_NEIGHBOUR,D_DYNAMIC_FAILURE,physical,массовое обрушение 1995 г. на СКРУ-2 у целика СКРУ-1–СКРУ-2,EV-VN-S012-0146;EV-VN-S012-0144,STRONG,no,PC-54,FACT,SKRU2,FIELD,HIGH,VKM-SRC-012,"VKM-SRC-012 p.32 (§1.4.2, [42]); VKM-SRC-012 p.32 (§1.4.2, [42])",EV-VN-S012-0146;EV-VN-S012-0144,EXACT,
CE-146,AE_NEIGHBOUR,H_INFLOW,physical,"прорыв/притоки на соседнем руднике (СКРУ-2, 2014)",EV-VN-S040-0101;EV-VN-S012-0216,MODERATE,no,PC-44,FACT,SKRU2,FIELD,MEDIUM,VKM-SRC-040;VKM-SRC-012,VKM-SRC-040 p.36 (§1.3); VKM-SRC-012 p.44 (§2.2),EV-VN-S040-0101;EV-VN-S012-0216,EXACT,
CE-147,D_DYNAMIC_FAILURE,surface_displacement,physical,"мгновенное оседание (4,5 м, мульда 650×850 м)",EV-VN-S012-0146,STRONG,no,PC-54,FACT,SKRU2,FIELD,HIGH,VKM-SRC-012,"VKM-SRC-012 p.32 (§1.4.2, [42])",EV-VN-S012-0146,EXACT,
CE-148,surface_displacement,SD_STRAIN,physical,"градиенты поля смещений → наклоны, кривизна, деформации",EV-VN-S024-0191;EV-VN-S024-0192,STRONG,no,PC-69,DERIVATION,GENERAL_METHOD,DESIGN,MEDIUM,VKM-SRC-024,"VKM-SRC-024 p.73 (формула (3), pp.73-74); VKM-SRC-024 p.74 (формула (4), p.74)",EV-VN-S024-0191;EV-VN-S024-0192,NOT_FOUND,
CE-149,SD_STRAIN,SD_CRACKS,physical,растяжение у края мульды → раскрытие трещин → суффозия,EV-VN-S011-0681;EV-VN-S011-0658,MODERATE,no,PC-70,ANALOGUE,BKPRU1,FIELD,MEDIUM,VKM-SRC-011,VKM-SRC-011 p.36 (текст с.70-71); VKM-SRC-011 p.35 (текст с.69),EV-VN-S011-0681;EV-VN-S011-0658,EXACT,
CE-150,GEO_FAULTS,SD_CRACKS,physical,палеотектоническая зона трещиноватости поперёк растяжения,EV-VN-S011-0681,MODERATE,no,PC-70,ANALOGUE,BKPRU1,FIELD,MEDIUM,VKM-SRC-011,VKM-SRC-011 p.36 (текст с.70-71),EV-VN-S011-0681,EXACT,
CE-151,GEO_AQUIFERS,H_HEADS,physical,водонасыщенная надсолевая толща,EV-VN-S014-0291;EV-VN-S037-0105,STRONG,no,PC-41,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.21 (§1.4); VKM-SRC-037 p.8 (§1.1.4),EV-VN-S014-0291;EV-VN-S037-0105,EXACT,
CE-152,H_HEADS,H_EFF_STRESS,physical,изменение напоров → изменение эффективных напряжений,EV-VN-S023-0197;EV-VN-S006-0055,HYPOTHESIS,no,PC-42,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-023;VKM-SRC-006,"VKM-SRC-023 p.39 (Выводы по гл.2, rendered p.39); VKM-SRC-006 p.24 (§2.2, п. 3.1, с. 24)",EV-VN-S023-0197;EV-VN-S006-0055,EXACT,
CE-153,H_EFF_STRESS,surface_displacement,physical,консолидационная осадка покровных отложений (немайнинговая компонента),EV-VN-S006-0055,HYPOTHESIS,no,PC-42,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-006,"VKM-SRC-006 p.24 (§2.2, п. 3.1, с. 24)",EV-VN-S006-0055,EXACT,
CE-154,H_HEADS,OR_VZT_DAMAGE,physical,поровое давление снижает эффективные напряжения и устойчивость (качественно),EV-VN-S023-0197,HYPOTHESIS,no,PC-42;PC-34,UNKNOWN,SKRU1,NOT_APPLICABLE,LOW,VKM-SRC-023,"VKM-SRC-023 p.39 (Выводы по гл.2, rendered p.39)",EV-VN-S023-0197,EXACT,
CE-155,OR_VZT_DAMAGE,H_WCF,physical,сквозная зона трещин в ВЗТ → водопроводящий канал (аварийный шлюз),EV-VN-S035-0004;EV-VN-S021-0008,STRONG,no,PC-34;PC-43,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-035;VKM-SRC-021,VKM-SRC-035 p.1 (введение); VKM-SRC-021 p.1 (введение),EV-VN-S035-0004;EV-VN-S021-0008,NOT_FOUND,
CE-156,GEO_FAULTS,H_WCF,physical,ослабленные зоны — предпочтительные пути трещин,EV-VN-S012-0003;EV-VN-S012-0129,MODERATE,no,PC-43,FACT,VKM_REGIONAL,MASSIF,MEDIUM,VKM-SRC-012,"VKM-SRC-012 p.5 (Введение, Актуальность); VKM-SRC-012 p.28 (§1.4.2 (p.28-29))",EV-VN-S012-0003;EV-VN-S012-0129,EXACT,
CE-157,H_HEADS,H_INFLOW,physical,напор надсолевых вод — движущая сила притока,EV-VN-S020-0095,STRONG,no,PC-43,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-020,VKM-SRC-020 p.10 (§1.1),EV-VN-S020-0095,EXACT,
CE-158,H_WCF,H_INFLOW,physical,приток через водопроводящие трещины,EV-VN-S012-0003;EV-VN-S025-0144,STRONG,no,PC-43,FACT,OTHER_VKM_SITE,MASSIF,HIGH,VKM-SRC-012;VKM-SRC-025,"VKM-SRC-012 p.5 (Введение, Актуальность); VKM-SRC-025 p.20 (§1.3)",EV-VN-S012-0003;EV-VN-S025-0144,EXACT,
CE-159,H_INFLOW,H_DISSOLUTION,physical,"недонасыщенные воды растворяют соль, расширяя трещины (положительная связь)",EV-VN-S025-0125;EV-VN-S038-0005,STRONG,no,PC-45,FACT,BKPRU1,FIELD,HIGH,VKM-SRC-025;VKM-SRC-038,VKM-SRC-025 p.16 (§1.3); VKM-SRC-038 p.1 (вводный абзац),EV-VN-S025-0125;EV-VN-S038-0005,FUZZY_64,
CE-160,H_INFLOW,H_FLOODING,physical,распространение по связанным выработкам → затопление,EV-VN-S014-0658;EV-VN-S011-2728,STRONG,no,PC-44,FACT,BKPRU2,NOT_APPLICABLE,HIGH,VKM-SRC-014;VKM-SRC-011,VKM-SRC-014 p.102 (§3.4); VKM-SRC-011 p.148 (Прилож. 2),EV-VN-S014-0658;EV-VN-S011-2728,FUZZY_68,
CE-161,H_FLOODING,H_DISSOLUTION,physical,затопленные МКЦ растворяются (карналлит наиболее растворим),EV-VN-S038-0007;EV-VN-S038-0008,STRONG,no,PC-45,DERIVATION,BKPRU1,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,VKM-SRC-038,"VKM-SRC-038 p.1 (вводный абзац); VKM-SRC-038 p.2 (с. 241, 1-я колонка)",EV-VN-S038-0007;EV-VN-S038-0008,NOT_FOUND,
CE-162,H_DISSOLUTION,PE_PILLAR_DEGR,physical,"растворение МКЦ, кровли и почвы камер",EV-VN-S038-0005,STRONG,no,PC-45,FACT,BKPRU1,FIELD,HIGH,VKM-SRC-038,VKM-SRC-038 p.1 (вводный абзац),EV-VN-S038-0005,NOT_FOUND,
CE-163,H_DISSOLUTION,H_SINKHOLE,physical,карстовая полость над солью → обрушение надсолевых пород,EV-VN-S038-0011;EV-VN-S003-0101,STRONG,no,PC-45,FACT,BKPRU1,FIELD,HIGH,VKM-SRC-038;VKM-SRC-003,"VKM-SRC-038 p.2 (с. 241, 1–2 колонки); VKM-SRC-003 p.31 (§2.1; ссылка [9])",EV-VN-S038-0011;EV-VN-S003-0101,NOT_FOUND,
CE-164,H_SINKHOLE,surface_displacement,physical,провал на поверхности; дальнее влияние (СКРУ-2 2014),EV-VN-S038-0011;EV-VN-S012-0216,STRONG,no,PC-45,FACT,SKRU2,FIELD,HIGH,VKM-SRC-038;VKM-SRC-012,"VKM-SRC-038 p.2 (с. 241, 1–2 колонки); VKM-SRC-012 p.44 (§2.2)",EV-VN-S038-0011;EV-VN-S012-0216,NOT_FOUND,
CE-165,GEO_GAS,D_GDP,physical,газовые скопления + разгрузка при выемке → выбросы/суфляры,EV-VN-S014-0331;EV-VN-S037-0521,STRONG,no,PC-55,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-014;VKM-SRC-037,VKM-SRC-014 p.26 (§1.5); VKM-SRC-037 p.81 (§5.2 (с.161–162)),EV-VN-S014-0331;EV-VN-S037-0521,EXACT,
CE-166,PE_STRESS_REDIST,D_GDP,physical,перераспределение НДС + резкое обнажение → ГДЯ,EV-VN-S037-0521;EV-VN-S037-0526,MODERATE,no,PC-55,FACT,VKM_REGIONAL,FIELD,MEDIUM,VKM-SRC-037,VKM-SRC-037 p.81 (§5.2 (с.161–162)); VKM-SRC-037 p.82 (§5.2 (с.163–164)),EV-VN-S037-0521;EV-VN-S037-0526,FUZZY_91,
CE-167,D_GDP,PE_ROOF,physical,обрушения кровли с газовыделением/полости выброса (локально),EV-VN-S020-0413;EV-VN-S037-0500,WEAK,no,PC-55,FACT,VKM_REGIONAL,FIELD,LOW,VKM-SRC-020;VKM-SRC-037,VKM-SRC-020 p.222 (§7.1); VKM-SRC-037 p.79 (§5.1 (с.156)),EV-VN-S020-0413;EV-VN-S037-0500,EXACT,
CE-168,GEO_CLIMATE,N_FROST_SOIL,physical,"сезонное промерзание 1,75 м",EV-VN-S012-0198,STRONG,no,PC-52,FACT,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1),EV-VN-S012-0198,EXACT,
CE-169,GEO_CLIMATE,N_BUILDINGS_THERMAL,physical,весеннее нагревание зданий,EV-VN-S003-0269,MODERATE,no,PC-52,FACT,OTHER_VKM_SITE,FIELD,MEDIUM,VKM-SRC-003,VKM-SRC-003 p.74 (§3.5 p.74),EV-VN-S003-0269,EXACT,
CE-170,GEO_CLIMATE,N_SNOW,physical,снежный покров ноябрь–апрель,EV-VN-S023-0077;EV-VN-S003-0107,STRONG,no,PC-52,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-023;VKM-SRC-003,VKM-SRC-023 p.26 (rendered p.26; §2.1); VKM-SRC-003 p.31 (§2.1 (стр.31-32)),EV-VN-S023-0077;EV-VN-S003-0107,NOT_FOUND,
CE-171,GEO_CLIMATE,N_ATMOSPHERE,physical,тропосферная влажность/турбулентность,EV-VN-S003-0054,MODERATE,no,PC-63,FACT,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,VKM-SRC-003,VKM-SRC-003 p.17 (§1.1),EV-VN-S003-0054,FUZZY_80,
CE-172,N_SALT_DUMPS,OBS_INSAR,observation,усадка солеотвалов 50–60 см/год маскирует/искажает поле,EV-VN-S001-0034;EV-VN-S003-0239,STRONG,no,PC-66,FACT,SKRU2,FIELD,HIGH,VKM-SRC-001;VKM-SRC-003,VKM-SRC-001 p.12 (текст с.12); VKM-SRC-003 p.67 (§3.4 p.67),EV-VN-S001-0034;EV-VN-S003-0239,EXACT,
CE-173,N_SALT_DUMPS,OBS_GNSS,observation,пункты на отвалах/насыпях,EV-VN-S009-0003,WEAK,no,PC-66,ANALOGUE,OTHER_POTASH_SITE,NOT_APPLICABLE,LOW,VKM-SRC-009,"VKM-SRC-009 p.1 (Введение, солеотвалы)",EV-VN-S009-0003,EXACT,
CE-174,N_BUILDINGS_THERMAL,OBS_INSAR,observation,PS на крышах: кажущееся весеннее замедление 3–5 см,EV-VN-S003-0270;EV-VN-S004-0065,STRONG,no,PC-52,FACT,OTHER_VKM_SITE,FIELD,HIGH,VKM-SRC-003;VKM-SRC-004,VKM-SRC-003 p.74 (§3.5 p.74; Выводы гл.3 p.75); VKM-SRC-004 p.14 (p.14),EV-VN-S003-0270;EV-VN-S004-0065,EXACT,
CE-175,N_BUILDINGS_THERMAL,OBS_HYDROSTATIC,observation,перепады T — ошибки гидростатических датчиков,EV-VN-S017-0046,MODERATE,no,PC-64,FACT,OTHER_VKM_SITE,FIELD,MEDIUM,VKM-SRC-017,VKM-SRC-017 p.7 (p.7),EV-VN-S017-0046,EXACT,
CE-176,N_FROST_SOIL,OBS_LEVELLING,observation,морозное пучение неглубоких реперов,EV-VN-S012-0198;EV-VN-S012-0197,MODERATE,no,PC-52,DERIVATION,VKM_REGIONAL,DESIGN,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.41 (§2.1); VKM-SRC-012 p.41 (§2.1),EV-VN-S012-0198;EV-VN-S012-0197,EXACT,
CE-177,N_FROST_SOIL,OBS_INSAR,observation,сезонные деформации влажных грунтов,EV-VN-S006-0196,WEAK,no,PC-52,FACT,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-006,VKM-SRC-006 p.84 (§6.5 p.84),EV-VN-S006-0196,EXACT,
CE-178,N_EARTHWORKS,OBS_INSAR,observation,временная декорреляция в центре мульды/провала,EV-VN-S003-0253;EV-VN-S003-0251,STRONG,no,PC-66,FACT,SKRU2,FIELD,HIGH,VKM-SRC-003,"VKM-SRC-003 p.69 (§3.4 p.69); VKM-SRC-003 p.69 (§3.4 p.69, Рис. 3.19)",EV-VN-S003-0253;EV-VN-S003-0251,EXACT,
CE-179,N_EARTHWORKS,OBS_LEVELLING,observation,уничтожение/замена реперов,EV-VN-S012-0279,WEAK,no,PC-66,FACT,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,LOW,VKM-SRC-012,VKM-SRC-012 p.57 (§2.4 p.57),EV-VN-S012-0279,EXACT,
CE-180,N_REF_INSTABILITY,OBS_LEVELLING,observation,"привязка к реперам, которые сами могут смещаться",EV-VN-S012-0208,MODERATE,no,PC-66,FACT,SKRU2,NOT_APPLICABLE,MEDIUM,VKM-SRC-012,VKM-SRC-012 p.43 (§2.2),EV-VN-S012-0208,EXACT,
CE-181,N_REF_INSTABILITY,OBS_INSAR,observation,смещения относительны опорной точки (предполагается стабильной),EV-VN-S003-0087;EV-VN-S009-0022,STRONG,no,PC-63,FACT,GENERAL_METHOD,DESIGN,HIGH,VKM-SRC-003;VKM-SRC-009,"VKM-SRC-003 p.26 (§1.2.3 IPTA, стр.26-27); VKM-SRC-009 p.4 (§6 Создание файла опорных точек)",EV-VN-S003-0087;EV-VN-S009-0022,NOT_FOUND,
CE-182,N_REF_INSTABILITY,OBS_GNSS,observation,опорная станция в зоне влияния,EV-VN-S006-0130,WEAK,no,PC-62,DERIVATION,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-006,VKM-SRC-006 p.53 (§5.1 pp.53–54),EV-VN-S006-0130,FUZZY_86_ADJ,
CE-183,N_ATMOSPHERE,OBS_INSAR,observation,"атмосферная ошибка 0,8–1,4 см на пару (Мусихин)",EV-VN-S001-0032;EV-VN-S003-0054,STRONG,no,PC-63,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-001;VKM-SRC-003,VKM-SRC-001 p.11 (текст с.11); VKM-SRC-003 p.17 (§1.1),EV-VN-S001-0032;EV-VN-S003-0054,FUZZY_89,
CE-184,N_SNOW,OBS_INSAR,observation,сезон наблюдений 5–6 мес; зимний пробел,EV-VN-S003-0107;EV-VN-S004-0066,STRONG,no,PC-52,FACT,OTHER_VKM_SITE,FIELD,HIGH,VKM-SRC-003;VKM-SRC-004,VKM-SRC-003 p.31 (§2.1 (стр.31-32)); VKM-SRC-004 p.14 (p.14),EV-VN-S003-0107;EV-VN-S004-0066,FUZZY_96,
CE-185,N_REGIONAL_BG,OBS_LEVELLING,observation,фоновые движения в разностях отметок,EV-VN-S006-0141,WEAK,no,PC-71,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-006,VKM-SRC-006 p.60 (§5.3),EV-VN-S006-0141,FUZZY_65,
CE-186,N_REGIONAL_BG,OBS_INSAR,observation,"фоновый тренд/поднятие (зона 8, 2011)",EV-VN-S001-0038,WEAK,no,PC-71,UNKNOWN,SKRU1,FIELD,LOW,VKM-SRC-001,VKM-SRC-001 p.12 (Рис.3),EV-VN-S001-0038,FUZZY_77,
CE-187,N_REGIONAL_BG,OBS_GNSS,observation,фоновые движения пунктов,EV-VN-S006-0130,WEAK,no,PC-71,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,LOW,VKM-SRC-006,VKM-SRC-006 p.53 (§5.1 pp.53–54),EV-VN-S006-0130,FUZZY_86_ADJ,
CE-188,surface_displacement,OBS_LEVELLING,observation,u_z(x_i)−u_z(x_ref) → превышения,EV-VN-S012-0203;EV-VN-S024-0189,STRONG,no,PC-60,FACT,VKM_REGIONAL,DESIGN,HIGH,VKM-SRC-012;VKM-SRC-024,"VKM-SRC-012 p.42 (§2.1); VKM-SRC-024 p.73 (формула (2), §6.3.1)",EV-VN-S012-0203;EV-VN-S024-0189,FUZZY_80,
CE-189,surface_displacement,OBS_HORIZ,observation,u_h вдоль линии → изменения интервалов,EV-VN-S012-0204;EV-VN-S024-0195,STRONG,no,PC-61,FACT,VKM_REGIONAL,DESIGN,HIGH,VKM-SRC-012;VKM-SRC-024,"VKM-SRC-012 p.42 (§2.1); VKM-SRC-024 p.74 (формула (6), p.74)",EV-VN-S012-0204;EV-VN-S024-0195,EXACT,
CE-190,SD_STRAIN,OBS_HORIZ,observation,горизонтальные деформации ε=(d2−d1)/d,EV-VN-S024-0196;EV-VN-S011-0653,STRONG,no,PC-61,FACT,BKPRU1,FIELD,HIGH,VKM-SRC-024;VKM-SRC-011,"VKM-SRC-024 p.74 (формула (7), pp.74-75); VKM-SRC-011 p.35 (текст с.68-69; рис. 1.65, 1.66, 1.68)",EV-VN-S024-0196;EV-VN-S011-0653,NOT_FOUND,
CE-191,surface_displacement,OBS_GNSS,observation,3D смещения пунктов,EV-VN-S012-0214;EV-VN-S009-0033,STRONG,no,PC-62,FACT,SKRU2,FIELD,HIGH,VKM-SRC-012;VKM-SRC-009,VKM-SRC-012 p.44 (§2.2); VKM-SRC-009 p.7 (Таблица 2 «Сравнение результатов полевых данных и результато),EV-VN-S012-0214;EV-VN-S009-0033,EXACT,
CE-192,surface_displacement,OBS_INSAR,observation,u·ê_LOS относительно опорной точки,EV-VN-S003-0068;EV-VN-S003-0069,STRONG,no,PC-63,FACT,VKM_REGIONAL,NOT_APPLICABLE,HIGH,VKM-SRC-003,VKM-SRC-003 p.21 (формула (1.4); стр.20-21); VKM-SRC-003 p.21 (формула (1.5)),EV-VN-S003-0068;EV-VN-S003-0069,NOT_FOUND,
CE-193,surface_displacement,OBS_HYDROSTATIC,observation,дифференциальные осадки внутри контура здания,EV-VN-S017-0009,STRONG,no,PC-64,FACT,OTHER_VKM_SITE,FIELD,HIGH,VKM-SRC-017,VKM-SRC-017 p.2 (Метод гидростатического нивелирования),EV-VN-S017-0009,FUZZY_62,
CE-194,SD_STRAIN,OBS_HYDROSTATIC,observation,наклон/относительная разность осадок β,EV-VN-S017-0013,STRONG,no,PC-64,FACT,GENERAL_METHOD,NOT_APPLICABLE,HIGH,VKM-SRC-017,VKM-SRC-017 p.2 (p.2 (unnumbered formula)),EV-VN-S017-0013,NOT_FOUND,
CE-195,SD_CRACKS,OBS_VISUAL,observation,обследование трещин и провалов на поверхности,EV-VN-S011-0629,STRONG,no,PC-70,FACT,BKPRU1,FIELD,HIGH,VKM-SRC-011,VKM-SRC-011 p.34 (текст с.67; рис. 1.64–1.66),EV-VN-S011-0629,EXACT,
CE-196,PE_CONVERGENCE,OBS_CONVERGENCE,observation,смещения контура камер,EV-VN-S034-0015;EV-VN-S024-0169,STRONG,no,PC-65,FACT,BKPRU4,FIELD,HIGH,VKM-SRC-034;VKM-SRC-024,"VKM-SRC-034 p.2 (§ участок 1; рис. 1б); VKM-SRC-024 p.65 (§6.2.4, Рис. 19)",EV-VN-S034-0015;EV-VN-S024-0169,EXACT,
CE-197,PE_PILLAR_CREEP,OBS_CONVERGENCE,observation,поперечные деформации МКЦ по точкам,EV-VN-S034-0016,STRONG,no,PC-65,FACT,BKPRU4,FIELD,HIGH,VKM-SRC-034,"VKM-SRC-034 p.2 (§ участок 1; рис. 2б, 2в)",EV-VN-S034-0016,EXACT,
CE-198,DD_OVERBURDEN_FIELD,OBS_DEEP_BENCH,observation,смещения по глубине скважинных реперов,EV-VN-S024-0149,MODERATE,no,PC-65,MODEL_CHOICE,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,VKM-SRC-024,VKM-SRC-024 p.57 (§6.2.2),EV-VN-S024-0149,EXACT,
CE-199,PE_INTERFACE,OBS_DEEP_BENCH,observation,расслоение (bed separation) по глубинным реперам,EV-VN-S024-0173,MODERATE,no,PC-65,MODEL_CHOICE,GENERAL_METHOD,DESIGN,MEDIUM,VKM-SRC-024,VKM-SRC-024 p.65 (§6.2.4 pp.65-66),EV-VN-S024-0173,NOT_FOUND,
CE-200,AE_GEOMETRY,OBS_MINE_SURVEY,observation,съёмка контуров выработок,EV-VN-S020-0310,STRONG,no,PC-28,FACT,VKM_REGIONAL,DESIGN,HIGH,VKM-SRC-020,"VKM-SRC-020 p.127 (§3.6 п.4, с.127)",EV-VN-S020-0310,FUZZY_79,
CE-201,GM_SEAMS,OBS_MINE_SURVEY,observation,отметки почвы выработок (гипсометрия),EV-VN-S020-0312;EV-VN-S037-1093,STRONG,no,PC-28,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-020;VKM-SRC-037,"VKM-SRC-020 p.127 (§3.6 п.4, с.127); VKM-SRC-037 p.190 (§8.7.2, с.379, рис. 8.30)",EV-VN-S020-0312;EV-VN-S037-1093,FUZZY_78,
CE-202,MS_EM,OBS_GPR,observation,"ε_r, σ → скорость/затухание ЭМ-волн",EV-VN-S041-0024;EV-VN-S040-0322,STRONG,no,PC-58,FACT,SKRU3,LAB,HIGH,VKM-SRC-041;VKM-SRC-040,VKM-SRC-041 p.4 (формула (3)); VKM-SRC-040 p.131 (§4.3),EV-VN-S041-0024;EV-VN-S040-0322,NOT_FOUND,
CE-203,GM_SEAMS,OBS_GPR,observation,границы пластов/«коржей» → отражения (гипсометрия),EV-VN-S015-0039;EV-VN-S015-0034,STRONG,no,PC-58,FACT,VKM_REGIONAL,FIELD,HIGH,VKM-SRC-015,"VKM-SRC-015 p.6 (Рис. 2 (а, б, в)); VKM-SRC-015 p.6 (§Результаты опытно-методических работ)",EV-VN-S015-0039;EV-VN-S015-0034,EXACT,
CE-204,PE_DAMAGE,OBS_GPR,observation,нарушенность приконтурной зоны → снижение скорости ЭМ,EV-VN-S040-0282;EV-VN-S040-0338,WEAK,no,PC-58,FACT,SKRU3,FIELD,LOW,VKM-SRC-040,VKM-SRC-040 p.120 (§4.2); VKM-SRC-040 p.135 (§4.5 (p135-136)),EV-VN-S040-0282;EV-VN-S040-0338,EXACT,
CE-205,BF_ACTUAL,OBS_GPR,observation,полнота закладки по GPR (утверждение без проверки),EV-VN-S040-0381,HYPOTHESIS,no,PC-58;PC-37,FACT,VKM_REGIONAL,FIELD,LOW,VKM-SRC-040,VKM-SRC-040 p.147 (Заключение п.4),EV-VN-S040-0381,EXACT,
