row_id,row_kind,mine_as_printed,mine_scope,spatial_entity_ids,object,panel_block,seam,depth_m_as_printed,depth_or_horizon_as_printed,period_as_printed,chamber_width_m,pillar_width_m,chamber_height_m,chamber_length_m,axis_spacing_m,extraction_ratio_as_printed,loading_degree_C,panel_width_m,panel_length_m,block_width_m,block_length_m,interseam_thickness_m,protective_layer_m,seam_thickness_as_printed,mining_system,seam_sequence_order,backfill_as_printed,rule_text,other_parameters_as_printed,design_actual_label,label_basis,visual_recheck,conflict_ids,skru1_relevance,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
MGEO-0289,mining_geometry,рудник «Жомарт»,не ВКМ,NONVKM,panel-and-pillar layout with barrier pillars,панель 47,ore body (cupriferous sandstone),605-610,barrier_pillar_width_m=40,,,10,13,,barrier_pillar_axis_spacing_m=128,,,,,,,,,ore_thickness_m=0.7-13.2,"method=drill-and-blast, 2 stages (I: rooms under barrier-pillar protection centre→flanks; II: void filling and pillar recovery retreating)",,,,"{""cuts_every_m"": 38, ""pillar_grid_m"": ""19x19"", ""protodyakonov_f"": ""6.1-13.3, mean 8.9"", ""location"": ""Жана-Аркинский р-н Карагандинской обл., 130 км ЮВ Жезказгана""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,NON_VKM,VKM-SRC-029,"pdf p.132 (printed 132-134); §5.2, Рис. 5.6, ref [84]",EV-VN-S029-0251,,FACT,DESIGN_VALUE,NON_VKM,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text layer '1010 м' is '10×10 м' visually. NON-VKM hard-rock method-validation site.
MGEO-0290,mining_geometry,ЕвроХим-ВолгаКалий (Гремячинское),аналог: другое калийное месторождение,AN:OTHER_POTASH,development drift,,salt massif near sylvinite seam,1100,,,6.0,,3.7,,,,,,,,,,,,,,,,"{""machine"": ""Урал-20Р, single pass"", ""drift_orientation"": ""NW-SE (Fig 5.12, N arrow)"", ""parallel_drifts"": ""проходческие транспортные штреки №1, №2, №3""}",ACTUAL,evidence_type=FIELD_OBSERVATION (натурное наблюдение/измерение),,,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,VKM-SRC-029,"pdf p.139 (printed 139-140); §5.4, Рис. 5.12",EV-VN-S029-0261,,FACT,FIELD_OBSERVATION,OTHER_POTASH_SITE,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_73,
MGEO-0291,mining_geometry,не назван,ВКМ (регионально),VKM,камерная система участка 2 (ленточные МКЦ) у длительно остановленной границы выработанного пространства участка 1,участок 2 / участок 1,не назван,320,,,6,5,5.1,,,,,,,,,,,,,,,,"{""m0"": ""вынимаемая мощность 5.1 м"", ""n_pillars_shown"": ""Ц1…Ц15 (рис.3), в табл.1 — Ц15…Ц11, Ц5…Ц1"", ""pitch"": ""a+b = 11 м (по рис.3 шаг целиков ~11 м — визуально)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-031,pdf p.1 (printed 35); §Методы и подходы,EV-VN-S031-0004,EV-MIN-1002;EV-MIN-1003;EV-MIN-1004;EV-MIN-1005,MODEL_CHOICE,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,"Символы a, b, m0 в текстовом слое потеряны, прочитаны по изображению. Гипотетический расчётный случай; не SKRU-1-специфично."
MGEO-0292,mining_geometry,не назван (ВКМС),ВКМ (регионально),VKM,параметры камерной системы двухпластовой отработки (табл.1),камерный блок,верхний и нижний сильвинитовые пласты (названия не даны),,,,5.1,6.0,,,,,,,,,,,,,,,,,"{""upper"": {""a_m"": 5.1, ""b_m"": 6.0, ""L_m"": 11.1, ""m0_m"": 3.1, ""H_m"": 391}, ""lower"": {""a_m"": 5.1, ""b_m"": 6.0, ""L_m"": 11.1, ""m0_m"": 5.0, ""H_m"": 398.1}, ""note"": ""H — глубина (в табл.2 — «глубина до кровли пласта»); камеры одного комбайна""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-032,pdf p.2 (printed 45); Табл.1,EV-VN-S032-0011,EV-MIN-1035;EV-MIN-1036;EV-MIN-1037;EV-MIN-1038;EV-MIN-1039;EV-MIN-1040,MODEL_CHOICE,DESIGN_VALUE,VKM_REGIONAL,DESIGN,HIGH,VISUAL_READ,NOT_FOUND,
MGEO-0293,mining_geometry,не назван,ВКМ (регионально),VKM,"расчётная ячейка шириной L = a + b (ось x ≈ −5.5…+5.5 м), варианты а/б/в",камерный блок,верхний (≈−391…−394) и нижний (≈−398…−403) сильвинитовые пласты,,H_mpl=H_мпл — мощность технологического междупластья между почвой верхней и кровлей нижней камеры,,5.1,6.0,,,,,,,,,,,,,"variant_a=камера нижнего пласта в центре ячейки (a), полуцелики b/2 по краям | variant_b=камеры верхнего пласта по краям (a/2+a/2), целик b в центре | variant_v=несоосно: целик верхнего пласта над камерой нижнего (сдвиг на полшага L/2)",,,,"{""chamber_shape"": ""комбайновый профиль со скруглёнными углами («грибовидный» контур)"", ""BC"": ""катковые опоры на боковых границах (на нескольких уровнях), опоры в основании (≈−440); γ_i по слоям""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_REGIONAL_CONTEXT,VKM-SRC-032,pdf p.3 (printed 46); Рис.1,EV-VN-S032-0017,EV-MIN-1049,MODEL_CHOICE,DESIGN_VALUE,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,
MGEO-0294,mining_geometry,ВКМКС (общая практика),ВКМ (регионально),VKM,две схемы очистной выемки пласта КрII,,КрII,,,,,,,,,,,,,,,,,,"scheme_a=с оставлением защитной пачки продуктивных пород — глинистые прослои над верхним основанием целика | scheme_b=с подрубкой коржей, содержащих глинистые прослои — прослои в пределах верхнего основания целика",,,,"{""roof_collapse"": ""положение прослоев может меняться и за счёт обрушения кровли""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-033,pdf p.1 (printed 7); Введение; Рис.1,EV-VN-S033-0008,EV-MIN-1062,FACT,DESCRIPTIVE,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,NOT_FOUND,
MGEO-0295,mining_geometry,БКПРУ-4,БКПРУ-4,MF:BKPRU4,"камерная система, ленточные МКЦ (верхний пласт двухпластовой соосной отработки)",1 ЮЗП,АБ,,,,5.5,6.5,3.1,,,,"C=0,32 (степень нагружения целиков)",,,,,,,,,,,,"{""mined"": ""2010""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-034,pdf p.1 (printed 39-40); § участок 1 (с. 39–40),EV-VN-S034-0008,EV-MIN-1081,FACT,DESIGN_VALUE,BKPRU4,DESIGN,HIGH,TEXT_LAYER,NOT_FOUND,Depth of the site NOT given.
MGEO-0296,mining_geometry,БКПРУ-4,БКПРУ-4,MF:BKPRU4,"камерная система, ленточные МКЦ (нижний пласт; выработки АБ расположены соосно)",1 ЮЗП,КрII,,,,5.5,6.5,5.0,,,,"C=0,4",,,,,"interseam_AB_KrII_m=3,9",,,layout=соосно с выработками пласта АБ (рис. 1),,,,"{""mined"": ""2013""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-034,pdf p.2 (printed 40); § участок 1,EV-VN-S034-0009,EV-MIN-1082;EV-MIN-1083,FACT,DESIGN_VALUE,BKPRU4,DESIGN,HIGH,TEXT_LAYER,EXACT,
MGEO-0297,mining_geometry,"не назван (ВКМ, вероятно Уралкалий)",не указан,,"камерная система, два пласта",«другой участок горных работ»,АБ и КрII,,,,5.5,5.4,"АБ 3,1; КрII 5,2 (вынимаемая мощность)",,coaxial=не указано,,,,,,,,,,,,,,"{""C_AB"": ""0,35"", ""C_KrII"": ""0,4"", ""mined_AB"": ""2012"", ""mined_KrII"": ""2013""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,GENERAL_OR_UNSTATED,VKM-SRC-034,pdf p.2 (printed 40); § участок 2,EV-VN-S034-0022,EV-MIN-1088;EV-MIN-1089,FACT,DESIGN_VALUE,UNSTATED,DESIGN,HIGH,TEXT_LAYER,EXACT,Mine NOT named: cannot be attributed to any mine (including SKRU-1 — neither excluded nor confirmed). Existing digest treats as OTHER_VKM_SITE.
MGEO-0298,mining_geometry,БКПРУ-2,БКПРУ-2,MF:BKPRU2,structural contour map of seam АБ with panel workings,10-я восточная панель,АБ,,,,,,,,,,,,,,,,,,,,,,"{""workings"": ""8–10 сб. вент. штрек; 10–12 сб. вент. штр.; южн. трансп. штрек; 10 вент. конв. штрек; сев. трансп. штрек; уклон № 12"", ""numbered_objects"": ""205, 206, 207, 208, 209(?), 210, 213(?), 306, 308, 403, 405, 408, 409, 413, 414 (вероятно номера камер/выработок)"", ""contour_labels_m"": ""изогипсы от −129 до −147 (шаг 1 м), локальный минимум −147, −142 в замкнутой изолинии"", ""scale"": ""линейный масштаб 5–0–5–10–15 м""}",ACTUAL,evidence_type=FIELD_OBSERVATION (натурное наблюдение/измерение),,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,pdf p.8 (printed 15); Рис. 1.5 «Детальная структурная карта пласта АБ на руднике БКПРУ-2 ПО «Уралкалий» в районе 10-й восточной панели (составил Ю. А. Плотников)»,EV-VN-S037-0101,,FACT,FIELD_OBSERVATION,BKPRU2,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,Rendered at 300 dpi rotated. Not SKRU-1. Shows mining-based structural mapping: seam elevations mapped from workings; contour values negative = absolute elevations below sea level (height system not stated). Example of information produced during mining.
MGEO-0299,mining_geometry,СКПРУ-1,СКРУ-1,MF:SKRU1,отрабатываемые пласты и способ вскрытия,,"АБ, В (сильвинит и карналлит), КрII",,,,,,,,,,,,,,,,,,preparation=полевая подготовка,,,,"{""opening"": ""2 центральных ствола (1, 2) + 1 фланговый (2-бис)""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,SKRU1_DIRECT,VKM-SRC-037,"pdf p.19 (printed 36); §1.3.1, СКПРУ-1",EV-VN-S037-0199,,FACT,DESCRIPTIVE,SKRU1,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_80,
MGEO-0300,mining_geometry,БКПРУ-1,БКПРУ-1,MF:BKPRU1,панели и блоки,"панели ~400 м (широтные); ЮЗ часть: панели ~800 м, блоки до 500 м (меридиональные)",,,,,,,,,,,,panel_width_m=~400; ~800 (панельно-блоковая),,block_width_m=до 500,,,,,,order=обратный порядок отработки блоков,,,"{""orientation"": ""панели широтные; блоковые выработки меридиональные"", ""transport"": ""откаточные штреки соосно под выемочными; конвейерные в подстилающей каменной соли""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.19 (printed 37); §1.3.2, БКПРУ-1",EV-VN-S037-0206,,FACT,DESCRIPTIVE,BKPRU1,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
MGEO-0301,mining_geometry,БКПРУ-2,БКПРУ-2,MF:BKPRU2,панели,панели 400 м,,,,,,,,,,,,panel_width_m=400,"panel_length_m=3350 (восток), 4350 (запад)",,,,,,layout=в середине панели конвейерный штрек и два транспортных по обе стороны,order=прямой и обратный,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.19 (printed 37); §1.3.2, БКПРУ-2",EV-VN-S037-0207,,FACT,DESCRIPTIVE,BKPRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
MGEO-0302,mining_geometry,БКПРУ-2,БКПРУ-2,MF:BKPRU2,размещение вентиляционных штреков,,,,,,,,,,,,,,,,,,,,,,,,"{""vent_drifts"": ""при прямом порядке — на границах панели; при обратном — на расстоянии до 60 м от транспортных штреков"", ""levels"": ""горизонты отработки связаны уклонами""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.21 (printed 40); §1.3.2, БКПРУ-2 (продолжение)",EV-VN-S037-0209,,FACT,DESCRIPTIVE,BKPRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_80,
MGEO-0303,mining_geometry,БКЗ-4,БКПРУ-4,MF:BKPRU4,панельно-блоковая подготовка,"панели 1350 м × 2,6—3 км; блоки 400 м (широтные)","АБ, КрII",,,,,,,,,,,,,,,,,,,order=обратный,,,"{""transport"": ""панельные транспортные и конвейерные — в подстилающей каменной соли; панельные вентиляционные — по пласту АБ; блоковые — по АБ и КрII"", ""figure"": ""Рис. 1.15 (изометрия, 1350 м, 400 м, пл. АБ, пл. КрII, подстилающая каменная соль; 14 обозначений, в т.ч. 5 — закладочный штрек)""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.21 (printed 40); §1.3.2, БКЗ-4, Рис. 1.15",EV-VN-S037-0210,,FACT,DESCRIPTIVE,BKPRU4,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
MGEO-0304,mining_geometry,СКПРУ-1,СКРУ-1,MF:SKRU1,панельная подготовка,"панели шириной 300—400 м, длина — до границ шахтного поля","все отрабатываемые пласты (АБ, В, КрII)",,,,,,,,,,,panel_width_m=300—400,panel_length=определяется границами шахтного поля,,,,,,,order=прямой,,,"{""haulage"": ""панельные откаточные (конвейерные) штреки в подстилающей соли под прямым углом к главным откаточным; руда со всех пластов и свежий воздух по ним"", ""extraction_drifts"": ""панельные выемочные штреки над откаточными, соединены гезенками или уклонами"", ""ventilation"": ""пластовые вентиляционные штреки на границах панели"", ""orientation"": ""широтное""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,MC-GE-03,SKRU1_DIRECT,VKM-SRC-037,"pdf p.22 (printed 41); §1.3.2, СКПРУ-1",EV-VN-S037-0211,EV-MIN-1309;EV-MIN-1378,FACT,DESCRIPTIVE,SKRU1,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"Дубликат EV-MIN-1309/1378 (цифра 300—400 м и широтная ориентация подтверждены визуально); уточнение: соединение гезенками/уклонами, прямой порядок."
MGEO-0305,mining_geometry,СКПРУ-2,СКРУ-2,MF:SKRU2,панельная подготовка,панели 380—400 м; длина от предохранительного целика под промплощадку до границ шахтного поля (Рис. 1.16: 1000—3000 м),"АБ, КрII, В",,,,,,,,,,,,,,,,,,"layout=конвейерный и транспортный штреки в подстилающей каменной соли; выемочные по середине панели, вентиляционные на границах; соосно; широтно",order=прямой и обратный; при прямом — вспомогательный вентиляционный штрек на каждой полупанели,,,"{""deep_conveyor"": ""заглубленные панельные конвейерные штреки в подстилающей соли под выемочными, соединены рудоспусками и уклонами""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.22 (printed 41-42); §1.3.2, СКПРУ-2, Рис. 1.16",EV-VN-S037-0213,,FACT,DESCRIPTIVE,SKRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
MGEO-0306,mining_geometry,СКПРУ-3,СКРУ-3,MF:SKRU3,панельно-блоковая подготовка,"панели 1200 м × 2,0—2,2 км; блоки 400 м","КрII, АБ",,,,,,,,,,,,,,,,,,,order=обратный в блоках,,,"{""orientation"": ""выемочные выработки широтные; панельные и блоковые взаимно перпендикулярны""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,"pdf p.22 (printed 42); §1.3.2, СКПРУ-3",EV-VN-S037-0215,,FACT,DESCRIPTIVE,SKRU3,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,
MGEO-0307,mining_geometry,БКПРУ-2,БКПРУ-2,MF:BKPRU2,"схема очистных работ, двухпластовая (АБ и КрII)",,"АБ, КрII",,,,,,,,,,,,,,,,,,"layout=камеры «ёлочкой» от выемочных штреков; разрез А–А: выработки в АБ, КрII и в подстилающей соли (конвейерный, транспортный), рудоспускные скважины",,,,"{""half_panel_m"": ""60 м (две полупанели по 60 м на схеме — расстояние от штреков до вентиляционных)"", ""roof"": ""неустойчивые породы непосредственной кровли""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,pdf p.22 (printed 43); Рис. 1.17,EV-VN-S037-0218,,FACT,DESCRIPTIVE,BKPRU2,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,
MGEO-0308,mining_geometry,СКПРУ-2,СКРУ-2,MF:SKRU2,"схема очистных работ, двухпластовая (АБ над КрII), комбайновая",,"АБ, КрII",,,,,,,,,,,,,,,,,,layout=камеры по КрII и по АБ; скважины перепуска руды,,backfill=камера с солеотходами (7) — размещение солеотходов в отработанных камерах,,"{""vertical_offset"": ""конвейерный штрек 9 на 6—10 м ниже почвы КрII (разрез А–А)""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,pdf p.22 (printed 43); Рис. 1.18,EV-VN-S037-0219,,FACT,DESCRIPTIVE,SKRU2,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,"СКПРУ-2, не СКРУ-1. Размер «6—10» на разрезе — вертикальное расстояние до конвейерного штрека (м, предположительно)."
MGEO-0309,mining_geometry,все рудники ВКМ,ВКМ (регионально),VKM,камера (длина),,,,,,,,,150—190,,,,,,,,,,,,,,,"{""justification"": ""эффективное использование транспортно-доставочных средств""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,MC-GE-05,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.23 (printed 44); §1.3.3,EV-VN-S037-0221,EV-MIN-1302,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_85,
MGEO-0310,mining_geometry,все рудники ВКМ,ВКМ (регионально),VKM,камера (ширина),,,,,,3—16,,,,,,,,,,,,,,,,,,"{""control"": ""устойчивость вмещающих пород; при комбайновой выемке — размер исполнительного органа; ширина может образовываться несколькими ходами комбайна с оставлением поддерживающих целиков"", ""roof_support"": ""распорные или винтовые анкеры""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,pdf p.23 (printed 44); §1.3.3,EV-VN-S037-0222,EV-MIN-1303,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
MGEO-0311,mining_geometry,все рудники ВКМ,ВКМ (регионально),VKM,междукамерный целик (ширина),,,,,,,"3,0—18",,,,,,,,,,,,,method=расчёт по [11],,,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.23 (printed 44); §1.3.3, ширина МКЦ",EV-VN-S037-0225,EV-MIN-1306,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_76,
MGEO-0312,mining_geometry,СКПРУ-1 (и БКПРУ-1),СКРУ-1,MF:SKRU1,камеры и МКЦ по карналлитовому пласту В,,В (карналлит),,,,8,19 (СКПРУ-1); 18 (БКПРУ-1),до 10,,,,,,,,,,,,"method=буровзрывной, почвоуступный забой, ручные пневмосверла, скреперные лебёдки (рис. 1.20)",,,,"{""ventilation"": ""обособленное; свежий воздух с нижележащих выработок через скважины Ø390 мм с ВМП"", ""reason"": ""горючие CH4 и H2 в природных газах; интенсивная складчатость""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,MC-GE-01,SKRU1_DIRECT,VKM-SRC-037,"pdf p.23 (printed 44); §1.3.3, пласт В карналлит, СКПРУ-1",EV-VN-S037-0227,EV-MIN-1307,FACT,DESIGN_VALUE,SKRU1,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_69,"OCR: «БКПРУ-[», «СКПРУ-Г» — визуально БКПРУ-1, СКПРУ-1."
MGEO-0313,mining_geometry,вероятно СКПРУ-1 (по целику 19 м),не указан,,взаимное расположение выработок пластов В и КрII,,В над КрII,,,,8,19,до 10,,,,,,,,,,,,,sequence_hint=камеры пласта В проветриваются с нижележащих выработок КрII — КрII подготовлен/отрабатывается до или одновременно с В (схема),,,"{""vertical_link"": ""вентиляционные скважины Ø390 мм от выемочных штреков КрII к камерам пласта В"", ""face"": ""почвоуступный: уступ 1,5 м, передовой забой 3,0 м (Рис. 1.20)""}",DESIGN,evidence_type=DESIGN_VALUE (проектное/паспортное значение),,,GENERAL_OR_UNSTATED,VKM-SRC-037,"pdf p.23 (printed 45); Рис. 1.19–1.20, многопластовая выемка В над КрII",EV-VN-S037-0229,,FACT,DESIGN_VALUE,UNSTATED,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,
MGEO-0314,mining_geometry,БКПРУ-1; ПО «Сильвинит»,ВКМ (регионально),VKM,технологии отбойки (оборудование),,,,,,,,,,,,,,,,,,,,"combined=Урал-10КС разрезные у края камер на полную мощность, затем БВР самоходным комплексом «Секома»: шпуры 5,5 м в камерах высотой до 8 м; при мощности до 7 м — установки «Длтлас» SB-2 (до 7 м), AB-1 (анкеры)",,,,"{""fan_blasting"": ""БКПРУ-1: разрезные выработки ПК-8М по оси камеры у почвы; веерные скважины Ø42 мм (БК-2М, СВБ 42-20/80, до 300 м/смену); аммонит 6ЖВ; ЭД-8-Ж, ЭДКЗ; скреперные лебёдки"", ""productivity"": ""~750 тыс. т/год на комплекс; 200—250 т/смену"", ""roof"": ""натяжные / винтовые анкеры""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.24 (printed 46-47); §1.3.4, технологии выемки",EV-VN-S037-0234,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,"В основном оборудование — страница частично skimmed-equipment; извлечены только геометрически значимые числа (высота камер до 8 м, мощность пластов до 7 м)."
MGEO-0315,mining_geometry,"рудники ПО «Сильвинит» (СКПРУ-1, СКПРУ-2)",ВКМ (регионально),VKM,"камера, отрабатываемая полосами (комбинированный способ)",,"АБ, В (одиночные, складчатые)",,,,,,,,,,,,,,,,,,,"sequence=1–2 разрезные выработки «Урал-10КС» (сквозное проветривание за счёт общешахтной депрессии) → БВР БУА-3С с магазинированием → отгрузка ПНБ-3Д+5ВС-15М; 2-я, при необходимости 3-я полоса",,,,UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.25 (printed 48); §1.3.4, выемка одиночных пластов АБ и В (ПО «Сильвинит»)",EV-VN-S037-0237,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_75,Ширина камеры образуется 2–3 полосами — механизм формирования широких камер на СКРУ-1 (размеры полос не указаны).
MGEO-0316,mining_geometry,"рудники ПО «Сильвинит» (СКПРУ-1, СКПРУ-2 — по контексту §1.3.4)",ВКМ (регионально),VKM,совместная (последовательная) выемка сближенных пластов АБ и В в одной камере,,АБ + междупластовая соль БВ + В,,,,,,,,,,,,,,,,,,,,,,"{""step1"": ""отработка камеры по пласту АБ (комбинированная схема)"", ""step2_calm"": ""при спокойном залегании: обуривание междупластовой соли БВ по контуру камеры крутовосходящими шпурами (БУА-3С), одновременное взрывание участками по 50—75 м → обрушение соли плитой на почву камеры; затем отработка пласта В в прямом порядке горизонтальными и крутовосходящими шпурами"", ""step2_folded"": ""при складчатом залегании: выемка пласта В совмещается с обрушением междупластовой соли БВ горизонтальными шпуровыми зарядами; отбойка В — горизонтальными и крутовосходящими шпурами"", ""muck"": ""часть руды отгружается (ПНБ-3Д, 5ВС-15М), остальная магазинируется до окончания отбойки; самоходное оборудование движется по магазинированной руде"", ""result_geometry"": ""камера на высоту АБ + БВ + В; обрушенная междупластовая соль остаётся в камере (на почве)""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.25 (printed 48); §1.3.4, выемка сближенных пластов АБ и В",EV-VN-S037-0238,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_91,КЛЮЧЕВАЯ многослойная схема: итоговая высота камеры включает междупластье БВ; обрушенная соль БВ частично заполняет камеру — важно для эффективной выемочной мощности и податливости. Прямой привязки к СКРУ-1 (конкретные панели/годы) нет.
MGEO-0317,mining_geometry,ВКМ (рудник не указан),ВКМ (регионально),VKM,камера по карналлитовому пласту В (новая комбинированная технология),,В (карналлит),,,,,,,,,,,,,,,,,,,"sequence=разрезная выработка у кровли пласта (БВР, 2УБН-2П/УБШ-221П, АП-5ЖВ, ЭД-8ПВ, ЭДКЗ-ПМ-25) → камуфлетное взрывание зарядов в шпурах по сетке «3×3 м» (цифры плохо пропечатаны) для дегазации нижних слоёв → комбайновая доработка «Урал-10КС»",,,"{""productivity"": ""до 100 т на человека в смену""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_REGIONAL_CONTEXT,VKM-SRC-037,"pdf p.25 (printed 48-49); §1.3.4, комбинированная выемка карналлитового пласта В",EV-VN-S037-0240,,FACT,DESCRIPTIVE,VKM_REGIONAL,DESIGN,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,
MGEO-0318,mining_geometry,СКПРУ-2,СКРУ-2,MF:SKRU2,двухпластовая выемка АБ/КрII в плане,III–IV юго-западная панель,"АБ, КрII",,,,,,,,,,,,,,,,,,,,,,"{""figure"": ""план: камеры и целики по пл. АБ и пл. Красный-II (штриховка), контур отработки, каменная соль; комбайн, самоходный вагон, рудоспускные скважины, КЛЗ-500, участковый бункер, ЛК-1200""}",UNRESOLVED,evidence_type=DESCRIPTIVE: описание практики/литературная ссылка; проект vs фактическое исполнение не различены источником,,,VKM_OTHER_MINE_CONTEXT,VKM-SRC-037,pdf p.26 (printed 51); Рис. 1.22,EV-VN-S037-0246,,FACT,DESCRIPTIVE,SKRU2,DESIGN,MEDIUM,VISUAL_READ,NOT_FOUND,
