idc_id,tier,phenomenon_class,phenomenon,mechanism_causal_path,location_scale,site_scope,quantitative_evidence,linked_mech_rows,linked_rheo_rows,causal_relevance,evidence_strength,status,evidence_type,source_id,locator,vn_ids,prev_evidence_ids,extraction_method,confidence,applicability_SKRU1,notes
MR-IDC-0383,B_RECORD,dynamic_failure,"продавливание кровли жесткими целиками, расслоение и выпучивание непосредственной кровли","камерная система с жесткими МКЦ → пуансонирование (продавливание) менее прочной кровли → выпучивание, расслоение по глинистым прослойкам, обрушения → уменьшение эффективной защитной пачки до соседнего выбросоопасного пласта; соседний пласт не разгружается",chamber: камеры ВКМ | scale FIELD,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,INTERPRETATION | descriptive-mechanistic statement,FACT,INTERPRETATION,VKM-SRC-037,p.82 §5.2 (с.162),EV-VN-S037-0522,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Important geomechanical mechanism for the 3D world: rigid pillars punch weaker roof/floor; interseam salt with clay interlayers delaminates — interface/bedding-plane behaviour.
MR-IDC-0384,B_RECORD,dynamic_failure,stress state dominance; shafts and exploration boreholes,Газоносность пород ВКМ незначительна; главную роль в ГДЯ играет НДС. Расчеты [6]: безопасные обнажения при определенном соотношении площади и периметра забоя (защемление контура или зона разгрузки нужной глубины); факторы по значимости: пластические свойства > горное давление > прочность > давление газа. В стволах — разгрузка массива; в разведочных скважинах — защемление контура; кавернометрия скважин не выявила каверн от выбросов даже при интенсивном выделении газа.,deposit: ВКМКС | scale FIELD,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,MODEL/CALCULATION,DERIVATION,CALCULATED_BY_AUTHOR,VKM-SRC-037,p.82 §5.2 (с.162–163),EV-VN-S037-0523,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"[fix 26.09 TRANSFER-022/global rule] status FACT→DERIVATION (CALCULATED_BY_AUTHOR: model/calculated result, not an observation) Mentions exploration-borehole caliper logs (кавернометрия) as a data class. Ref [6]."
MR-IDC-0385,B_RECORD,dynamic_failure,elastic moduli variability and plate stiffness of roof layers,"Модули (упругости) пластов ВКМ разного состава в среднем примерно одинаковы, но имеют большие дисперсии; значительные отклонения способствуют выбросоопасности. Цилиндрическая жесткость вышележащих слоев (мощность, модуль, коэффициент Пуассона) определяет нагружение приконтурных пород; линейные зависимости между пролетом выработки и расстоянием до выбросоопасного пласта — при большем пролете в запредельное состояние вовлекаются более удаленные слои.",deposit: ВКМКС | scale MASSIF,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,INTERPRETATION,FACT,INTERPRETATION,VKM-SRC-037,p.82 §5.2 (с.163),EV-VN-S037-0525,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Qualitative statement about modulus homogeneity with large variance — relevant for choosing stochastic vs layered elastic parameters; no numbers.
MR-IDC-0386,B_RECORD,dynamic_failure,мягкое нагружение и хрупкое разрушение поддерживающих целиков → динамическое высвобождение энергии,хрупкое разрушение узких поддерживающих целиков в камерах → быстрое падение отпора контура → буферная зона не успевает развиться → ГДЯ из устойчивых пород кровли; в подготовительных выработках той же ширины без поддерживающих целиков — ГДЯ нет,chamber: камеры с поддерживающими целиками | scale FIELD,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,INTERPRETATION | mechanistic interpretation supported by field statistics,FACT,INTERPRETATION,VKM-SRC-037,p.82 §5.2 (с.163–164),EV-VN-S037-0526,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0387,B_RECORD,dynamic_failure,rate-dependent plastic vs elastic response of carnallite,интенсивность нагружения → преобладание пластических или упругих деформаций; высокая пластичность карналлита → быстрое формирование зоны необратимых деформаций → низкая интенсивность ГДЯ в смешанных солях; полости не распространяются на всю мощность карналлитового пласта,seam: карналлитовый пласт | scale MASSIF,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,INTERPRETATION | qualitative,FACT,INTERPRETATION,VKM-SRC-037,p.83 §5.2 (с.164),EV-VN-S037-0527,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0388,B_RECORD,dynamic_failure,дискриминантный индекс внезапного выброса соли и газа,R_v = 108 X1 + 4.3 X2 + 69.11 X3 - 0.14 X4 + 4.08 X5 - 0.5 X6 + 0.75 X7 - 93.16 (5.2) (ORIGINAL),working: ГДЯ ВКМ | scale FIELD,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,MODEL/CALCULATION,DERIVATION,CALCULATED_BY_AUTHOR,VKM-SRC-037,"p.85 §5.3, формула (5.2) (с.168)",EV-VN-S037-0530,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"[fix 26.09 TRANSFER-022/global rule] status FACT→DERIVATION (CALCULATED_BY_AUTHOR: model/calculated result, not an observation) Visually confirmed at 300 dpi."
MR-IDC-0389,B_RECORD,roof_failure,дискриминантный индекс обрушения пород кровли с выделением свободного газа,R_o = 6.98 X1 + 6.53 X2 + 7.01 X5[sic; likely X3] + 0.53 X4 + 2.31 X5 - 0.2 X6 + 1.55 X7 - 6.81 (5.3) (ORIGINAL),working: ГДЯ ВКМ | scale FIELD,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,MODEL/CALCULATION,DERIVATION,CALCULATED_BY_AUTHOR,VKM-SRC-037,"p.85 §5.3, формула (5.3) (с.168)",EV-VN-S037-0531,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"[fix 26.09 TRANSFER-022/global rule] status FACT→DERIVATION (CALCULATED_BY_AUTHOR: model/calculated result, not an observation) Printed with X5 twice (third term ""7,01 X5""); by analogy with (5.2) and (5.4) the third term is presumably X3 — typographic error (LABEL_ERROR), not corrected in quote."
MR-IDC-0390,B_RECORD,dynamic_failure,"yielding (soft) pillars → smooth roof lowering, unloading of overlying seam","отработка нижнего пласта с податливыми целиками (подработка) → кровля опускается как монолитная плита без расслоения → разгрузка вышележащего выбросоопасного пласта от горного давления, рост его газопроницаемости; жесткие целики → продавливание, расслоение кровли",panel: камерная система ВКМ | scale FIELD,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,NORMATIVE | normative-mechanistic statement,FACT,NORMATIVE,VKM-SRC-037,p.87 §5.5 (с.172),EV-VN-S037-0545,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Contrast rigid vs yielding pillar regimes — directly relevant to pillar-regime choice in a physical world (pillar stiffness controls roof/overburden deformation mode).
MR-IDC-0391,B_RECORD,dynamic_failure,"безопасный порядок отработки: фронт только на массив; определенный разрыв между фронтами по соседним пластам, панелям, полупанелям; целики постоянной жесткости; строго постоянная ширина целиков; выдерживание состава пород в кровле (изменение ширины целиков или вскрытие пород иных свойств → скачок/разрыв полей напряжений и деформаций)",applies to: камерная система на выбросоопасных пластах ВКМ; values: разрыв между фронтами — не указан численно,panel: ВКМ | scale DESIGN,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.87 §5.5 (с.172–173),EV-VN-S037-0546,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Spatio-temporal sequencing rule (front gaps between seams) — the numeric gap is UNKNOWN here.
MR-IDC-0392,B_RECORD,dynamic_failure,выбрособезопасный пролет выработки b как функция расстояния l до выбросоопасного пласта (слоя) в кровле и приведенной прочности σсж/γH,"applies to: пласт АБ (выбросоопасный — пласт В; кривые σсж/γH > 2,5; 1—2,5; < 1) и пласт Красный-II (выбросоопасный слой — кровля пласта Кр-I; кривые > 2,5; 2—2,5; 1,5—2; < 1,5); values: оси: b до ~16 м, l до 3,0 м (АБ) и до 6 м (Кр-II); примеры: АБ — σсж/γH=2, l=1,75 м → b=6,1 м; Кр-II — σсж/γH=1,75, l=3,5 м → b=7 м",working: пласты АБ и Красный-II | scale DESIGN,VKM_REGIONAL,,,,LOCAL/CONTEXT: gas-dynamic or dynamic failures are local events in workings; only system-scale pillar bursts could produce sudden surface subsidence,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,"p.87 §5.5 (с.173), рис. 5.8, 5.9",EV-VN-S037-0547,,VISUAL_READ,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Graphs not digitized; example values printed in captions. Normalized strength σсж/γH is a key dimensionless parameter reused in chapter 6.
MR-IDC-0393,B_RECORD,roof_failure,критерий устойчивости выработки: нет обрушений и смещения контура ≤ предельно допустимых по СНиП II-94-80 в течение технологического срока службы Т_сл,applies to: горные выработки в соляных породах ВКМ; values: ссылка на СНиП II-94-80,working: выработки ВКМ | scale DESIGN,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.87 §6.1 (с.173),EV-VN-S037-0549,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Section 6 authors per preface: Константинова, Ольховиков, Мисников, Пепеляева, Соколов."
MR-IDC-0394,B_RECORD,bedding_contact_slip_delamination,depth-dependent transition from elastic to inelastic (creep) behaviour around openings,"рост глубины → напряжения на контуре превышают предел (длительной) прочности → зона неупругих деформаций, длительно развивающихся без разрушения; формы потери устойчивости: вывалы под собственным весом; разрушение в зонах концентрации, расслоение и отслоение по поверхностям ослабления; чрезмерное смещение без видимого разрушения",working: выработки ВКМ | scale MASSIF,VKM_REGIONAL,,,,DIRECT/INDIRECT: slip and separation on bedding contacts change overburden bending stiffness and time-dependent roof/interseam deformation (surface trough shape and delay),NORMATIVE | normative-theoretical,FACT,NORMATIVE,VKM-SRC-037,p.87 §6.1 (с.173),EV-VN-S037-0551,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0395,B_RECORD,roof_failure,time-dependent progressive failure around openings (long-term strength exceedance),"интенсивность напряжений > предела длительной прочности → релаксация напряжений (интенсивнее в концентраторах) → в t=t* зона неупругих деформаций у контура, движется вглубь; максимум интенсивности напряжений на границе зоны, уменьшается → для некруглых выработок растягивающие напряжения у контура растут во времени → при t=T_p вывал или смещения > U_кр",working: выработки ВКМ | scale MASSIF,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,MODEL/CALCULATION | theoretical/numerical basis of the normative method (ЭВМ calculations),DERIVATION,CALCULATED_BY_AUTHOR,VKM-SRC-037,p.89 §6.2 (с.176–177),EV-VN-S037-0557,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"[fix 26.09 TRANSFER-022/global rule] status FACT→DERIVATION (CALCULATED_BY_AUTHOR: model/calculated result, not an observation) "
MR-IDC-0396,B_RECORD,clay_interlayer_mechanics,shape and layering effects on long-term stability,"Прямоугольная форма наименее устойчива (плоская кровля); для других форм номограмма рис.6.1 дает запас; слоистость (глинистые прослойки, «коржи») уменьшает время устойчивого состояния; увеличение площади сечения от 12 м² снижает категорию устойчивости, уменьшение — повышает.",working: выработки ВКМ | scale DESIGN,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.90 §6.2 (с.179),EV-VN-S037-0572,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0397,B_RECORD,damage_zone_microcracking,ползучесть и длительная прочность соли у контура выработки (упруго-вязко-пластическое деформирование),"Проведение выработки → начальная зона неупругих деформаций (на глубинах > H∞) → зона со временем расширяется, но имеет предельные размеры; внутри неё — нелинейное деформирование, релаксация напряжений, разрыхление, разрушение → смещения контура растут со временем и стремятся к пределу u∞",working: незакреплённая выработка в соляных породах | scale MASSIF,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,INTERPRETATION | анализ НДС с позиций упруго-вязко-пластического деформирования; постановка на данных лабораторных и шахтных инструментальных наблюдений (детали не приведены),FACT,INTERPRETATION,VKM-SRC-037,p.91 §6.3 (теоретическое обоснование методики),EV-VN-S037-0576,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Качественное утверждение об ограниченности (затухании) смещений контура во времени для незакреплённой выработки; для 3D+time мира важно как свидетельство затухающей ползучести в окрестности выработок (vs установившейся). Параметры закона не приведены.
MR-IDC-0398,B_RECORD,damage_zone_microcracking,critical depth H∞ for inelastic zone,"Существует глубина H∞: при H > H∞ вокруг незакреплённой выработки в соли при проведении образуется начальная зона неупругих деформаций (НЗНД), со временем расширяющаяся до предельных размеров; при H ≤ H∞ (см. §6.6) незакреплённая выработка устойчива как угодно долго.",working:  | scale MASSIF,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,INTERPRETATION,FACT,INTERPRETATION,VKM-SRC-037,p.91 §6.3,EV-VN-S037-0577,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0399,B_RECORD,roof_failure,При многоходовой проходке не оставлять «сосульку» в кровле (растягивающие напряжения → вывал); для многоходовой выработки брать тип сечения и A по табл. 6.7 и формулу (6.7),"applies to: комбайновые выработки, пройденные несколькими ходами; values: ",working:  | scale DESIGN,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,"p.96 §6.6, с. 190",EV-VN-S037-0603,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0400,B_RECORD,damage_zone_microcracking,нелинейная ползучесть и разрушение соли на больших глубинах,"рост γH/Rс → нелинейная ползучесть + разрушение → экспоненциальный рост зоны взаимного влияния выработок (Kд ∝ exp(3,0γHр/Rс)); при H ≤ 400 м — приближение упругой задачи (два круглых отверстия, Lд ≈ 4R1+4R2)",unstated:  | scale MASSIF,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,INTERPRETATION | корреляционная зависимость (рис. 6.17) + толкование авторов,FACT,INTERPRETATION,VKM-SRC-037,"p.102 §6.9.1, Замечания 1–2",EV-VN-S037-0633,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Пороговая глубина ~400 м для перехода от «упругого» к «нелинейно-ползучему» режиму взаимовлияния выработок (при Rс≈28 МПа, γ=0,021)."
MR-IDC-0401,B_RECORD,clay_interlayer_mechanics,clay interlayers in salt sequence (weak planes),"Глинистые прослойки толщиной от нескольких мм до ~10 см и контактные прослойки снижают сцепление между слоями; содержание глинистых прослойков в пластах 5–30 %, распределение по разрезу неравномерное. Слабыми считаются прослойки глины >3 мм и контактные соляные прослойки <3 см — естественные плоскости ослабления.",seam: продуктивные пласты ВКМ | scale MASSIF,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,QUALITATIVE,FACT,DESCRIPTIVE,VKM-SRC-037,"p.104 §6.9.2, с. 206",EV-VN-S037-0639,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Важно для 3D мира: слоистость с интерфейсами скольжения (interface slip) — механизм, влияющий на конвергенцию и, опосредованно, на оседание."
MR-IDC-0402,B_RECORD,damage_zone_microcracking,Высота свода давления и расчётный пролёт для ВКМ,h = 0.7*L_p ; L_p = l_pl + 0.75*r (6.15) (6.15); h без номера (ORIGINAL),unstated:  | scale DESIGN,VKM_REGIONAL,,,,INDIRECT: damage/disturbed zones reduce effective stiffness/strength and raise permeability; observable (GPR/ultrasound) proxy of pillar degradation,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,"p.104 §6.9.2, с. 207, h=0,7Lр и (6.15)",EV-VN-S037-0642,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0403,B_RECORD,clay_interlayer_mechanics,Содержание слабых прослойков в окрестности выработки,M = (m_k + m_p + m_b)/(h_k + h_p + 2*h_v) * 100% (6.16) (ORIGINAL),unstated:  | scale DESIGN,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,"p.104 §6.9.2, формула (6.16)",EV-VN-S037-0643,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Visually confirmed 110 dpi (OCR формулу не распознал).
MR-IDC-0404,B_RECORD,clay_interlayer_mechanics,межслоевое проскальзывание/ослабление по глинистым прослойкам и контактам,"слабый прослой вблизи контура (в пределах свода давления h=0,7Lр) → снижение сцепления между слоями → рост скорости конвергенции (особенно кровля–почва) → сокращение времени устойчивого состояния Tр (коэффициент Kп, рис. 6.19); прослой на расстоянии ≥(0,7–1,0)Lр практически не влияет",working:  | scale MASSIF,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,INTERPRETATION | «установлено» — эмпирически (данные не приведены),FACT,INTERPRETATION,VKM-SRC-037,"p.104 §6.9.2, с. 207",EV-VN-S037-0645,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0405,B_RECORD,roof_failure,"Слабый прослой на расстоянии ≥(0,7–1,0)Lр от кровли/почвы практически не влияет; в сильвинитовом пласте — проходить сечением, равным мощности пласта, с подрезкой неустойчивых «коржей» кровли; оставление защитной пачки сильвинита в кровле увеличивает деформации; при высоте выработки > мощности слабого слоя — по рис. 6.22а; < — кровлю в более прочных породах (рис. 6.22б); в мелкослоистом массиве — ч","applies to: выработки в слоистом соляном массиве и сильвинитовых пластах ВКМ; values: (0,7–1,0)Lр; Σmi/n<3",working:  | scale DESIGN,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,"p.105 §6.9.2, с. 208, рис. 6.19–6.22",EV-VN-S037-0646,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0406,B_RECORD,roof_failure,развитие во времени зоны предельных деформаций вокруг выработки (ползучесть + разрушение),"проведение выработки → граница зоны предельной деформации расширяется со временем (изохроны от ~0,05 до 3,0 года на рис. 6.28а; 0,05–0,3 года на рис. 6.28б) → высота зоны обрушения h","working: выработки ПК-8 по КрII, Второй Березниковский рудник | scale CALIBRATED_EFFECTIVE_MODEL",BKPRU2,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,"MODEL/CALCULATION | расчёты на ЭВМ (численное моделирование, модель не описана), согласованы авторами с эмпирической (6.30): пример 1 h=0,87→0,90 м, пример 2 h=0,626→0,63 м",DERIVATION,CALCULATED_BY_AUTHOR,VKM-SRC-037,"p.113 Рис. 6.28 «К определению высоты зоны обрушения пород для выработок, пройденных комбайном ПК-8»",EV-VN-S037-0694,,VISUAL_READ,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: BKPRU2,"[fix 26.09 TRANSFER-022/global rule] status FACT→DERIVATION (CALCULATED_BY_AUTHOR: model/calculated result, not an observation) Изохроны зоны предельных деформаций — пример численной time-dependent модели ВНИИГ 1980-х; параметры модели не приведены. Высоты выработок на рисунке: 4,5 м и ширина 3,2 м (а); 4,2 м × 7,0 м (б)."
MR-IDC-0407,B_RECORD,roof_failure,"Высота зоны возможного обрушения кровли (Tсл≤5 лет) по типам кровли I–IV и ширине выработки (≤16 м для I–II, ≤10 м для III–IV): очистные КрII — мощность оставляемых «коржей» (III: 0,5–0,6 м; IV: 0,7–1,0 м); очистные АБ, В — по степени нарушенности; пластовые подготовительные — мощность «коржей» (II), 1,0–1,2 м (III), 1,8–2,0 м (IV); полевые — по нарушенности/форме кровли. Прим. 1: для КрII при Tсл","applies to: кровля выработок ВКМ (КрII, АБ, В, полевые); values: 0,5–0,6; 0,7–1,0; 1,0–1,2; 1,8–2,0 м",working:  | scale DESIGN,VKM_REGIONAL,,,,INDIRECT/LOCAL: roof falls change effective span and fill chambers with bulked rock (reduces void convergence); primarily workings stability,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.114 Табл. 6.20 «Высота зоны возможного обрушения пород кровли при сроке службы выработки до 5 лет»,EV-VN-S037-0697,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Visually confirmed 110 dpi. Типы кровли I–IV определяются в §6.2 (вне чанка).
MR-IDC-0408,B_RECORD,clay_interlayer_mechanics,«коржи» — плитообразные слои непосредственной кровли выработок в пласте Красный-II,"lithology: сильвинит/каменная соль, разделённые глинистыми прослойками; thickness: оставляемые «коржи» 0,5–0,6 (тип кровли III) и 0,7–1,0 м (тип IV); notes: 1-й…3-й «коржи» — неустойчивая непосредственная кровля (подрезаются или подвешиваются анкерами)",seam: Красный-II | scale MASSIF,VKM_REGIONAL,,,,DIRECT: clay interlayers reduce pillar/interseam bearing capacity and stiffness → higher loading degree C → faster pillar creep → faster subsidence; also control roof delamination,NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,"p.114 Табл. 6.20, прим. 1 («коржи» кровли пласта КрII)",EV-VN-S037-0698,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
MR-IDC-0409,B_RECORD,interseam_failure,deliberate caving of interseam rock salt Б–В between AB and V seams,выемка АБ → обуривание периметра → обрушение соли Б–В → выемка В с кучи магазинированной руды → единая камера АБ+В (увеличенная высота выработанного пространства),chamber: СКПРУ-2 | scale DESIGN,SKRU2,,,,"DIRECT (multi-seam): interseam failure transfers load between seams, increases effective extraction height and pillar height → loading degree ↑",NORMATIVE/DESIGN | technology description (design),FACT,DESIGN_VALUE,VKM-SRC-037,p.134 §7.3.2 (комбинированный способ АБ+В),EV-VN-S037-0779,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: SKRU2,
MR-IDC-0410,B_RECORD,pillar_failure_progressive_creep,blast-induced damage/overbreak in chamber roof/walls (плиты),"неравномерное размещение ВВ при веерной отбойке → отрыв плит значительных размеров, негабарит → нарушение контура камеры (потенциально влияние на устойчивость кровли/целиков)",chamber:  | scale DESIGN,VKM_REGIONAL,,,,"DIRECT: pillar creep/failure regime (rigid vs yielding, tertiary creep) governs the rate and possible acceleration of surface subsidence",NORMATIVE | qualitative normative statement,FACT,NORMATIVE,VKM-SRC-037,p.150 §8.2.3,EV-VN-S037-0824,,OCR_VISUALLY_CONFIRMED,MEDIUM (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Link to chamber contour/damage is an interpretation of 'отрыв плит'; source only lists consequences for blasting quality.
MR-IDC-0411,B_RECORD,interseam_failure,"две концепции параметров камерной системы: «жёсткие» (целики без потери несущей способности и без стадии прогрессирующей ползучести) и «податливые» (рассчитываются по деформации до критического значения, после которого целик переходит в прогрессирующую ползучесть и перестаёт выполнять функции)","applies to: междукамерные целики, камеры, междупластовые потолочины рудников ВКМ; values: —",pillar:  | scale DESIGN,VKM_REGIONAL,,,,"DIRECT (multi-seam): interseam failure transfers load between seams, increases effective extraction height and pillar height → loading degree ↑",NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.166 §8.4 (вводная),EV-VN-S037-0878,EV-MIN-1335,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,"Main parameters listed: sizes of chambers and interchamber pillars, thickness of interseam «потолочины». Visually confirmed."
MR-IDC-0412,B_RECORD,pillar_failure_progressive_creep,несущая способность междукамерного целика,P = sigma_cs_w * (K1/K2) * K3 * K4 * K5 * (b - db)/b * C (8.125) (ORIGINAL),unstated:  | scale NOT_APPLICABLE,VKM_REGIONAL,,,,"DIRECT: pillar creep/failure regime (rigid vs yielding, tertiary creep) governs the rate and possible acceleration of surface subsidence",NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.166 формула (8.125),EV-VN-S037-0884,EV-MIN-1339,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,Handwritten «МПа» added under (8.125) by a reader. Formula visually confirmed 250 dpi.
MR-IDC-0413,B_RECORD,interseam_failure,пролёт очистных камер выбирается по требуемому сроку устойчивости кровли (потолочины) — график срока устойчивости в функции ширины камеры,applies to: очистные камеры ВКМ; values: —,chamber:  | scale DESIGN,VKM_REGIONAL,,,,"DIRECT (multi-seam): interseam failure transfers load between seams, increases effective extraction height and pillar height → loading degree ↑",NORMATIVE,FACT,NORMATIVE,VKM-SRC-037,p.168 §8.4.3,EV-VN-S037-0907,,OCR_VISUALLY_CONFIRMED,HIGH (class AUTO_ASSIGNED by keyword rules — verify),analogue/regional: VKM_REGIONAL,
