ledger_id,qa_origin,qa_depth,source_id,pdf_page,printed_page,figure_table,vn_ids,old_ev_ids,record_kind,issue_type,quote_verdict,critical,existing_value,text_layer_value,ocr_value,visual_value,surrounding_context_result,cross_source_result,corrected_value,confidence,affected_downstream,status,record_status,scope,scale,check_chain,render_png,qa_recheck_ref,notes,unresolved_class
QA-A-04022,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,8,14,сноска к §1.1.3,EV-VN-S037-0100,,citation,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.963; text_len=0; ocr_len=2261,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.8 (c4=0.963)",,,HIGH,citation,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04023,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,8,15,Рис. 1.5,EV-VN-S037-0102,,horizon_pick,OK_CONFIRMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0120: VISUAL_READ legit,Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=0; ocr_len=2261,,,"numeric tokens: 2 significant, 0 found on stated page (text layer/OCR); missing: 129 147; best-matching page p.236 (c4=0.176)",,,HIGH,horizon_pick (critical),RESOLVED,FACT,BKPRU2,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0120,extraction_method=VISUAL_READ,
QA-A-04024,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,8,15,Рис. 1.5,EV-VN-S037-0103,,coordinate_system,OK_CONFIRMED,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0120: VISUAL_READ legit,Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.0; text_len=0; ocr_len=2261,,,"numeric tokens: 2 significant, 0 found on stated page (text layer/OCR); missing: 129 147; best-matching page p.98 (c4=0.091)",,,HIGH,coordinate_system (critical),RESOLVED,UNKNOWN,BKPRU2,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,QA-M-0120,extraction_method=VISUAL_READ,
QA-A-04025,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,16,§1.1.4,EV-VN-S037-0107,,hydro,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_66; c4_text=0.0; c4_ocr=0.956; text_len=0; ocr_len=4009,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.9 (c4=0.956)",,,HIGH,hydro (critical),RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04026,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,16,§1.1.4,EV-VN-S037-0108,,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_66; c4_text=0.0; c4_ocr=0.96; text_len=0; ocr_len=4009,,,"numeric tokens: 4 significant, 4 found on stated page (text layer/OCR); best-matching page p.9 (c4=0.96)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04027,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,16,§1.1.4,EV-VN-S037-0109,,hydro,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_80; c4_text=0.0; c4_ocr=1.0; text_len=0; ocr_len=4009,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.9 (c4=1.0)",,,HIGH,hydro (critical),RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04028,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,16,§1.1.4,EV-VN-S037-0110,,hydro,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_77; c4_text=0.0; c4_ocr=0.973; text_len=0; ocr_len=4009,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.9 (c4=0.973)",,,HIGH,hydro (critical),RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04029,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,16-17,§1.1.5,EV-VN-S037-0112,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.933; text_len=0; ocr_len=4009,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.9 (c4=0.933)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04030,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,17,§1.1.5,EV-VN-S037-0114,,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_78; c4_text=0.0; c4_ocr=0.969; text_len=0; ocr_len=4009,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.9 (c4=0.969)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04031,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,9,17,§1.2.1,EV-VN-S037-0115,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_87; c4_text=0.0; c4_ocr=0.99; text_len=0; ocr_len=4009,,,"numeric tokens: 2 significant, 0 found on stated page (text layer/OCR); missing: 20 1990; best-matching page p.9 (c4=0.99)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04032,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,10,18,§1.2.1,EV-VN-S037-0116,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_62; c4_text=0.0; c4_ocr=0.957; text_len=0; ocr_len=3622,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.10 (c4=0.957)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04033,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,10,18,§1.2.1,EV-VN-S037-0117,,information_lifecycle,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_70; c4_text=0.0; c4_ocr=0.99; text_len=0; ocr_len=3622,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.10 (c4=0.99)",,,HIGH,information_lifecycle,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04034,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,10,18,"§1.2.1, Рис. 1.6",EV-VN-S037-0118,EV-MIN-1360,parameter,LABEL_ERROR,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription,Y,,quote_check=FUZZY_73; c4_text=0.0; c4_ocr=0.948; text_len=0; ocr_len=3622,,,"numeric tokens: 4 significant, 4 found on stated page (text layer/OCR); best-matching page p.10 (c4=0.948)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04035,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,10,19,"§1.2.1, эмпирическая зависимость σсж(h/d)",EV-VN-S037-0119,EV-MIN-1360,formula,LABEL_ERROR,VISUAL_TRANSCRIPTION_OF_OCR_NOISY_PAGE (djvu/scan; OCR only) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription,Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.561; text_len=0; ocr_len=3622,,,"numeric tokens: 6 significant, 4 found on stated page (text layer/OCR); missing: 65 70; best-matching page p.10 (c4=0.561)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04036,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,10,18-19,Рис. 1.6,EV-VN-S037-0120,,claim,QUOTE_NOT_IN_TEXT_LAYER,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.845; text_len=0; ocr_len=3622,,,"numeric tokens: 7 significant, 4 found on stated page (text layer/OCR); missing: 25 30 75; best-matching page p.10 (c4=0.845)",,,MEDIUM,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=GRAPH_DIGITIZED_APPROX,
QA-A-04037,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,10,19,§1.2.1,EV-VN-S037-0122,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.925; text_len=0; ocr_len=3622,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.10 (c4=0.925)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04038,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,11,20,"§1.2.1, продолжение, Рис. 1.8",EV-VN-S037-0123,,parameter,LABEL_ERROR,VERBATIM_ACROSS_PAGE_BREAK (quote continues on adjacent page; containment on concatenated pages >=0.9) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription,Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.539; text_len=0; ocr_len=1582,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.10 (c4=0.814)",,,HIGH,parameter (critical),RESOLVED,FACT,BKPRU1,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04039,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,11,20,Рис. 1.8,EV-VN-S037-0124,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.928; text_len=0; ocr_len=1582,,,"numeric tokens: 3 significant, 2 found on stated page (text layer/OCR); missing: 60; best-matching page p.11 (c4=0.928)",,,HIGH,claim,RESOLVED,FACT,BKPRU1,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04040,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,11,20,"Табл. 1.1, строка 1 ([→quote] горных пород)",EV-VN-S037-0126,,formula,LABEL_ERROR,VISUAL_TRANSCRIPTION; all numbers present on stated page || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription,Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.231; text_len=0; ocr_len=1582,,,"numeric tokens: 5 significant, 5 found on stated page (text layer/OCR); best-matching page p.11 (c4=0.231)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04041,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,11,20,"Табл. 1.1, строка 2 (рекомендация ВНИМИ)",EV-VN-S037-0127,,formula,LABEL_ERROR,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.667; text_len=0; ocr_len=1582,,,"numeric tokens: 5 significant, 5 found on stated page (text layer/OCR); best-matching page p.11 (c4=0.667)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04042,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,11,20,"Табл. 1.1, строка 3 (коэффициент Церна)",EV-VN-S037-0128,,formula,LABEL_ERROR,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.609; text_len=0; ocr_len=1582,,,"numeric tokens: 4 significant, 3 found on stated page (text layer/OCR); missing: 17; best-matching page p.11 (c4=0.609)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04043,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,11,20,"Табл. 1.1, строка 4 (рекомендация УФ ВНИИГ)",EV-VN-S037-0129,EV-MIN-1360,formula,LABEL_ERROR,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription",Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.613; text_len=0; ocr_len=1582,,,"numeric tokens: 6 significant, 5 found on stated page (text layer/OCR); missing: 11; best-matching page p.11 (c4=0.613)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04044,QA_AUTO_QUOTE,AUTO+QA_MANUAL,VKM-SRC-037,11,20,"§1.2.1, коэффициент относительного изменения прочности",EV-VN-S037-0130,,formula,LABEL_ERROR,VERBATIM_ACROSS_PAGE_BREAK (quote continues on adjacent page; containment on concatenated pages >=0.9) || QA_MANUAL QA-M-0032: OCR_NOISE; visual transcription,Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.773; text_len=0; ocr_len=1582,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.11 (c4=0.773)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,QA-M-0032,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04045,QA_AUTO_QUOTE,AUTO+PAGE_RENDERED_BY_QA,VKM-SRC-037,11,21,Табл. 1.2 «Типы контактных условий»,EV-VN-S037-0131,,claim,QUOTE_NOT_IN_TEXT_LAYER,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.722; text_len=0; ocr_len=1582,,,"numeric tokens: 6 significant, 3 found on stated page (text layer/OCR); missing: 0.4 0.8 1.5; best-matching page p.11 (c4=0.722)",,,MEDIUM,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04046,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,22,"§1.2.1, Рис. 1.9",EV-VN-S037-0132,EV-MIN-1361,process_mechanism,OK_CONFIRMED,VERBATIM_ACROSS_PAGE_BREAK (quote continues on adjacent page; containment on concatenated pages >=0.9),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.611; text_len=0; ocr_len=3122,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.11 (c4=0.626)",,,HIGH,process_mechanism,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04047,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,22,Рис. 1.10,EV-VN-S037-0133,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.935; text_len=0; ocr_len=3122,,,"numeric tokens: 8 significant, 3 found on stated page (text layer/OCR); missing: 18 30 45 48 60; best-matching page p.12 (c4=0.935)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04048,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,22,"§1.2.1, масштабный эффект, Рис. 1.11 кривая 4",EV-VN-S037-0134,EV-MIN-1362,parameter,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.933; text_len=0; ocr_len=3122,,,"numeric tokens: 3 significant, 2 found on stated page (text layer/OCR); missing: 32; best-matching page p.12 (c4=0.933)",,,HIGH,parameter (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04049,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,22,"§1.2.1, масштабный эффект, Рис. 1.11 прямая 7",EV-VN-S037-0135,,backfill,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_68; c4_text=0.0; c4_ocr=1.0; text_len=0; ocr_len=3122,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.12 (c4=1.0)",,,HIGH,backfill (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04050,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,22,"Рис. 1.11 (легенда, источники данных)",EV-VN-S037-0136,,claim,QUOTE_NOT_IN_TEXT_LAYER,"NEAR_VERBATIM (OCR/text-layer noise, ellipsis or minor edits; c4 0.6-0.9)",N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.887; text_len=0; ocr_len=3122,,,"numeric tokens: 6 significant, 2 found on stated page (text layer/OCR); missing: 13 19 24 30; best-matching page p.12 (c4=0.887)",,,MEDIUM,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04051,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,23,"§1.2.1, скорость деформирования, Рис. 1.12",EV-VN-S037-0137,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.963; text_len=0; ocr_len=3122,,,"numeric tokens: 1 significant, 1 found on stated page (text layer/OCR); best-matching page p.12 (c4=0.963)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04052,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,23,"§1.2.1, длительная прочность, Рис. 1.13",EV-VN-S037-0138,EV-MIN-1363,process_mechanism,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_95; c4_text=0.0; c4_ocr=1.0; text_len=0; ocr_len=3122,,,"numeric tokens: 3 significant, 3 found on stated page (text layer/OCR); best-matching page p.12 (c4=1.0)",,,HIGH,process_mechanism,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04053,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,23,"§1.2.1, определение модуля упругости",EV-VN-S037-0139,,formula,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.921; text_len=0; ocr_len=3122,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.12 (c4=0.921)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04054,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,12,23,"§1.2.1, определение модуля деформации",EV-VN-S037-0140,,formula,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.946; text_len=0; ocr_len=3122,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.12 (c4=0.946)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04055,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,24,Рис. 1.12,EV-VN-S037-0142,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.939; text_len=0; ocr_len=2886,,,"numeric tokens: 11 significant, 6 found on stated page (text layer/OCR); missing: 0.5 1.9 4.1 21 27; best-matching page p.13 (c4=0.939)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04056,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,24,Рис. 1.13,EV-VN-S037-0143,EV-MIN-1363,rheology_law,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_62; c4_text=0.0; c4_ocr=0.941; text_len=0; ocr_len=2886,,,"numeric tokens: 7 significant, 1 found on stated page (text layer/OCR); missing: 0.3 0.5 0.95 32 35 36; best-matching page p.13 (c4=0.941)",,,HIGH,rheology_law (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04057,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,24,Рис. 1.14,EV-VN-S037-0144,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=FUZZY_66; c4_text=0.0; c4_ocr=0.966; text_len=0; ocr_len=2886,,,"numeric tokens: 3 significant, 1 found on stated page (text layer/OCR); missing: 0.55 19; best-matching page p.13 (c4=0.966)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=VISUAL_READ,
QA-A-04058,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,24,"§1.2.1, коэффициент Пуассона",EV-VN-S037-0145,,formula,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=FUZZY_60; c4_text=0.0; c4_ocr=0.903; text_len=0; ocr_len=2886,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.13 (c4=0.903)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04059,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,24,"§1.2.1, коэффициент поперечной деформации",EV-VN-S037-0146,,formula,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),Y,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.95; text_len=0; ocr_len=2886,,,"numeric tokens: 0 significant, 0 found on stated page (text layer/OCR); best-matching page p.13 (c4=0.95)",,,HIGH,formula (critical),RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04060,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,25,"§1.2.1, изменчивость свойств",EV-VN-S037-0148,,claim,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.965; text_len=0; ocr_len=2886,,,"numeric tokens: 2 significant, 2 found on stated page (text layer/OCR); best-matching page p.13 (c4=0.965)",,,HIGH,claim,RESOLVED,FACT,VKM_REGIONAL,LAB,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
QA-A-04061,QA_AUTO_QUOTE,AUTO_TEXT_OCR,VKM-SRC-037,13,25,"§1.2.1, ссылка [20] к Табл. 1.5",EV-VN-S037-0149,,citation,OK_CONFIRMED,VERBATIM_WITH_NORMALIZATION_DIFF (char-4gram containment >=0.9 on stated page),N,,quote_check=NOT_FOUND; c4_text=0.0; c4_ocr=0.93; text_len=0; ocr_len=2886,,,"numeric tokens: 4 significant, 4 found on stated page (text layer/OCR); best-matching page p.13 (c4=0.93)",,,HIGH,citation,RESOLVED,FACT,VKM_REGIONAL,NOT_APPLICABLE,TL/OCR char-4gram + numeric-token presence,,,extraction_method=OCR_VISUALLY_CONFIRMED,
