correction_id,origin,target_type,target_ids,source_id,pdf_page,field,old_value,new_value,reason,severity,ledger_ref,status,confidence,affected_catalogues,basis
QA-C-R2-008,QA_RULE,NEW_VN,EV-VN-S014-1063,VKM-SRC-014,191,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=1,MAJOR,QA-A-02084,PROPOSED,MEDIUM,conflict notes,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R2-009,QA_RULE,NEW_VN,EV-VN-S016-0031,VKM-SRC-016,5,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=1,MAJOR,QA-A-02183,PROPOSED,MEDIUM,MATHEMATICAL_MODEL_REGISTRY.csv,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R2-010,QA_RULE,NEW_VN,EV-VN-S023-0206,VKM-SRC-023,40,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-02588,RESOLVED_BY_QA,MEDIUM,information_lifecycle_matrix.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-02588)
QA-C-R2-011,QA_RULE,NEW_VN,EV-VN-S025-0102 EV-VN-S025-0104 EV-VN-S025-0796 EV-VN-S025-1136 EV-VN-S025-1137,VKM-SRC-025,11;145;198,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=5,MAJOR,QA-A-02898 QA-A-02900 QA-A-03318 QA-A-03472 QA-A-03473,PROPOSED,MEDIUM,stratigraphic_units.csv; conflict notes; SOURCE_CITATION_GRAPH.csv,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R2-012,QA_RULE,NEW_VN,EV-VN-S026-0179 EV-VN-S026-0180 EV-VN-S026-0181 EV-VN-S026-0182 EV-VN-S026-0183 EV-VN-S026-0184,VKM-SRC-026,5;9;13;20;21,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=6,MAJOR,QA-A-03528 QA-A-03529 QA-A-03530 QA-A-03531 QA-A-03532 QA-A-03533,PROPOSED,MEDIUM,open questions,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R2-013,QA_RULE,NEW_VN,EV-VN-S029-0391,VKM-SRC-029,155,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=1,MAJOR,QA-A-03715,PROPOSED,MEDIUM,conflict notes,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R2-014,QA_RULE,NEW_VN,EV-VN-S037-0699 EV-VN-S037-0709 EV-VN-S037-0732 EV-VN-S037-0861 EV-VN-S037-0870 EV-VN-S037-0899,VKM-SRC-037,115;118;121;160;162;167,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=6,MAJOR,QA-A-04437 QA-A-04446 QA-A-04465 QA-A-04567 QA-A-04573 QA-A-04594,PROPOSED,MEDIUM,MATHEMATICAL_MODEL_REGISTRY.csv; conflict notes,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R2-015,QA_RULE,NEW_VN,EV-VN-S041-0031,VKM-SRC-041,4,quote,English paraphrase / summary,verbatim source sentence(s) (Russian),quote field must be verbatim; numbers were checked on the page by numeric-token presence; n=1,MAJOR,QA-A-04991,PROPOSED,MEDIUM,conflict notes,rule R2 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-016,QA_RULE,NEW_VN,EV-VN-S003-0287,VKM-SRC-003,78,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=1,MAJOR,QA-A-00150,PROPOSED,MEDIUM,mechanics_evidence_catalog.csv,rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-017,QA_RULE,NEW_VN,EV-VN-S005-0045,VKM-SRC-005,5,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=1,MAJOR,QA-A-00232,PROPOSED,MEDIUM,lifecycle_stages.csv,rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-018,QA_RULE,NEW_VN,EV-VN-S006-0273,VKM-SRC-006,85,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=1,MAJOR,QA-A-00318,PROPOSED,MEDIUM,claims (context),rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-019,QA_RULE,NEW_VN,EV-VN-S011-0332 EV-VN-S011-0333 EV-VN-S011-0379 EV-VN-S011-0758 EV-VN-S011-0824 EV-VN-S011-1468 EV-VN-S011-1670 EV-VN-S011-2766,VKM-SRC-011,19;23;35;43;71;78;148,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=8,MAJOR,QA-A-00512 QA-A-00513 QA-A-00529 QA-A-00623 QA-A-00664 QA-A-00884 QA-A-00983 QA-A-01285,PROPOSED,MEDIUM,SOURCE_CITATION_GRAPH.csv; stratigraphic_units.csv; open questions; conflict notes,rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-020,QA_RULE,NEW_VN,EV-VN-S012-0358,VKM-SRC-012,59,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=1,MAJOR,QA-A-01623,PROPOSED,MEDIUM,claims (context),rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-021,QA_RULE,NEW_VN,EV-VN-S014-0881 EV-VN-S014-1000,VKM-SRC-014,130;171,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=2,MAJOR,QA-A-01978 QA-A-02040,PROPOSED,MEDIUM,open questions; mechanics_evidence_catalog.csv,rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-022,QA_RULE,NEW_VN,EV-VN-S016-0115,VKM-SRC-016,11,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=1,MAJOR,QA-A-02206,PROPOSED,MEDIUM,conflict notes,rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-023,QA_RULE,NEW_VN,EV-VN-S028-0194,VKM-SRC-028,420,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=1,MAJOR,QA-A-03586,PROPOSED,MEDIUM,claims (context),rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R3-024,QA_RULE,NEW_VN,EV-VN-S030-0063 EV-VN-S030-0078,VKM-SRC-030,5;6,quote / pdf_page,quote not matching stated page (text-layer extraction),re-check quote against the page; correct wording or page,char-4gram containment <0.6 on the stated page despite TEXT_LAYER/DOCX method; n=2,MAJOR,QA-A-03751 QA-A-03754,PROPOSED,MEDIUM,conflict notes; open questions,rule R3 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R4-025,QA_RULE,NEW_VN,EV-VN-S002-0010,VKM-SRC-002,6,pdf_page,stated page,best-matching page (see ledger surrounding_context_result),quote found with c4>=0.85 on another page and <0.6 on the stated page; n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-00052,RESOLVED_BY_QA,MEDIUM,coordinate_datum_evidence.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-00052)
QA-C-R4-026,QA_RULE,NEW_VN,EV-VN-S012-0221,VKM-SRC-012,45,pdf_page,stated page,best-matching page (see ledger surrounding_context_result),quote found with c4>=0.85 on another page and <0.6 on the stated page; n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-01572,RESOLVED_BY_QA,MEDIUM,spatial_hierarchy.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-01572)
QA-C-R4-027,QA_RULE,NEW_VN,EV-VN-S025-0502,VKM-SRC-025,94,pdf_page,stated page,best-matching page (see ledger surrounding_context_result),quote found with c4>=0.85 on another page and <0.6 on the stated page; n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-03108,RESOLVED_BY_QA,MEDIUM,mechanics_evidence_catalog.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03108)
QA-C-R4-028,QA_RULE,NEW_VN,EV-VN-S027-0058,VKM-SRC-027,6,pdf_page,stated page,best-matching page (see ledger surrounding_context_result),quote found with c4>=0.85 on another page and <0.6 on the stated page; n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-03549,RESOLVED_BY_QA,MEDIUM,MATHEMATICAL_MODEL_REGISTRY.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03549)
QA-C-R4-029,QA_RULE,NEW_VN,EV-VN-S037-0388,VKM-SRC-037,52,pdf_page,stated page,best-matching page (see ledger surrounding_context_result),quote found with c4>=0.85 on another page and <0.6 on the stated page; n=1,MAJOR,QA-A-04211,PROPOSED,MEDIUM,mining_geometry_catalog.csv,rule R4 over ledger QA_AUTO_QUOTE rows still UNRESOLVED (quote triage + numeric-token check)
QA-C-R5-030,QA_RULE,NEW_VN,EV-VN-S002-0032 EV-VN-S002-0033 EV-VN-S002-0034 EV-VN-S002-0035,VKM-SRC-002,15,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=4; members rendered/checked by QA; remaining open issue is tracked in the ledger (unresolved_class) and in the QA-C-M rows,MAJOR,QA-A-00065 QA-A-00066 QA-A-00067 QA-A-00068,CHECKED_BY_QA_OPEN_ISSUE,MEDIUM,monitoring_observation_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-00065, QA-A-00066, QA-A-00067, QA-A-00068)"
QA-C-R5-031,QA_RULE,NEW_VN,EV-VN-S003-0144 EV-VN-S003-0174,VKM-SRC-003,42;47,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=2; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-00127 QA-A-00136,DOWNGRADED_BY_QA,MEDIUM,monitoring_observation_catalog.csv; mechanics_evidence_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-00127, QA-A-00136)"
QA-C-R5-032,QA_RULE,NEW_VN,EV-VN-S004-0034,VKM-SRC-004,6,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-00205,RESOLVED_BY_QA,MEDIUM,coordinate_datum_evidence.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-00205)
QA-C-R5-033,QA_RULE,NEW_VN,EV-VN-S005-0015 EV-VN-S005-0016 EV-VN-S005-0017 EV-VN-S005-0018 EV-VN-S005-0023 EV-VN-S005-0036,VKM-SRC-005,2;4,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=6; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-00220 QA-A-00221 QA-A-00222 QA-A-00223 QA-A-00227 QA-A-00229,DOWNGRADED_BY_QA,MEDIUM,borehole_catalog.csv; coordinate_datum_evidence.csv; mining_geometry_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-00220, QA-A-00221, QA-A-00222, QA-A-00223, QA-A-00227, QA-A-00229)"
QA-C-R5-034,QA_RULE,NEW_VN,EV-VN-S011-0491 EV-VN-S011-0492 EV-VN-S011-0493 EV-VN-S011-0494 EV-VN-S011-0882 EV-VN-S011-0883 EV-VN-S011-0884 EV-VN-S011-0885 EV-VN-S011-0886 EV-VN-S011-0887 EV-VN-S011-0888 EV-VN-S011-0889 EV-VN-S011-0890 EV-VN-S011-0891 EV-VN-S011-0892 EV-VN-S011-0893 EV-VN-S011-0894 EV-VN-S011-0895 EV-VN-S011-0896 EV-VN-S011-0897 EV-VN-S011-0898 EV-VN-S011-0899 EV-VN-S011-0900 EV-VN-S011-0901 EV-VN-S011-0902 EV-VN-S011-0903 EV-VN-S011-0904 EV-VN-S011-1536,VKM-SRC-011,27;47;78,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=28; members rendered/checked by QA; remaining open issue is tracked in the ledger (unresolved_class) and in the QA-C-M rows,MAJOR,QA-A-00561 QA-A-00562 QA-A-00563 QA-A-00564 QA-A-00692 QA-A-00693 QA-A-00694 QA-A-00695 QA-A-00696 QA-A-00697 QA-A-00698 QA-A-00699 QA-A-00700 QA-A-00701 QA-A-00702 QA-A-00703 QA-A-00704 QA-A-00705 QA-A-00706 QA-A-00707 QA-A-00708 QA-A-00709 QA-A-00710 QA-A-00711 QA-A-00712 QA-A-00713 QA-A-00714 QA-A-00911,CHECKED_BY_QA_OPEN_ISSUE,MEDIUM,borehole_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-00561, QA-A-00562, QA-A-00563, QA-A-00564, QA-A-00692, QA-A-00693, QA-A-00694, QA-A-00695, QA-A-00696, QA-A-00697, QA-A-00698, QA-A-00699...)"
QA-C-R5-035,QA_RULE,NEW_VN,EV-VN-S012-0076 EV-VN-S012-0421 EV-VN-S012-0490 EV-VN-S012-0491 EV-VN-S012-0513 EV-VN-S012-0514 EV-VN-S012-0517 EV-VN-S012-0570 EV-VN-S012-0571 EV-VN-S012-0574 EV-VN-S012-0581 EV-VN-S012-0587 EV-VN-S012-0732 EV-VN-S012-0735 EV-VN-S012-0736,VKM-SRC-012,28;72;90;96;97;105;106;107;108;129;130,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=15; 3 open members checked by QA (issue tracked in ledger), 5 downgraded as low-impact (not rendered)",MAJOR,QA-A-01561 QA-A-01657 QA-A-01675 QA-A-01676 QA-A-01685 QA-A-01686 QA-A-01689 QA-A-01710 QA-A-01711 QA-A-01713 QA-A-01715 QA-A-01718 QA-A-01743 QA-A-01746 QA-A-01747,CHECKED_OR_DOWNGRADED_BY_QA,MEDIUM,mining_geometry_catalog.csv; claims (context); spatial_hierarchy.csv; stratigraphic_units.csv; conflict notes; coordinate_datum_evidence.csv; monitoring_observation_catalog.csv; mining_chronology_catalog.csv; information_lifecycle_matrix.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-01561, QA-A-01657, QA-A-01675, QA-A-01676, QA-A-01685, QA-A-01686, QA-A-01689, QA-A-01710, QA-A-01711, QA-A-01713, QA-A-01715, QA-A-01718...)"
QA-C-R5-036,QA_RULE,NEW_VN,EV-VN-S014-0598 EV-VN-S014-0672 EV-VN-S014-0738 EV-VN-S014-0745 EV-VN-S014-0813 EV-VN-S014-0851 EV-VN-S014-0900 EV-VN-S014-0998 EV-VN-S014-1065 EV-VN-S014-1097,VKM-SRC-014,99;103;111;119;138;170;192;203,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=10; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-01943 QA-A-01953 QA-A-01959 QA-A-01960 QA-A-01966 QA-A-01972 QA-A-01983 QA-A-02039 QA-A-02086 QA-A-02107,DOWNGRADED_BY_QA,MEDIUM,coordinate_datum_evidence.csv; borehole_catalog.csv; mechanics_evidence_catalog.csv; stratigraphic_units.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-01943, QA-A-01953, QA-A-01959, QA-A-01960, QA-A-01966, QA-A-01972, QA-A-01983, QA-A-02039, QA-A-02086, QA-A-02107)"
QA-C-R5-037,QA_RULE,NEW_VN,EV-VN-S015-0038 EV-VN-S015-0040,VKM-SRC-015,6,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=2; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-02166 QA-A-02167,RESOLVED_BY_QA,MEDIUM,coordinate_datum_evidence.csv; borehole_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-02166, QA-A-02167)"
QA-C-R5-038,QA_RULE,NEW_VN,EV-VN-S018-0033 EV-VN-S018-0035,VKM-SRC-018,5;6,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=2; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-02238 QA-A-02239,DOWNGRADED_BY_QA,MEDIUM,coordinate_datum_evidence.csv; seismic_geophysics_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-02238, QA-A-02239)"
QA-C-R5-039,QA_RULE,NEW_VN,EV-VN-S020-0050 EV-VN-S020-0051 EV-VN-S020-0052 EV-VN-S020-0053 EV-VN-S020-0054 EV-VN-S020-0055 EV-VN-S020-0056 EV-VN-S020-0057 EV-VN-S020-0058 EV-VN-S020-0059 EV-VN-S020-0060 EV-VN-S020-0061 EV-VN-S020-0062 EV-VN-S020-0063 EV-VN-S020-0064 EV-VN-S020-0065 EV-VN-S020-0066 EV-VN-S020-0067 EV-VN-S020-0068 EV-VN-S020-0069 EV-VN-S020-0070 EV-VN-S020-0071 EV-VN-S020-0072 EV-VN-S020-0145,VKM-SRC-020,8;22,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=24; members rendered/checked by QA; remaining open issue is tracked in the ledger (unresolved_class) and in the QA-C-M rows,MAJOR,QA-A-02336 QA-A-02337 QA-A-02338 QA-A-02339 QA-A-02340 QA-A-02341 QA-A-02342 QA-A-02343 QA-A-02344 QA-A-02345 QA-A-02346 QA-A-02347 QA-A-02348 QA-A-02349 QA-A-02350 QA-A-02351 QA-A-02352 QA-A-02353 QA-A-02354 QA-A-02355 QA-A-02356 QA-A-02357 QA-A-02358 QA-A-02386,CHECKED_BY_QA_OPEN_ISSUE,MEDIUM,borehole_catalog.csv; mining_geometry_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-02336, QA-A-02337, QA-A-02338, QA-A-02339, QA-A-02340, QA-A-02341, QA-A-02342, QA-A-02343, QA-A-02344, QA-A-02345, QA-A-02346, QA-A-02347...)"
QA-C-R5-040,QA_RULE,NEW_VN,EV-VN-S021-0044,VKM-SRC-021,4,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-02515,DOWNGRADED_BY_QA,MEDIUM,coordinate_datum_evidence.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-02515)
QA-C-R5-041,QA_RULE,NEW_VN,EV-VN-S023-0204 EV-VN-S023-0205 EV-VN-S023-0281 EV-VN-S023-0304 EV-VN-S023-0305 EV-VN-S023-0352 EV-VN-S023-0384,VKM-SRC-023,40;44;48;63;73,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=7; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-02586 QA-A-02587 QA-A-02650 QA-A-02662 QA-A-02663 QA-A-02693 QA-A-02710,RESOLVED_BY_QA,MEDIUM,monitoring_observation_catalog.csv; information_lifecycle_matrix.csv; mining_chronology_catalog.csv; mechanics_evidence_catalog.csv; spatial_hierarchy.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-02586, QA-A-02587, QA-A-02650, QA-A-02662, QA-A-02663, QA-A-02693, QA-A-02710)"
QA-C-R5-042,QA_RULE,NEW_VN,EV-VN-S025-0366 EV-VN-S025-0367 EV-VN-S025-0401 EV-VN-S025-0565 EV-VN-S025-0571 EV-VN-S025-0577 EV-VN-S025-0624 EV-VN-S025-0628 EV-VN-S025-0629 EV-VN-S025-0692 EV-VN-S025-0799 EV-VN-S025-0857 EV-VN-S025-0939 EV-VN-S025-0940 EV-VN-S025-0941 EV-VN-S025-0942,VKM-SRC-025,73;76;107;115;127;146;157;170,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=16; members rendered/checked by QA; remaining open issue is tracked in the ledger (unresolved_class) and in the QA-C-M rows,MAJOR,QA-A-03018 QA-A-03019 QA-A-03048 QA-A-03158 QA-A-03164 QA-A-03170 QA-A-03204 QA-A-03208 QA-A-03209 QA-A-03256 QA-A-03321 QA-A-03354 QA-A-03405 QA-A-03406 QA-A-03407 QA-A-03408,CHECKED_BY_QA_OPEN_ISSUE,MEDIUM,MATHEMATICAL_MODEL_REGISTRY.csv; rheology_evidence_catalog.csv; mechanics_evidence_catalog.csv; conflict notes,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03018, QA-A-03019, QA-A-03048, QA-A-03158, QA-A-03164, QA-A-03170, QA-A-03204, QA-A-03208, QA-A-03209, QA-A-03256, QA-A-03321, QA-A-03354...)"
QA-C-R5-043,QA_RULE,NEW_VN,EV-VN-S028-0038,VKM-SRC-028,23,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-03554,RESOLVED_BY_QA,MEDIUM,mining_geometry_catalog.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03554)
QA-C-R5-044,QA_RULE,NEW_VN,EV-VN-S029-0220,VKM-SRC-029,126,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,"critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; open members judged low-impact by QA (criticality downgraded, not rendered); re-check on the page before any use",MAJOR,QA-A-03682,DOWNGRADED_BY_QA,MEDIUM,MATHEMATICAL_MODEL_REGISTRY.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03682)
QA-C-R5-045,QA_RULE,NEW_VN,EV-VN-S030-0035 EV-VN-S030-0038,VKM-SRC-030,4,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=2; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-03726 QA-A-03729,RESOLVED_BY_QA,MEDIUM,borehole_catalog.csv; mechanics_evidence_catalog.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03726, QA-A-03729)"
QA-C-R5-046,QA_RULE,NEW_VN,EV-VN-S035-0018,VKM-SRC-035,4,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=1; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-03842,RESOLVED_BY_QA,MEDIUM,mechanics_evidence_catalog.csv,v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03842)
QA-C-R5-047,QA_RULE,NEW_VN,EV-VN-S036-0012 EV-VN-S036-0026 EV-VN-S036-0039 EV-VN-S036-0041 EV-VN-S036-0042 EV-VN-S036-0048 EV-VN-S036-0061 EV-VN-S036-0062,VKM-SRC-036,2;4;5;6;7;9,locator_verification,visual/OCR transcription with numbers not present on page text,render and confirm (local/next pass) before use as parameter/coordinate,critical record; transcription cannot be verified deterministically (raster table/figure or noisy OCR); n=8; all members resolved or corrected by QA verdicts of the resume pass,MAJOR,QA-A-03855 QA-A-03864 QA-A-03875 QA-A-03876 QA-A-03877 QA-A-03881 QA-A-03892 QA-A-03893,RESOLVED_BY_QA,MEDIUM,mechanics_evidence_catalog.csv; MATHEMATICAL_MODEL_REGISTRY.csv,"v1 rule group re-evaluated against visual_ocr_qa_ledger.csv (QA-A-03855, QA-A-03864, QA-A-03875, QA-A-03876, QA-A-03877, QA-A-03881, QA-A-03892, QA-A-03893)"
