process_id,process,domain,group,causal_role,causal_path_to_subsidence,required_variables,required_parameters,governing_equations,local_evidence,external_evidence_needed,site_relevance,scale_spatial,scale_temporal,scale,uncertainty,identifiability,expected_importance,expected_importance_level,normal_scenario_role,candidate_future_tool,planned_execution_status,readiness,data_gaps,status,scope,confidence,source_ids,locator,vn_ids,n_local_evidence,n_skru1_scoped_evidence,best_evidence_scope,equation_vn_ids,math_model_ids_FORMULAS_draft,prev_release_refs,key_vn_id,key_quote_check,notes
PC-54,Массовое обрушение целиков (катастрофическое; СКРУ-2 1995),dynamics,DYN,аварийный сценарий резкого оседания,"зона пониженной прочности (замещение) + растягивающие напряжения → массовое разрушение целиков → мгновенное оседание 4,5 м, мульда 650×850 м, землетрясение Ms 4,2",—,—,C′≥C_крит → η(t)=η′0 (мгновенное разрушение) [EV-VN-S038-0016],"1995-01-05 СКРУ-2 (1-2 СВП, рядом с целиком СКРУ-1–СКРУ-2): оседание 4,5 м, мульда 650×850 м; открытые трещины (растяжение) в выработках севернее зоны замещения — предвестник; нормативно: при C′≥C_крит мгновенное разрушение",—,ACCIDENT only (соседний рудник),панель/блок,мгновенно,FIELD,—,—,LOW для нормального сценария СКРУ-1; учитывается как граничное событие соседа,LOW,ACCIDENT_ONLY,FLAC3D (dynamic) — отдельный gate,CONTEXT_ONLY,NOT_APPLICABLE_NORMAL_SCENARIO,—,FACT,SKRU2,HIGH,VKM-SRC-012;VKM-SRC-011;VKM-SRC-025;VKM-SRC-038,"VKM-SRC-012 p.32 (§1.4.2, [42]); VKM-SRC-012 p.33 (§1.4.2, [42]); VKM-SRC-011 p.32 (текст с.62); VKM-SRC-025 p.181 (§7.5); VKM-SRC-038 p.2 (с. 241–242)",EV-VN-S012-0146;EV-VN-S012-0156;EV-VN-S011-0568;EV-VN-S025-1037;EV-VN-S038-0015,5,1,SKRU1,EV-VN-S038-0016,MM-DISS-001,,EV-VN-S012-0146,EXACT,событие СКРУ-2 влияет на поле смещений у межрудничного целика
PC-55,"Газодинамические явления (внезапные выбросы соли и газа, суфляры)",dynamics,DYN,локальная опасность призабойной зоны,"газонасыщенные зоны (карналлит Вк, приконтактные скопления) + разгрузка при выемке → выброс/суфляр → локальная полость, обрушение; на оседание поверхности практически не влияет",—,"газоносность (СКРУ-1: карналлит В 0,3–2,5 м3/м3 свободных), давление газа",критерий h_вз (выброс из почвы камер Вк) [EV-VN-S014-0850],"СКРУ-1: наибольшее число выбросов соли и газа — в местах повышенной складчатости/трещиноватости; приконтактные газовые скопления на глинистом прослое пласта В–ВГ; карналлит пласта В газоносен; по сильвинитовым и смешанным солям за 1968–1989 на СКПРУ-1 — 1 явление (КрII, 1987, обрушение из кровли 1092 т); карналлитовый пласт Вк выбросоопасен (нормативные меры: торпедирование, дегазация); газоносность пластов СКПРУ-1",—,NORMAL: не для оседаний (локальная безопасность),забой/камера,мгновенно,FIELD,—,—,LOW для оседаний поверхности,LOW,CONTEXT_OR_NEGLIGIBLE,—,CONTEXT_ONLY,NOT_APPLICABLE_NORMAL_SCENARIO,—,FACT,SKRU1,HIGH,VKM-SRC-014;VKM-SRC-037;VKM-SRC-026,"VKM-SRC-014 p.26 (§1.5); VKM-SRC-037 p.17 (§1.2.2, выбросы на СКПРУ-1); VKM-SRC-026 p.22 (§4.3, ссылка [9]); VKM-SRC-037 p.80 (Табл. 5.1 (с.158–159)); VKM-SRC-037 p.81 (Табл. 5.2 (с.160)); VKM-SRC-037 p.16 (Табл. 1.6, рудник СКПРУ-1); VKM-SRC-014 p.118 (§4.2, Рис. 4.4)",EV-VN-S014-0330;EV-VN-S037-0185;EV-VN-S026-0112;EV-VN-S037-0508;EV-VN-S037-0514;EV-VN-S037-0178;EV-VN-S014-0850,7,5,SKRU1,EV-VN-S014-0850,,,EV-VN-S014-0330,EXACT,
PC-56,"Буровзрывное воздействие (отбойка, торпедирование карналлита)",dynamics,DYN,локальное повреждение приконтурного массива,"взрывание → зона трещиноватости (R_эф≤1,5 м при торпедировании) → снижение прочности краевых зон целиков/кровли; на СКРУ-1 основной способ — комбайновый",R_эф,"R_эф≤1,5 м; сетка шпуров",—,"СКРУ-1: торпедирование карналлита Вк (зона повышенной трещиноватости R_эф≤1,5 м) — дегазация/разгрузка; основной способ отбойки — комбайновый, БВР — второстепенный; БВР снижает устойчивость выработок и прочность целиков, в т.ч. ВЗТ (качественно)",—,NORMAL: локально,"≤1,5 м от контура",мгновенно,DESIGN,—,—,LOW для оседаний поверхности,LOW,CONTEXT_OR_NEGLIGIBLE,—,CONTEXT_ONLY,EVIDENCE_WEAK,—,FACT,SKRU1,HIGH,VKM-SRC-014;VKM-SRC-020;VKM-SRC-027;VKM-SRC-037;VKM-SRC-024,VKM-SRC-014 p.116 (§4.2); VKM-SRC-020 p.66 (§2); VKM-SRC-027 p.2 (§ введение); VKM-SRC-037 p.150 (§8.2.3); VKM-SRC-024 p.124 (Прил.1 §2.4.1),EV-VN-S014-0840;EV-VN-S020-0205;EV-VN-S027-0008;EV-VN-S037-0824;EV-VN-S024-0427,5,2,SKRU1,,,,EV-VN-S014-0840,EXACT,
PC-57,"Распространение упругих волн как наблюдение (МОГТ, шахтная сейсморазведка ПВРО, акустический каротаж)",dynamics,OBS,наблюдение геометрии и упругой структуры (не смещений),"упругая структура (Vp, Vs, ρ, границы) → времена и амплитуды отражений / Vp-каротаж → горизонты ВЗТ, аномальные зоны, E и UCS по корреляциям","Vp, Vs, ρ, отражающие границы",скоростные модели; статико-динамические корреляции,годографы отражённых волн (TEXTBOOK); E_d по Vp [EV-VN-S025-0167],"сеть профилей МОГТ ГИ УрО РАН над шахтными полями; шахтная сейсморазведка на поперечных волнах (ПВРО) — форма залегания ВЗТ и динамические характеристики; сейсмогеомеханический контроль ВЗТ (частичное покрытие); АК-каротаж в скважинах 234с, 1036, 1402–1409 (SKRU1_SKRU2); 3D Vp-модель — INTERPOLATION; модель Лебедевой построена без сейсмики",сейсмические разрезы по СКРУ-1 (значения в корпусе отсутствуют),NORMAL: как наблюдение структуры,профиль/скважина,кампании,FIELD,—,—,"MEDIUM: для геометрии ВЗТ и поля свойств, не для прямой калибровки оседаний",MEDIUM,OBSERVATION,Madagascar/Devito (синтетика); Python,OBSERVATION_OPERATOR,EVIDENCE_WEAK,данные сейсмики и каротажа СКРУ-1,FACT,SKRU1_SKRU2,MEDIUM,VKM-SRC-012;VKM-SRC-021;VKM-SRC-011,"VKM-SRC-012 p.35 (§1.4.3); VKM-SRC-012 p.35 (§1.4.3 pp.35-36); VKM-SRC-012 p.36 (§1.4.3); VKM-SRC-021 p.3 (p.2-3 (ссылка [6]); этап 3 методики); VKM-SRC-011 p.8 (§1.2; рис. 1.5); VKM-SRC-012 p.70 (§3.3); VKM-SRC-012 p.83 (§3.5, Рис. 3.17); VKM-SRC-012 p.63 (§3.1 p.63)",EV-VN-S012-0178;EV-VN-S012-0180;EV-VN-S012-0182;EV-VN-S021-0056;EV-VN-S011-0071;EV-VN-S012-0405;EV-VN-S012-0466;EV-VN-S012-0295,8,3,SKRU1_SKRU2,EV-VN-S025-0167,MM-ELAST-005,,EV-VN-S012-0180,EXACT,
PC-58,Распространение ЭМ-волн как наблюдение (георадиолокация GPR),EM,OBS,"наблюдение геометрии пластов, «коржей», зон нарушенности, закладки (не смещений поверхности)","геометрия + ε, σ (соль, глинистые «коржи» с высоким затуханием, влага на почве) → радарограмма (TWT) → положение пластов/прослоев; скорость ЭМ-волн в целике ↔ нарушенность краевой зоны","ε_r, σ, геометрия отражателей","скорости 8–12 см/нс (соль/бетон), частоты 100–900 МГц; анизотропия",h=v·t/2 [EV-VN-S040-0165]; ε=(c/v)² [EV-VN-S041-0024]; V=r/(t−Δt) [EV-VN-S040-0274],"SIR-4000 400/900 МГц: отражения в сильвинитовой пачке — «коржи» (глинисто-ангидритовые, сильное затухание); разрешение ~8 см (400) / ~3 см (900 МГц); СКРУ-3: скорость ЭМ ниже в приконтурной зоне целиков (1–4 м), связь с возрастом целика (гипотеза); оценка полноты закладки по GPR (непроверенное утверждение)","ε, σ соляных пород ВКМ по многим образцам; данные GPR СКРУ-1",NORMAL: как наблюдение,0–30 м от выработки,кампании,FIELD,2 образца для ЭМ-свойств; интерпретации авторов,—,LOW для оседаний напрямую; MEDIUM для гипсометрии пластов и состояния целиков,LOW,OBSERVATION,gprMax; RadExplorer/Python,OBSERVATION_OPERATOR,EVIDENCE_WEAK,ЭМ-свойства; данные СКРУ-1,FACT,VKM_REGIONAL,MEDIUM,VKM-SRC-015;VKM-SRC-040;VKM-SRC-041,"VKM-SRC-015 p.4 (§Методы; Рис. 1); VKM-SRC-015 p.6 (Рис. 2 (а, б, в)); VKM-SRC-015 p.8 (§Результаты); VKM-SRC-040 p.120 (§4.2); VKM-SRC-040 p.135 (§4.5 (p135-136)); VKM-SRC-041 p.2 (Введение); VKM-SRC-040 p.147 (Заключение п.4); VKM-SRC-015 p.6 (§Результаты опытно-методических работ)",EV-VN-S015-0018;EV-VN-S015-0039;EV-VN-S015-0048;EV-VN-S040-0282;EV-VN-S040-0338;EV-VN-S041-0006;EV-VN-S040-0381;EV-VN-S015-0034,8,0,SKRU3,EV-VN-S040-0165;EV-VN-S041-0024;EV-VN-S040-0274,MM-GPR-001;MM-GPR-002,,EV-VN-S015-0048,EXACT,GPR ≠ оседание поверхности
PC-59,"Акустическая эмиссия и ультразвук как наблюдение (эффект Кайзера, контроль повреждённости)",damage,OBS,наблюдение напряжений в целиках и повреждённости,"напряжённое состояние/повреждённость → АЭ при нагружении стенок скважин (эффект Кайзера) и падение Vp → оценка σ в целиках, опорных зон, дилатансии","σ(x) в целике, D",методика гидродомкрата; пороги АЭ,точка Кайзера по максимуму кривизны активности АЭ [EV-VN-S029-0112],два механизма АЭ при нагружении стенок скважины в соли (реактивация при p=σ; растяжение при p≥p_кр); измерения σ в МКЦ БКПРУ-2 и СКРУ-3; LAB: падение Vp поперёк нагрузки у порога дилатансии,измерения напряжений в МКЦ СКРУ-1,NORMAL: как наблюдение,0–8 м от контура,кампании,FIELD,не СКРУ-1,—,MEDIUM: единственный источник натурных σ в целиках,MEDIUM,OBSERVATION,Python (обработка АЭ),OBSERVATION_OPERATOR,EVIDENCE_WEAK,данные СКРУ-1,FACT,OTHER_VKM_SITE,MEDIUM,VKM-SRC-029;VKM-SRC-025,"VKM-SRC-029 p.5 (Введение); VKM-SRC-029 p.104 (§3.2.4, Рис. 3.14 (p.105)); VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2)); VKM-SRC-029 p.132 (§5.1.2, Рис. 5.5 а (участок № 1)); VKM-SRC-025 p.48 (§2.8); VKM-SRC-025 p.102 (§4.1 p.102, рис. 4.5)",EV-VN-S029-0006;EV-VN-S029-0180;EV-VN-S029-0226;EV-VN-S029-0240;EV-VN-S025-0263;EV-VN-S025-0532,6,0,SKRU3,EV-VN-S029-0112,MM-STRESS-007,,EV-VN-S029-0180,FUZZY_82,
PC-60,Геометрическое нивелирование по профильным линиям (наблюдение u_z реперов),surface,OBS,основное маркшейдерское наблюдение вертикальных смещений,"u_z(x_i,t) − u_z(x_ref,t) → превышения → отметки реперов по циклам → оседание η=H_{m-1}−H_m",u_z реперов,СКП превышения ≤1 мм на 1 км двойного хода; частота циклов по скорости оседания; опорные реперы,η=H_{m−1}−H_m [EV-VN-S024-0189]; i=(η_n−η_{n−1})/l [EV-VN-S024-0191]; K=(i_m−i_{m−1})/l_ср [EV-VN-S024-0192],"нивелирование на профильных линиях ВКМ: СКП ≤1 мм на 1 км двойного хода; частота кампаний от скорости (<20 мм/год — раз в 3 года … 200–400 мм/год — чаще); СКРУ-1: профильная линия 12 (реперы 45–78, блок 201) с 1989 г.; линия №1 через целик СКРУ-1–СКРУ-2 (30 эпох с 2000; с 2003 — 30 реперов); одиночный ход, привязанный к реперам барьерного целика (линия №3 СКРУ-2)",координаты реперов и таблицы отметок СКРУ-1 (в корпусе — графики),NORMAL: да,"репер (точка), шаг ~20–50 м",циклы 1/3 года … несколько в год,FIELD,опорные реперы могут смещаться (барьерный целик),высокая,HIGH: главный наблюдаемый ряд для прогноза и валидации,HIGH,OBSERVATION,Python/MATLAB,OBSERVATION_OPERATOR,READY_FOR_LOCAL,"GAP-010 (точность, шаг, эпохи СКРУ-1); значения только оцифровкой рисунков",FACT,SKRU1,HIGH,VKM-SRC-012;VKM-SRC-011;VKM-SRC-024,"VKM-SRC-012 p.42 (§2.1); VKM-SRC-012 p.41 (§2.1 pp.41-42); VKM-SRC-012 p.41 (§2.1); VKM-SRC-011 p.130 (стр. 259; Рис. 4.6, 4.7б); VKM-SRC-011 p.131 (Рис. 4.7б); VKM-SRC-012 p.51 (Рис. 2.8 (300 dpi)); VKM-SRC-012 p.57 (§2.4 p.57); VKM-SRC-012 p.43 (§2.2); VKM-SRC-024 p.73 (формула (2), §6.3.1)",EV-VN-S012-0203;EV-VN-S012-0200;EV-VN-S012-0197;EV-VN-S011-2087;EV-VN-S011-2097;EV-VN-S012-0240;EV-VN-S012-0279;EV-VN-S012-0208;EV-VN-S024-0189,9,4,SKRU1,EV-VN-S024-0189;EV-VN-S024-0191;EV-VN-S024-0192,MM-DEF-003,TX-O01;TX-O04;TX-O05;TX-O06;GAP-010,EV-VN-S012-0203,FUZZY_80,READY_FOR_LOCAL относится к форме оператора; данные требуют оцифровки/доступа
PC-61,Горизонтальные деформации по профильным линиям (линейные измерения между реперами),surface,OBS,наблюдение горизонтальных сдвижений и деформаций растяжения/сжатия,u_h вдоль линии → изменение длин интервалов d → ε=(d2−d1)/d; ξ=D2−D1,u_h,точность 1:10 000; тахеометр/лента,ε=(d2−d1)/d [EV-VN-S024-0196]; ξ [EV-VN-S024-0195],"интервалы между реперами измеряются с точностью 1:10 000 (тахеометр/лента); БКПРУ-1: горизонтальные деформации по профилям 14, 19 (≤1988–2002); СКРУ-2 линия №3: вертикальные и горизонтальные смещения 2012–2020 с огибающими СКП",горизонтальные ряды СКРУ-1,NORMAL: да,интервал 20–50 м,циклы,FIELD,—,средняя,MEDIUM: ограничивает горизонтальную компоненту (важно для InSAR LOS),MEDIUM,OBSERVATION,Python,OBSERVATION_OPERATOR,READY_FOR_LOCAL,данные СКРУ-1,FACT,VKM_REGIONAL,HIGH,VKM-SRC-012;VKM-SRC-024;VKM-SRC-011,"VKM-SRC-012 p.42 (§2.1); VKM-SRC-024 p.74 (формула (6), p.74); VKM-SRC-024 p.74 (формула (7), pp.74-75); VKM-SRC-011 p.35 (текст с.68-69; рис. 1.65, 1.66, 1.68); VKM-SRC-012 p.44 (§2.2, рис. 2.2-2.3); VKM-SRC-012 p.47 (Рис. 2.3)",EV-VN-S012-0204;EV-VN-S024-0195;EV-VN-S024-0196;EV-VN-S011-0653;EV-VN-S012-0217;EV-VN-S012-0226,6,0,SKRU2,EV-VN-S024-0196;EV-VN-S024-0195,MM-DEF-003,TX-O02,EV-VN-S012-0204,EXACT,
PC-62,ГНСС-наблюдения (3D положение пунктов),surface,OBS,3D смещения в отдельных точках,"u(x_p,t) (E,N,U) относительно опорной станции → координаты по эпохам",u (3 компоненты),"точность (мм-уровень, относительный метод)",разность координат по эпохам (TEXTBOOK),СКРУ-2: пункт 507 над барьерным целиком СКРУ-2–СКРУ-3 — плановое смещение 79 мм за 2015–2020; Старобин: GPS 35 сут vs InSAR 13 сут — разные интервалы (аналог); для СКРУ-1 ГНСС — только предложение (Филатова),ГНСС СКРУ-1 (отсутствует),NORMAL: да (если есть),точка,эпохи/непрерывно,FIELD,—,высокая,MEDIUM: даёт горизонтальные компоненты для декомпозиции InSAR,MEDIUM,OBSERVATION,Python,OBSERVATION_OPERATOR,EVIDENCE_WEAK,ГНСС-данные СКРУ-1,FACT,SKRU2,MEDIUM,VKM-SRC-012;VKM-SRC-009;VKM-SRC-006;VKM-SRC-023,VKM-SRC-012 p.43 (§2.2 pp.43-44); VKM-SRC-012 p.44 (§2.2); VKM-SRC-009 p.7 (Таблица 2 «Сравнение результатов полевых данных и результато); VKM-SRC-006 p.53 (§5.1 pp.53–54); VKM-SRC-023 p.106 (rendered p.106; §4.3 para 6-8),EV-VN-S012-0209;EV-VN-S012-0214;EV-VN-S009-0033;EV-VN-S006-0130;EV-VN-S023-0473,5,1,SKRU1,,,TX-O02,EV-VN-S012-0214,EXACT,
PC-63,Радарная интерферометрия InSAR (смещение по лучу визирования LOS),surface,OBS,площадное наблюдение проекции вектора смещений на LOS,"u(x,t)·ê_LOS − (то же в опорной точке) + атмосфера + сезонные/немайнинговые члены → фазовые разности → LOS-смещения/скорости; «субвертикаль»=U_LOS/cosθ при пренебрежении горизонталью","u_E, u_N, u_U","θ, β трека; λ; опорная точка; когерентность; сезон 5–6 мес",U_LOS=U_Z cosθ+sinθ(U_N sinβ−U_E cosβ) [EV-VN-S003-0068]; коэффициенты TSX/S1 [EV-VN-S003-0069; 0070; 0281; 0282]; U_Z=U_LOS/cosθ [EV-VN-S003-0073]; двухорбитная оценка [EV-VN-S003-0284],"проекция 3D смещения на LOS; коэффициенты TerraSAR-X (0,815·U_Z−0,075·U_N+0,574·U_E) и Sentinel-1; «субвертикаль» U_LOS/cosθ (Бабаянц) vs d_LOS×cosθ (Старобин, как напечатано) — конфликт; СКРУ-1: карта скоростей PS 2016 (−60…+60 мм/год), сезонные сегменты 2011–2013; InSAR 2011 по СКРУ-1 (зоны 1–7 оседание, зона 8 поднятие); шум ~20,7 мм/год (СКРУ-2, 2022); согласие с нивелированием 5–15 мм (2015–2016); горизонтальные смещения у провалов искажают субвертикаль",сцены/даты/геометрия съёмки для СКРУ-1 (не указаны),NORMAL: да,пиксель/PS (м–десятки м),11–12 сут повтор; сезон,FIELD,горизонтальная контаминация; сезонные артефакты; опорная точка,высокая для площадной картины скоростей,HIGH: единственный площадной источник смещений,HIGH,OBSERVATION,Python (оператор); SNAP/GAMMA (обработка вне проекта),OBSERVATION_OPERATOR,READY_FOR_LOCAL,геометрия съёмки SKRU-1 (EV-VN-S001-0083 open question),FACT,SKRU1,HIGH,VKM-SRC-003;VKM-SRC-009;VKM-SRC-002;VKM-SRC-001,"VKM-SRC-003 p.21 (формула (1.4); стр.20-21); VKM-SRC-003 p.21 (формула (1.5)); VKM-SRC-003 p.21 (формула (1.7)); VKM-SRC-009 p.4 (§8 Преобразование фазы в смещения); VKM-SRC-009 p.4 (§8 vs standard LOS geometry); VKM-SRC-002 p.14 (слайд 14, карта 'Карта скоростей оседаний территории деятель); VKM-SRC-002 p.14 (слайд 14, врезка-график 'Оседания, мм' май 2011 - август 201); VKM-SRC-001 p.12 (Рис.3); VKM-SRC-003 p.69 (§3.4 p.69, Рис. 3.18); VKM-SRC-002 p.15 (слайд 15 (сравнение InSAR и нивелирования)); VKM-SRC-003 p.47 (§3.2 p.47)",EV-VN-S003-0068;EV-VN-S003-0069;EV-VN-S003-0073;EV-VN-S009-0023;EV-VN-S009-0024;EV-VN-S002-0027;EV-VN-S002-0030;EV-VN-S001-0038;EV-VN-S003-0250;EV-VN-S002-0038;EV-VN-S003-0177,11,4,SKRU1,EV-VN-S003-0068;EV-VN-S003-0069;EV-VN-S003-0070;EV-VN-S003-0281;EV-VN-S003-0282;EV-VN-S003-0073;EV-VN-S003-0284,MM-INSAR-012;MM-INSAR-013;MM-INSAR-014;MM-INSAR-015;MM-INSAR-026,TX-O03;TX-O06;TX-O07,EV-VN-S003-0068,NOT_FOUND,конфликт PCF-02 (×cosθ vs ÷cosθ); InSAR ≠ нивелирование
PC-64,Гидростатическое нивелирование (дифференциальные осадки конструкций),surface,OBS,"относительные осадки внутри здания/контура, не абсолютное оседание","u_z(датчик i) − u_z(опорный датчик контура) → неравномерная осадка, наклон β",u_z точек здания,СКП ~1 мм; диапазон 65–70 мм,β_ij=|U_i−U_j|/L_ij [EV-VN-S017-0013]; плоскостная аппроксимация [EV-VN-S017-0016],"Березники, >35 зданий, 2013/2014–2022: дифференциальные осадки непрерывны, местами ускорение; измеряют относительные, а не абсолютные смещения; ошибки от перепадов T, высыхания",на СКРУ-1 не применялось (в корпусе нет),NORMAL: модальность-аналог,здание,непрерывно,FIELD,—,—,LOW для СКРУ-1 (нет данных); полезна как дизайн,LOW,OBSERVATION,Python,OBSERVATION_OPERATOR,EVIDENCE_WEAK,—,ANALOGUE,OTHER_VKM_SITE,HIGH,VKM-SRC-017,VKM-SRC-017 p.1 (Аннотация); VKM-SRC-017 p.2 (Метод гидростатического нивелирования); VKM-SRC-017 p.2 (p.2 (unnumbered formula)); VKM-SRC-017 p.7 (p.7); VKM-SRC-017 p.7 (p.7),EV-VN-S017-0003;EV-VN-S017-0009;EV-VN-S017-0013;EV-VN-S017-0045;EV-VN-S017-0046,5,0,BKPRU1,EV-VN-S017-0013;EV-VN-S017-0016,MM-DEF-001;MM-DEF-002,,EV-VN-S017-0009,FUZZY_62,
PC-65,"Подземные замерные станции (конвергенция, деформации МКЦ, глубинные реперы)",mechanics,OBS,наблюдение деформаций на уровне пласта (связь с драйвером оседаний),"смещения контура/точек целика и кровли → конвергенция, поперечная деформация МКЦ, расслоение по глубинным реперам","u контура, ε целика",СКП (3 мм для глубинных реперов по проекту); периодичность,—,"БКПРУ-4 (11.2013–12.2020): поперечные смещения точек МКЦ (контур, 0,5 м, 1,0 м); замерные станции — рутинная практика ВКМ; проектные требования к станциям конвергенции и глубинным реперам (Гремячинск, аналог)",станции СКРУ-1,NORMAL: да,камера/целик,циклы (месяцы),FIELD,—,высокая (для локальной модели),HIGH для идентификации реологии целиков (если доступны),HIGH,OBSERVATION,Python,OBSERVATION_OPERATOR,EVIDENCE_WEAK,данные станций СКРУ-1 отсутствуют,ANALOGUE,BKPRU4,HIGH,VKM-SRC-034;VKM-SRC-021;VKM-SRC-024,"VKM-SRC-034 p.2 (§ участок 1; рис. 1б); VKM-SRC-034 p.2 (§ участок 1; рис. 2б, 2в); VKM-SRC-034 p.1 (вводная часть (шахтные исследования)); VKM-SRC-021 p.2 (введение); VKM-SRC-024 p.56 (§6.2.2 pp.56-57); VKM-SRC-024 p.65 (§6.2.4 pp.65-66); VKM-SRC-024 p.80 (§6.4 pp.80-81)",EV-VN-S034-0015;EV-VN-S034-0016;EV-VN-S034-0006;EV-VN-S021-0015;EV-VN-S024-0148;EV-VN-S024-0173;EV-VN-S024-0210,7,0,BKPRU4,,,,EV-VN-S034-0016,EXACT,
PC-66,"Мешающие поверхностные сигналы (солеотвалы, земляные работы, здания, осушение, нестабильность опорных реперов)",surface,OBS,немайнинговые смещения/артефакты в наблюдениях,"усадка солеотвалов (50–60 см/год по InSAR; Старобин ~5 м/год), рекультивация провалов (потеря когерентности), тепловое расширение зданий, осадка при понижении ГВ, смещения опорных реперов → искажение наблюдаемого поля","δ_nuis(x,t)",маски объектов; модели усадки,аддитивный член в операторе наблюдений (MODEL_CHOICE),"скорость оседания поверхности солеотвалов 50–60 см/год (InSAR 2011, рудник не указан); солеотвалы Старобина оседают ~5 м/год (аналог); СКРУ-2: солеотвал до 200 мм/год, пятна на промплощадке; земляные работы по ликвидации провала → декорреляция; усадка солеотвалов (сухая отсыпка); опорная точка InSAR предполагается стабильной","контуры солеотвалов, зданий, мест земляных работ СКРУ-1",NORMAL: да (в наблюдениях),объект,сезоны–годы,FIELD,—,высокая при масках,HIGH: может доминировать локально в InSAR,HIGH,OBSERVATION,QGIS (маски); Python,OBSERVATION_OPERATOR,EVIDENCE_WEAK,маски объектов СКРУ-1,FACT,SKRU2,HIGH,VKM-SRC-001;VKM-SRC-009;VKM-SRC-003;VKM-SRC-014;VKM-SRC-006;VKM-SRC-012,"VKM-SRC-001 p.12 (текст с.12); VKM-SRC-009 p.1 (Введение, солеотвалы); VKM-SRC-003 p.67 (§3.4 p.67); VKM-SRC-003 p.69 (§3.4 p.69); VKM-SRC-014 p.147 (§5.4 (pp.147–148)); VKM-SRC-006 p.24 (§2.2, п. 3.1, с. 24); VKM-SRC-012 p.43 (§2.2); VKM-SRC-003 p.26 (§1.2.3 IPTA, стр.26-27)",EV-VN-S001-0034;EV-VN-S009-0003;EV-VN-S003-0239;EV-VN-S003-0253;EV-VN-S014-0926;EV-VN-S006-0055;EV-VN-S012-0208;EV-VN-S003-0087,8,0,SKRU2,,MM-INSAR-010;MM-INSAR-019,TX-O06,EV-VN-S003-0253,EXACT,
PC-67,"Формирование мульды сдвижения (конечная форма, угловые параметры, зоны полной подработки)",surface,SURF,ЦЕЛЕВОЕ ПОЛЕ: пространственная форма оседаний,"конвергенция выработанного слоя (Σ пластов) → изгиб толщи → мульда: η0=0,9ΣS_i/(a+b) в зоне полной подработки; краевые части по типовым кривым S(Z), L=H(ctgδ0+ctgψ)","η(x,y), ξ(x,y)","δ0, ψ, θ; S_i, a, b; C; A, B (закладка); типовые кривые","η0 [EV-VN-S037-0925]; η0* с закладкой [EV-VN-S037-0926]; типовые кривые [EV-VN-S037-0933]; η_ok [EV-VN-S012-0259; 0260]; η_k=0,9 m0 ω p [EV-VN-S031-0009]","нормативная методика ВКМ (1990/1992): угловые параметры + конечное оседание 0,9ΣS/(a+b) (с закладкой — множитель); краевая часть по типовым кривым; зоны мульды (постоянные, временные, движущиеся края, полная подработка); нормативный прогноз vs наблюдения по линии №1 — расхождение вдали от целика СКРУ-1–СКРУ-2; СКРУ-1: оседания по линии 12 (1992–2010), снимок изолиний 2022 (INTERPOLATION предприятия)",—,NORMAL: целевой процесс,шахтное поле (км),конечное состояние,FIELD,эмпирические коэффициенты; расхождение с наблюдениями,высокая (наблюдаемо),HIGH: целевая величина,HIGH,FIRST_ORDER_DRIVER,MATLAB (нормативная методика как baseline); OGS/FLAC3D (физическая модель),COMPUTED_3D,GEOMETRY_MISSING,GAP-007; GAP-011; GAP-012,FACT,SKRU1,HIGH,VKM-SRC-037;VKM-SRC-012;VKM-SRC-011;VKM-SRC-023;VKM-SRC-039,"VKM-SRC-037 p.169 (§8.5.1); VKM-SRC-037 p.169 (формула (8.135)); VKM-SRC-037 p.170 (§8.5.1, методика типовых кривых; (8.138)-(8.142)); VKM-SRC-037 p.170 (§8.5.1); VKM-SRC-012 p.54 (§2.4 pp.54-55); VKM-SRC-012 p.57 (§2.4 p.57); VKM-SRC-011 p.131 (Рис. 4.7б); VKM-SRC-023 p.45 (§3.1.3 + Рис.22 (image24.png), rendered pp.45-46); VKM-SRC-039 p.5 (Рис. 4 «Влияние степени извлечения в краевой части на величи)",EV-VN-S037-0924;EV-VN-S037-0925;EV-VN-S037-0933;EV-VN-S037-0932;EV-VN-S012-0256;EV-VN-S012-0280;EV-VN-S011-2097;EV-VN-S023-0292;EV-VN-S039-0024,9,3,SKRU1,EV-VN-S037-0925;EV-VN-S037-0926;EV-VN-S037-0933;EV-VN-S012-0259;EV-VN-S012-0260;EV-VN-S031-0009,MM-SUBS-015;MM-SUBS-010;MM-SUBS-011,TX-K01;TX-K02;GAP-011;GAP-012,EV-VN-S012-0280,EXACT,нормативная методика = EMPIRICAL baseline; физическая мульда = COMPUTED_3D
