process_id,vn_id,kind,source_id,locator,pdf_page,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,role,notes,record_normalization
PC-25,EV-VN-S014-1069,formula,VKM-SRC-014,"VKM-SRC-014 p.193 (§7.3, (7.26)-(7.27))",193,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_79,SUPPORT,,
PC-25,EV-VN-S014-1079,rheology_law,VKM-SRC-014,"VKM-SRC-014 p.195 (§7.3, (7.34))",195,FACT,NORMATIVE,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Visual (250 dpi): rate symbol printed as ε*мп (asterisk, same as critical strain in (7.33)) — notation clash; the rate is meant. Linear in Q/E with exponential dependence on loading degree (stress-dependent steady creep, ""durability"" parameter β).",
PC-25,EV-VN-S032-0022,process_mechanism,VKM-SRC-032,VKM-SRC-032 p.4 (p4; Рис.2; p5),4,DERIVATION,INTERPRETATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-25,EV-VN-S020-0142,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.20 (§1.3),20,FACT,DESCRIPTIVE,VKM_REGIONAL,MASSIF,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-25,EV-VN-S016-0016,process_mechanism,VKM-SRC-016,"VKM-SRC-016 p.3 (Введение, refs [6,17])",3,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-25,EV-VN-S040-0363,process_mechanism,VKM-SRC-040,VKM-SRC-040 p.141 (§5.2),141,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,LOW,TEXT_LAYER,EXACT,SUPPORT,,
PC-25,EV-VN-S014-0832,claim,VKM-SRC-014,VKM-SRC-014 p.115 (§4.1),115,FACT,DESIGN_VALUE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-25,EV-VN-S021-0033,chronology_event,VKM-SRC-021,VKM-SRC-021 p.3 (пример блок 129),3,FACT,FIELD_OBSERVATION,UNSTATED,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,~8-9 years after end of mining; key documented delayed regime change (interseam collapse) for dynamic subsidence modelling.,
PC-25,EV-VN-S021-0032,chronology_event,VKM-SRC-021,VKM-SRC-021 p.3 (пример блок 129),3,FACT,DESCRIPTIVE,UNSTATED,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-25,EV-VN-S021-0035,parameter,VKM-SRC-021,VKM-SRC-021 p.3 (пример блок 129),3,FACT,MEASURED,UNSTATED,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,Existing EV-MIN-0284 dates it 2024 (publication year) — legend indicates 2022 assessment epoch.,
PC-26,EV-VN-S025-0707,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.131 (Гл. V §5.1 p.131),131,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-26,EV-VN-S025-0731,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.134 (§5.1, с.134)",134,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-26,EV-VN-S025-0758,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.137 (Рис. 5.5,в)",137,FACT,INTERPRETATION,VKM_REGIONAL,LAB,MEDIUM,VISUAL_READ,EXACT,SUPPORT,Quote truncated at page end; see p.138 continuation.,
PC-26,EV-VN-S025-0766,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.139 (§5.1, с.139, Рис. 5.6,б)",139,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_76,SUPPORT,,
PC-26,EV-VN-S025-0825,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.149 (§5.5, с.149-150)",149,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,,
PC-26,EV-VN-S025-0909,process_mechanism,VKM-SRC-025,"VKM-SRC-025 p.149 (§5.5 + §5.3, с.143-151)",149,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,VISUAL_READ,EXACT,SUPPORT,Synthesis of the chunk's own statements (no new numbers).,
PC-26,EV-VN-S037-0645,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.104 (§6.9.2, с. 207)",104,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,,
PC-26,EV-VN-S016-0016,process_mechanism,VKM-SRC-016,"VKM-SRC-016 p.3 (Введение, refs [6,17])",3,FACT,LITERATURE_CITED,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-26,EV-VN-S025-0833,rheology_law,VKM-SRC-025,"VKM-SRC-025 p.151 (§5.5, с.151, (5.15)-(5.17))",151,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,LAB,HIGH,VISUAL_READ,NOT_FOUND,SUPPORT,NEW vs existing digest (no contact creep records existed). Unit of δ printed 'с^(α−1)' while creep curves are in days (сут) — time unit ambiguity must be resolved before use.,"evidence_type MODEL_CALIBRATED→CALCULATED_BY_AUTHOR (regression on lab tests, not a back-analysis; LAB kept); status FACT→DERIVATION (D-01: calibrated value)"
PC-27,EV-VN-S037-0132,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.12 (§1.2.1, Рис. 1.9)",12,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,"Рис. 1.9: Θ(h/d) для типов I–VII; при h/d=0,5 Θ до ~3,3 (тип II), тип VII (парафин) <1 (пунктир). Кривые не оцифровывались.",
PC-27,EV-VN-S037-0121,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.10 (§1.2.1),10,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,"Lab→pillar transfer asserted by source, not demonstrated at massif scale here.",
PC-27,EV-VN-S025-0635,process_mechanism,VKM-SRC-025,VKM-SRC-025 p.117 (§4.4 pp.116-118),117,FACT,INTERPRETATION,VKM_REGIONAL,LAB,MEDIUM,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Mechanistic explanation (lateral extrusion) is the reader's paraphrase of the implied mechanism; source states only empirical trends + subvertical cracking.,
PC-27,EV-VN-S025-0651,claim,VKM-SRC-025,"VKM-SRC-025 p.119 (§4.4 p.119, Рис. 4.16-4.17)",119,FACT,LAB_TEST,VKM_REGIONAL,LAB,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_67,SUPPORT,"Stabilization level 0.3-0.4 (h/d=1, single thick interlayer) vs 0.2-0.3 (h/d=2, multiple interlayers, p.118).",
PC-27,EV-VN-S033-0005,process_mechanism,VKM-SRC-033,VKM-SRC-033 p.1 (Введение),1,FACT,INTERPRETATION,VKM_REGIONAL,MASSIF,MEDIUM,TEXT_LAYER,NOT_FOUND,SUPPORT,,
PC-27,EV-VN-S027-0004,process_mechanism,VKM-SRC-027,VKM-SRC-027 p.1 (Аннотация),1,FACT,INTERPRETATION,USOLSKY,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-28,EV-VN-S014-0545,engineering_rule,VKM-SRC-014,VKM-SRC-014 p.82 (§3.1),82,FACT,DESIGN_VALUE,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-28,EV-VN-S014-0824,claim,VKM-SRC-014,VKM-SRC-014 p.113 (§4.1),113,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-28,EV-VN-S014-0823,claim,VKM-SRC-014,VKM-SRC-014 p.113 (§4.1),113,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-28,EV-VN-S012-0173,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.34 (§1.4.2),34,FACT,INTERPRETATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-28,EV-VN-S012-0505,subsidence_method,VKM-SRC-012,VKM-SRC-012 p.95 (§4.1),95,MODEL_CHOICE,MODEL_CALIBRATED,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,FUZZY_78,SUPPORT,,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-28,EV-VN-S023-0223,claim,VKM-SRC-023,"VKM-SRC-023 p.42 (§3.1.2 table 2, rendered p.42)",42,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,DOCX_TEXT,EXACT,SUPPORT,"Key for 3D+time world: table contains interseam thickness В/АБ, АБ/КрII per zone and planned vs actual backfill coefficients — only a 3-row fragment is shown in the thesis. Full table not in corpus (UNKNOWN availability).",
PC-28,EV-VN-S012-0258,engineering_rule,VKM-SRC-012,VKM-SRC-012 p.54 (§2.4),54,FACT,NORMATIVE,VKM_REGIONAL,DESIGN,HIGH,TEXT_LAYER,EXACT,SUPPORT,Defines lifecycle stage boundaries of surface response.,
PC-29,EV-VN-S034-0015,monitoring_observation,VKM-SRC-034,VKM-SRC-034 p.2 (§ участок 1; рис. 1б),2,FACT,MEASURED,BKPRU4,FIELD,HIGH,VISUAL_READ,EXACT,SUPPORT,"Values read visually at 300 dpi (clip). Units not printed. Interpretation of the difference roof/floor not stated by authors beyond ""междупластье сохраняет устойчивость"".",
PC-29,EV-VN-S034-0016,monitoring_observation,VKM-SRC-034,"VKM-SRC-034 p.2 (§ участок 1; рис. 2б, 2в)",2,FACT,MEASURED,BKPRU4,FIELD,MEDIUM,GRAPH_DIGITIZED_APPROX,EXACT,SUPPORT,Approximate graph reading at 220 dpi (GRAPH_DIGITIZED_APPROX). Deep anchor at 2.0 m itself moves — measured quantity is relative. Text states constant rates; AB curves visually decelerate somewhat.,
PC-29,EV-VN-S034-0041,subsidence_method,VKM-SRC-034,VKM-SRC-034 p.4 (весь текст),4,FACT,INTERPRETATION,VKM_REGIONAL,FIELD,MEDIUM,TEXT_LAYER,NOT_FOUND,KEY,,
PC-29,EV-VN-S014-1047,rheology_law,VKM-SRC-014,"VKM-SRC-014 p.186 (§7.2, (7.18))",186,FACT,NORMATIVE,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Visual read at 250 dpi: the square root covers ω only (√ω·γH/σ̄сж), consistent with (7.22) where −18,27√ω·γH/σ̄сж is typeset unambiguously. ω = extraction ratio a/(a+b) of the panel cross-section. Time law t^0,3 — decelerating creep; no steady-state term. Units: γ implicitly МН/м3 (examples use 0,02",
PC-29,EV-VN-S020-0337,process_mechanism,VKM-SRC-020,VKM-SRC-020 p.149 (§4.1.6),149,ENGINEERING_ASSUMPTION,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,LOW,TEXT_LAYER,EXACT,SUPPORT,Для мира 3D+time: указывает на существование процесса конвергенции/пучения почвы в долгоживущих выработках; количественных данных нет.,
PC-29,EV-VN-S037-0592,process_mechanism,VKM-SRC-037,"VKM-SRC-037 p.94 (§6.5, с. 187 («эффект технологической податливости»))",94,FACT,NORMATIVE,VKM_REGIONAL,MASSIF,MEDIUM,OCR_VISUALLY_CONFIRMED,EXACT,SUPPORT,Даёт характерный масштаб времени начальной (неустановившейся) стадии деформирования соли у выработки: 1–2 месяца. Важно для time-stepping будущих моделей.,
PC-29,EV-VN-S037-0925,formula,VKM-SRC-037,VKM-SRC-037 p.169 (формула (8.135)),169,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Coefficient 0,9 — empirical subsidence factor. Assumes common a+b for all seams.",
PC-30,EV-VN-S031-0022,process_mechanism,VKM-SRC-031,VKM-SRC-031 p.3 (§Результаты; Выводы),3,DERIVATION,INTERPRETATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,KEY,Важно для 3D+time: нагрузка на целики у старых границ зависит от стадии сдвижения соседнего выработанного пространства — нужна связь стадий с реальным временем (не дана).,
PC-30,EV-VN-S031-0026,claim,VKM-SRC-031,VKM-SRC-031 p.4 (Выводы),4,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-30,EV-VN-S037-0905,formula,VKM-SRC-037,"VKM-SRC-037 p.168 (§8.4.2, рис. 8.14)",168,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,Subscript printed as l (visual) — refers to distance l_вп; existing record writes Ct.,
PC-30,EV-VN-S029-0226,stress_measurement,VKM-SRC-029,"VKM-SRC-029 p.128 (§5.1.1, Рис. 5.2 (станции № 1, 2))",128,FACT,MEASURED,BKPRU2,FIELD,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_85,SUPPORT,"γH = 7.7 MPa is the author's estimate (DERIVATION), 8.5 MPa is measured tendency. λ = 0.6 is mean over measured points — per Ch.4 concl.6 minimum-component Kaiser estimates may be biased high.",
PC-30,EV-VN-S029-0231,stress_measurement,VKM-SRC-029,"VKM-SRC-029 p.130 (§5.1.1, Рис. 5.3 (станция № 3))",130,FACT,MEASURED,BKPRU2,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-30,EV-VN-S029-0240,stress_measurement,VKM-SRC-029,"VKM-SRC-029 p.132 (§5.1.2, Рис. 5.5 а (участок № 1))",132,FACT,MEASURED,SKRU3,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,No λ is stated for SKRU-3 by the author. Far-field vertical 6-8 MPa in the anomaly zone is at or below γH=7.5 MPa (author's value).,
PC-30,EV-VN-S026-0027,process_mechanism,VKM-SRC-026,VKM-SRC-026 p.6 (§1.1),6,FACT,INTERPRETATION,BKPRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,Evidence of load redistribution from mined panels to neighbours — relevant for 3D stress redistribution near panel boundaries.,
PC-30,EV-VN-S026-0092,process_mechanism,VKM-SRC-026,VKM-SRC-026 p.19 (§4.2),19,FACT,FIELD_OBSERVATION,BKPRU4,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-31,EV-VN-S014-0823,claim,VKM-SRC-014,VKM-SRC-014 p.113 (§4.1),113,FACT,DESCRIPTIVE,SKRU1,FIELD,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-31,EV-VN-S011-2655,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.130 (стр. 259-261; Рис. 4.6, 4.7)",130,FACT,INTERPRETATION,SKRU1,FIELD,MEDIUM,TEXT_LAYER,EXACT,KEY,,
PC-31,EV-VN-S014-0588,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.98 (Рис. 3.14),98,DERIVATION,INTERPRETATION,BKPRU2,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,SUPPORT,,status INTERPRETATION→DERIVATION (author's interpretation of data; status vocabulary)
PC-31,EV-VN-S014-0667,process_mechanism,VKM-SRC-014,VKM-SRC-014 p.105 (Рис. 3.18–3.20),105,DERIVATION,INTERPRETATION,BKPRU4,NOT_APPLICABLE,MEDIUM,VISUAL_READ,NOT_FOUND,SUPPORT,,status INTERPRETATION→DERIVATION (author's interpretation of data; status vocabulary)
PC-31,EV-VN-S012-0173,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.34 (§1.4.2),34,FACT,INTERPRETATION,SKRU2,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-31,EV-VN-S037-0779,process_mechanism,VKM-SRC-037,VKM-SRC-037 p.134 (§7.3.2 (комбинированный способ АБ+В)),134,FACT,DESIGN_VALUE,SKRU2,DESIGN,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_72,SUPPORT,,
PC-31,EV-VN-S032-0022,process_mechanism,VKM-SRC-032,VKM-SRC-032 p.4 (p4; Рис.2; p5),4,DERIVATION,INTERPRETATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-31,EV-VN-S037-0925,formula,VKM-SRC-037,VKM-SRC-037 p.169 (формула (8.135)),169,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Coefficient 0,9 — empirical subsidence factor. Assumes common a+b for all seams.",
PC-32,EV-VN-S038-0018,formula,VKM-SRC-038,"VKM-SRC-038 p.3 (с. 242, 1-я колонка)",3,FACT,MODEL_CHOICE,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"Text layer: ""0 [1 ( )] = + р E E / Ψ t"" (garbled order, Cyrillic р as superscript p); visual reading used. Text layer is cp1251 mojibake (decoded as Latin-1); quote given after in-memory cp1251 repair and checked against the rendered page.",
PC-32,EV-VN-S038-0017,rheology_law,VKM-SRC-038,"VKM-SRC-038 p.3 (с. 242, 1-я колонка (метод переменных модулей))",3,FACT,MODEL_CHOICE,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,KEY,"Variable-moduli method for linear-hereditary (viscoelastic) creep [2 Амусин–Линьков 1974; 3 Барях–Самоделкина 2005]. Time dependence is imposed via η(t) from the normative method — the law is an effective kinematic calibration, not a material creep law. Formula visually confirmed at 150 dpi. Text la",
PC-32,EV-VN-S034-0005,subsidence_method,VKM-SRC-034,VKM-SRC-034 p.1 (вводная часть),1,FACT,INTERPRETATION,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,EXACT,SUPPORT,"Key for WorldSpec: the standard VKM prognostic model is CALIBRATED on the surface subsidence growth curves — i.e., the model time function is observation-derived; leakage risk if used with evaluation data.",
PC-32,EV-VN-S035-0006,subsidence_method,VKM-SRC-035,VKM-SRC-035 p.1 (введение; рис. 1; ссылка [1]),1,MODEL_CHOICE,CALCULATED_BY_AUTHOR,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,"Text layer is cp1251 mis-decoded as Latin-1; quote given after byte-level re-decoding (latin-1 -> cp1251), checked against page image. How L/H was varied in the model (moduli gradients? goaf edge geometry?) is not explained.",
PC-32,EV-VN-S031-0011,claim,VKM-SRC-031,VKM-SRC-031 p.2 (§Методы и подходы; ref [10]),2,ENGINEERING_ASSUMPTION,INTERPRETATION,GENERAL_METHOD,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,EXACT,SUPPORT,Порог 80 % — допущение автора без обоснования в тексте; величины модулей не приведены.,
PC-32,EV-VN-S012-0560,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.103 (§4.2 p.103),103,MODEL_CHOICE,CALCULATED_BY_AUTHOR,SOLIKAMSK_GROUP,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SOLIKAMSK_GROUP (D-17)
PC-33,EV-VN-S016-0072,process_mechanism,VKM-SRC-016,VKM-SRC-016 p.9 (§Результаты),9,DERIVATION,CALCULATED_BY_AUTHOR,BKPRU4,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,FUZZY_82,KEY,,"status FACT→DERIVATION (model/calculated product, not an observation)"
PC-33,EV-VN-S005-0038,process_mechanism,VKM-SRC-005,VKM-SRC-005 p.4 (p4),4,DERIVATION,INTERPRETATION,GENERAL_METHOD,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Механизм общего характера, релевантен для ВКМ (околоскважинные/охранные целики внутри отработанных панелей).",
PC-33,EV-VN-S035-0011,process_mechanism,VKM-SRC-035,VKM-SRC-035 p.2 (текст p.2-3),2,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,"Text layer is cp1251 mis-decoded as Latin-1; quote given after byte-level re-decoding (latin-1 -> cp1251), checked against page image.","status FACT→DERIVATION (model/calculated product, not an observation)"
PC-33,EV-VN-S037-0944,formula,VKM-SRC-037,VKM-SRC-037 p.171 (формула (8.144)),171,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,"New. First expression printed with S′(Z)_max (prime) — likely misprint for S″ (second derivative) as in the second expression and text. Bending-strain concept: ε = m·K/2 with curvature K = S″η/L², L expressed via (0,9H+0,65h) — interpretation only.",
PC-33,EV-VN-S012-0244,claim,VKM-SRC-012,VKM-SRC-012 p.52 (§2.3 p.52),52,FACT,INTERPRETATION,SKRU1_SKRU2_PILLAR,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17)
PC-34,EV-VN-S035-0004,process_mechanism,VKM-SRC-035,VKM-SRC-035 p.1 (введение),1,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,"Text layer is cp1251 mis-decoded as Latin-1; quote given after byte-level re-decoding (latin-1 -> cp1251), checked against page image.",
PC-34,EV-VN-S035-0011,process_mechanism,VKM-SRC-035,VKM-SRC-035 p.2 (текст p.2-3),2,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,"Text layer is cp1251 mis-decoded as Latin-1; quote given after byte-level re-decoding (latin-1 -> cp1251), checked against page image.","status FACT→DERIVATION (model/calculated product, not an observation)"
PC-34,EV-VN-S035-0013,process_mechanism,VKM-SRC-035,VKM-SRC-035 p.3 (текст p.3; рис. 2б),3,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,NOT_FOUND,KEY,"Text layer is cp1251 mis-decoded as Latin-1; quote given after byte-level re-decoding (latin-1 -> cp1251), checked against page image.","status FACT→DERIVATION (model/calculated product, not an observation)"
PC-34,EV-VN-S035-0019,process_mechanism,VKM-SRC-035,VKM-SRC-035 p.4 (текст p.4),4,DERIVATION,CALCULATED_BY_AUTHOR,VKM_REGIONAL,CALIBRATED_EFFECTIVE_MODEL,HIGH,TEXT_LAYER,NOT_FOUND,SUPPORT,"Text layer is cp1251 mis-decoded as Latin-1; quote given after byte-level re-decoding (latin-1 -> cp1251), checked against page image.","status FACT→DERIVATION (model/calculated product, not an observation)"
PC-34,EV-VN-S037-0940,formula,VKM-SRC-037,VKM-SRC-037 p.171 (формула (8.143)),171,FACT,NORMATIVE,VKM_REGIONAL,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,NOT_FOUND,SUPPORT,New.,
PC-34,EV-VN-S012-0585,process_mechanism,VKM-SRC-012,VKM-SRC-012 p.108 (§4.2 p.108),108,DERIVATION,CALCULATED_BY_AUTHOR,SKRU1_SKRU2_PILLAR,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,"scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17); status FACT→DERIVATION (model/calculated product, not an observation)"
PC-34,EV-VN-S012-0599,claim,VKM-SRC-012,VKM-SRC-012 p.113 (§4.3 p.113),113,DERIVATION,CALCULATED_BY_AUTHOR,SKRU1_SKRU2_PILLAR,CALIBRATED_EFFECTIVE_MODEL,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,"Model conclusion, not observation; excludes 1995 sinkhole-adjacent weakening.","scope SKRU1_SKRU2→SKRU1_SKRU2_PILLAR (D-17); status FACT→DERIVATION (model/calculated product, not an observation)"
PC-34,EV-VN-S021-0008,process_mechanism,VKM-SRC-021,VKM-SRC-021 p.1 (введение),1,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-34,EV-VN-S016-0007,process_mechanism,VKM-SRC-016,VKM-SRC-016 p.1 (Аннотация),1,INTERPOLATION,INTERPRETATION,BKPRU4,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-35,EV-VN-S011-2655,process_mechanism,VKM-SRC-011,"VKM-SRC-011 p.130 (стр. 259-261; Рис. 4.6, 4.7)",130,FACT,INTERPRETATION,SKRU1,FIELD,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,
PC-35,EV-VN-S011-2090,claim,VKM-SRC-011,VKM-SRC-011 p.130 (стр. 259),130,FACT,FIELD_OBSERVATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,KEY,,
PC-35,EV-VN-S011-2099,claim,VKM-SRC-011,VKM-SRC-011 p.131 (стр. 261),131,FACT,INTERPRETATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,,
PC-35,EV-VN-S011-0570,process_mechanism,VKM-SRC-011,VKM-SRC-011 p.32 (текст с.62),32,FACT,INTERPRETATION,SKRU1,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,EXACT,SUPPORT,,scope SKRU1_SKRU2→SKRU1 (D-17)
PC-35,EV-VN-S011-0568,claim,VKM-SRC-011,VKM-SRC-011 p.32 (текст с.62),32,FACT,FIELD_OBSERVATION,SKRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,SUPPORT,KEY SKRU-1 item: accelerated vs calculated subsidence (no magnitudes/dates here) — observation implies levelling-based comparison with normative calculation. Dates of SKRU-2 collapse not given in this chunk.,
PC-35,EV-VN-S011-2651,conflict_note,VKM-SRC-011,VKM-SRC-011 p.143 (Прил. 1 №98 vs стр. 258-260),143,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,MEDIUM,VISUAL_READ,EXACT,SUPPORT,For the 3D world: vertical extent of fault 98 through the salt stratum is UNKNOWN; its planimetric position uncertain by ~150 m.,
PC-35,EV-VN-S018-0028,process_mechanism,VKM-SRC-018,VKM-SRC-018 p.4 (p.4),4,FACT,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,LOW,TEXT_LAYER,NOT_FOUND,SUPPORT,Hazard-stratum prior only; not a causal proof.,
PC-35,EV-VN-S023-0194,process_mechanism,VKM-SRC-023,VKM-SRC-023 p.38 (rendered p.38; Выводы по главе 2),38,INTERPOLATION,INTERPRETATION,VKM_REGIONAL,NOT_APPLICABLE,LOW,DOCX_TEXT,EXACT,SUPPORT,Conclusions of ch.2 continue on rendered p.39 (chunk c2). Asymmetry of subsidence due to folding is an untested author hypothesis.,
